Gene = TROVE2
index = 1491
Annotated 5SS: [  355 10213 16619 17226 17629 22059 22878 23287]
Annotated 3SS: [ 9611 16397 17078 17490 21941 22763 23139 25156]
SMsplice 5SS: [  355  9760 17226 17629 21858 22059 22878 23287 24311]
SMsplice 3SS: [ 9611 17078 17490 21770 21941 22763 23139 24161 25156]
top_k =  500
Partition function (log Z): 3.5636271753006845

Sorted 5' Splice Sites (High to Low Probability):
Position 22878: 0.9987691823371372
Position 22059: 0.9916319214572189
Position 9760: 0.941602098177927
Position 17629: 0.9415257520892746
Position 23287: 0.9012241466067121
Position 24311: 0.8017347477033346
Position 21858: 0.784249527822723
Position 355: 0.6818035217630396
Position 10247: 0.39038870596093483
Position 10213: 0.37115020330267523
Position 801: 0.3596807941356014
Position 349: 0.30386403322089334
Position 6867: 0.19518797492057305
Position 24561: 0.1479066516466831
Position 841: 0.0579558456183944
Position 22240: 0.047575262110361796
Position 543: 0.04203360126302478
Position 23859: 0.03899856922304697
Position 4009: 0.03580205015536333
Position 23249: 0.02838638290825398
Position 761: 0.02407494548753094
Position 23277: 0.022936548028399038
Position 24494: 0.0106301477327144
Position 25066: 0.01058594919943288
Position 22317: 0.009786456682132932
Position 24041: 0.009749860652697685
Position 24927: 0.008113632222987551
Position 24932: 0.0044996905157897804
Position 25099: 0.0032347711896736496
Position 24600: 0.0030639729863776517
Position 110: 0.0028045667084378497
Position 23910: 0.002098352438228461
Position 23991: 0.0019008467132855574
Position 24867: 0.0016405789969724865
Position 22015: 0.0012914253430649472
Position 523: 0.0011510446280701993
Position 337: 0.0009104769047624488
Position 24767: 0.0007966746407069518
Position 22105: 0.000545839548983417
Position 22857: 0.0004515002454738994
Position 23307: 0.0002765650562402894
Position 23827: 0.00020850853173940315
Position 391: 3.3709483726867974e-05
Position 22818: 2.5835218501948986e-05
Position 22908: 1.8287239796488123e-05
Position 265: 1.7941085914158088e-05
Position 1263: 1.5354517652707526e-05
Position 3412: 1.3287618293856233e-05
Position 229: 1.1271492542531647e-05
Position 23058: 1.0327553515660842e-05
Position 3619: 9.595469972213846e-06
Position 585: 5.174895220023133e-06
Position 1209: 4.981217697716841e-06
Position 22952: 4.148120493886953e-06
Position 22957: 3.906254725443656e-06
Position 454: 3.8341055071586925e-06
Position 1632: 3.176931916211948e-06
Position 2909: 2.910651354704256e-06
Position 1877: 2.471156851538587e-06
Position 1477: 2.2908220871773004e-06
Position 23675: 1.9871381636117827e-06
Position 22873: 1.7765396784833433e-06
Position 22899: 1.7039316814942178e-06
Position 286: 6.729669726454073e-07
Position 237: 4.5304542190188226e-07
Position 69: 4.018587048947836e-07
Position 243: 2.807224406821523e-07
Position 249: 2.394685402877095e-07
Position 283: 1.8866403018783305e-07
Position 255: 1.2417956469108862e-07
Position 24477: 8.053768984637594e-08
Position 432: 1.922431709851521e-09
Position 423: 7.240962612895735e-10
Position 194: 6.106965208729316e-10
Position 23218: 2.130727669325372e-11
Position 495: 2.418366604701463e-15
Position 512: 4.022582559946176e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 22763: 0.9961679663633543
Position 21941: 0.9894458930166654
Position 23139: 0.9496287505664547
Position 17490: 0.9415257520892745
Position 9611: 0.9307697929104275
Position 21770: 0.7847203600156967
Position 25156: 0.6969914820116877
Position 24161: 0.4680631937764152
Position 10134: 0.35370635413388873
Position 10022: 0.3178261602015384
Position 639: 0.31652663557230537
Position 24164: 0.28773458191667806
Position 24701: 0.19968866563886942
Position 6779: 0.13911372498418295
