Gene = FRRS1L
index = 567
Annotated 5SS: [  391 17656 20241 25949]
Annotated 3SS: [17570 20101 25701 29663]
SMsplice 5SS: [  391 12297 15330 16590 17672 20241]
SMsplice 3SS: [12149 15212 16430 17570 20101 29663]
top_k =  500
Partition function (log Z): -14.538555354927817

Sorted 5' Splice Sites (High to Low Probability):
Position 391: 0.9488055985729958
Position 12297: 0.8236744112116142
Position 15330: 0.7440513537719312
Position 20241: 0.7059213046611056
Position 3467: 0.6721315992840272
Position 16590: 0.6351250809729018
Position 17672: 0.5039923089310154
Position 17656: 0.3524381164049339
Position 18116: 0.24782681332171544
Position 3094: 0.2260211659474179
Position 18849: 0.16130336703232606
Position 17394: 0.14573222785087458
Position 2447: 0.1299800084731167
Position 12292: 0.07188177238653773
Position 4534: 0.06805370937847682
Position 17281: 0.056645777964128625
Position 8361: 0.05579049168020437
Position 253: 0.0468189413525886
Position 2358: 0.034901089959857065
Position 16711: 0.026772770630935822
Position 1335: 0.026210071732241824
Position 3076: 0.016264927515343044
Position 1596: 0.006473162070485656
Position 22033: 0.0044660436410973
Position 628: 0.00430533338713611
Position 2452: 0.003575948434935312
Position 21368: 0.0027375068007976042
Position 1137: 0.0019764453908533335
Position 3319: 0.001971820461918626
Position 2405: 0.0019229063217198622
Position 681: 0.0009076529503920476
Position 183: 0.0004079465842516582
Position 2212: 0.0003496471741722007
Position 143: 0.0003040663128625893
Position 2198: 0.00026858780001909305
Position 1094: 0.00018637125334828425
Position 1502: 0.0001690424264396951
Position 2647: 5.784222105829453e-05
Position 1091: 4.7885801842028674e-05
Position 380: 3.989352963298896e-05
Position 1417: 3.8774906912684164e-05
Position 436: 3.323431107380153e-05
Position 3503: 1.772612687014416e-05
Position 2278: 1.323386770808716e-05
Position 28: 4.133115958417876e-06
Position 1349: 4.009752293902296e-06
Position 414: 3.8013727955046765e-06
Position 3700: 3.7710727358220066e-06
Position 1223: 3.0241009551866684e-06
Position 318: 2.5776600717774615e-06
Position 1140: 2.473355669857654e-06
Position 1610: 2.3600905542725484e-06
Position 1190: 1.8844154381605166e-06
Position 2163: 1.4706324819918459e-06
Position 1705: 1.1467224540211935e-06
Position 3453: 1.0540272824794256e-06
Position 3786: 1.0044413000836601e-06
Position 502: 7.028998575839231e-07
Position 359: 5.430988208044131e-07
Position 658: 4.925703199452829e-07
Position 490: 4.5104650669251305e-07
Position 685: 4.113293760620742e-07
Position 1712: 3.0190120808526267e-07
Position 821: 3.4193988467576875e-08
Position 742: 2.773684852478114e-08
Position 649: 1.0012403162549873e-08
Position 64: 6.555434841529651e-09
Position 909: 5.081950026614434e-09
Position 84: 1.5492189851906038e-09
Position 191: 2.1407836390938452e-10
Position 844: 1.9672404173966286e-10
Position 58: 7.65895528854906e-11
Position 506: 6.357612580994576e-11
Position 1365: 4.9697897353201845e-11
Position 747: 3.253797466869355e-11
Position 1199: 2.8950533596625997e-11
Position 1053: 2.070630348371088e-11
Position 550: 1.7977447587036515e-11
Position 1030: 1.6174766815316505e-11
Position 985: 1.0180057770162655e-11
Position 1233: 1.828236328189573e-12
Position 1235: 1.3109229710882695e-12
Position 1242: 1.027410277443192e-12
Position 840: 2.4360113368754722e-18
Position 920: 2.4182493116257594e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 12149: 0.8955802639934674
Position 17570: 0.8595691055685267
Position 15212: 0.74418466762663
Position 20101: 0.7143927867507281
Position 16430: 0.6618978516038367
Position 29663: 0.62747342862714
Position 3363: 0.34866704221114736
Position 24491: 0.21820034675916306
Position 3036: 0.19888871267384703
Position 3395: 0.184468277867982
Position 18723: 0.1695993967369456
Position 17880: 0.16808375752650287
Position 17229: 0.15003341042197288
Position 2302: 0.1491673881777625
Position 17900: 0.11141763321951804
Position 3318: 0.08460438168545177
Position 4357: 0.06063267577148322
Position 3059: 0.06046732971950354
Position 21973: 0.039913316003157825
Position 17271: 0.03658178758732007
Position 8304: 0.024753624580921965
Position 1246: 0.02333645765521879
Position 3400: 0.019455018187620236
Position 21100: 0.018097727050633543
Position 17113: 0.016654944122990057
Position 21121: 0.016524661307450932
Position 2357: 0.012728015472828815
Position 8146: 0.012411896934131765
Position 24487: 0.010578310363883646
Position 8180: 0.008961521696503497
Position 3223: 0.008752378542726705
Position 21951: 0.006968426485778072
Position 2327: 0.006928739818461206
Position 8283: 0.0062166884992921395
Position 20638: 0.0060283576589465985
Position 1473: 0.005821567320416088
Position 4220: 0.004020720059329645
Position 1022: 0.003568119962063585
Position 3288: 0.003507815766921998
Position 8177: 0.0034541856614283386
Position 3175: 0.0030640954441186617
Position 18340: 0.002371660444502913
Position 3332: 0.0017234253031993075
Position 3366: 0.0016406254422951748
Position 3930: 0.0015262218334753292
Position 515: 0.0014685030814516817
