Gene = NICN1
index = 941
Annotated 5SS: [ 219 3075 3444 3960 4378]
Annotated 3SS: [2897 3329 3887 4272 4451]
SMsplice 5SS: [ 219 3444 3960 4378]
SMsplice 3SS: [3329 3819 4272 4451]
top_k =  500
Partition function (log Z): 1.4054147235283325

Sorted 5' Splice Sites (High to Low Probability):
Position 3444: 0.9946805356686833
Position 219: 0.9616550042692855
Position 4378: 0.9098089250049669
Position 3960: 0.6051014261492706
Position 2453: 0.47953194157813717
Position 3977: 0.2852254459721844
Position 3075: 0.24097758218131285
Position 4021: 0.06312512678598092
Position 1487: 0.0570214981020754
Position 2984: 0.03677057577932286
Position 3127: 0.032567652238120894
Position 232: 0.02600597061826207
Position 2566: 0.020820831578064105
Position 3031: 0.01589552212106926
Position 3050: 0.01577411738175308
Position 2423: 0.013361610182597858
Position 1622: 0.011121680826620855
Position 138: 0.010998809385081
Position 513: 0.010689377205194394
Position 1606: 0.006967617892375039
Position 2803: 0.005628351659777076
Position 457: 0.005033315125046159
Position 1510: 0.0034050473636218492
Position 5916: 0.003226841072198557
Position 2511: 0.0031078048854153786
Position 3955: 0.0028306436413123143
Position 3597: 0.0026969997280569323
Position 5100: 0.002240103089099338
Position 1527: 0.002163378813743778
Position 1008: 0.0021414815278186774
Position 3244: 0.001779066801560413
Position 1395: 0.0016541379650311565
Position 4742: 0.001567045960209218
Position 3729: 0.0013324373586027468
Position 3934: 0.0013297463657764715
Position 2552: 0.0011870718425051286
Position 4382: 0.001126735666049319
Position 1952: 0.0011093832809014913
Position 475: 0.0008373428838861671
Position 2598: 0.0006904277660390238
Position 4946: 0.0006373635883968248
Position 2953: 0.0005023632584178902
Position 277: 0.00047078844698222595
Position 4200: 0.0004646341753135856
Position 823: 0.0004173053543100768
Position 3518: 0.0004082595795461656
Position 2131: 0.0003971231237874209
Position 3054: 0.0003762635516213264
Position 3522: 0.00036580311476610856
Position 2988: 0.0003242881700772922
Position 3559: 0.000252685415416817
Position 6077: 0.0002296016357182579
Position 3665: 0.0002074020296407151
Position 683: 0.0002003510043718327
Position 520: 0.00013669588883925414
Position 3750: 0.00011309101112508145
Position 1540: 0.000103142103552339
Position 466: 9.554684561459802e-05
Position 715: 8.84665532725145e-05
Position 147: 8.718121042081592e-05
Position 1326: 8.704860344767688e-05
Position 1689: 7.515865362783751e-05
Position 497: 5.619291204786891e-05
Position 343: 4.6531429878487264e-05
Position 1477: 2.9753589598543922e-05
Position 986: 2.123229818703112e-05
Position 541: 2.0291334186932253e-05
Position 3510: 9.232695033514717e-06
Position 3448: 5.757756993954206e-06
Position 102: 5.719504520433667e-06
Position 3513: 5.715756218121314e-06
Position 4544: 5.259121978189151e-06
Position 114: 4.036367266628033e-06
Position 919: 1.607164984556828e-06
Position 36: 1.4913862314610762e-06
Position 995: 1.226016095633543e-06
Position 4871: 7.61006100373317e-07
Position 4568: 6.781201198958275e-07
Position 180: 6.753916811864232e-07
Position 39: 5.128864491882416e-07
Position 280: 4.094256973139619e-07
Position 69: 3.85400430087477e-07
Position 59: 1.1920544720911026e-07
Position 126: 8.105009597158734e-08
Position 4452: 8.075879187373404e-08
Position 89: 3.697045953226612e-08
Position 4306: 3.332672337644946e-08
Position 371: 2.5145301244020793e-08
Position 363: 5.0885535093259776e-09
Position 189: 3.3123389656936422e-09
Position 81: 3.2821133435542726e-09
Position 174: 2.0246889933982745e-09
Position 204: 1.3070529789377818e-09
Position 96: 4.821012751737132e-11
Position 320: 1.9916459863653297e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3329: 0.926905215166892
Position 4272: 0.8190176560752255
Position 3819: 0.7953488244962625
Position 4451: 0.6795510621987825
Position 2365: 0.4975354003231199
Position 2897: 0.25981241733669674
Position 3887: 0.0772674846043764
Position 5029: 0.07053116510203031
Position 1379: 0.0689972744912874
Position 3864: 0.050546070980456596
Position 2903: 0.04418885701296787
Position 6187: 0.03586868924327603
Position 3772: 0.034160165693360875
Position 4958: 0.03186379959548478
Position 3349: 0.031038194314998897
Position 4831: 0.03101234241581532
Position 4989: 0.026672529022192255
Position 2957: 0.023444998334251836
Position 3234: 0.02288282058942387
Position 4538: 0.021396549437871518
Position 2334: 0.020230411493985224
Position 4292: 0.017395037898698156
Position 4628: 0.017270767906502803
Position 4314: 0.017234199863541147
Position 5597: 0.016482183284577605
Position 4269: 0.015703805079686363
Position 438: 0.010971715711544849
Position 4179: 0.010103152011202952
Position 3408: 0.008978295906043059
Position 6121: 0.008915789064763915
Position 4311: 0.008879328051710903
Position 4153: 0.008395289489548515
Position 5943: 0.007270606623063195
Position 3380: 0.006895742702602839
Position 5815: 0.006009345263632773
Position 2931: 0.005788708329207917
Position 4836: 0.005578216601304613
Position 1325: 0.005311660291147646
Position 3031: 0.00487542758248483
Position 389: 0.004717121377778554
Position 1414: 0.004000103180016934
Position 5787: 0.0038437131121101995
Position 4330: 0.003678931031746714
Position 4507: 0.0032992771617132402
Position 2918: 0.0032783498579959597
Position 4588: 0.0032727252188772355
Position 4222: 0.0031550755177924155
Position 4289: 0.0031329102062583186
Position 5572: 0.00307120664169985
Position 5647: 0.0027095090107124836
Position 3749: 0.0025488714054125463
Position 2389: 0.0023808272709608834
Position 4282: 0.002238153241674618
Position 4130: 0.002212427024891732
Position 4557: 0.002209212723762772
Position 4199: 0.0021495935292404973
Position 3649: 0.0021304404625141905
Position 5209: 0.0020145356275546897
Position 906: 0.0018640938834274994
Position 5865: 0.0017076107097833268
Position 4664: 0.0016626975190013312
Position 4305: 0.0015718851906215542
Position 6178: 0.0015068920411587593
Position 4422: 0.0015066336473893475
Position 5539: 0.001444180805407507
Position 2967: 0.001391522939760608
Position 5762: 0.0012516795248869424
Position 2306: 0.0011882678105554101
Position 3194: 0.0011276425498859132
Position 5115: 0.001042782593851797
Position 3927: 0.0010070975827109932
Position 1271: 0.0009960354245336451
Position 2515: 0.0009015630451776023
Position 1274: 0.0008864687111183727
Position 5176: 0.0008835817100686315
Position 5829: 0.000850752382465871
Position 3563: 0.0008396566514831461
Position 3911: 0.0008300826601042656
Position 6069: 0.0007550713493307298
Position 2848: 0.000741357497947903
Position 2674: 0.0007070786277502606
Position 5968: 0.0006656692362165548
Position 1480: 0.0006610400742539601
Position 5989: 0.0006554332185306304
Position 3840: 0.0006114550156764894
Position 4885: 0.0006045278442028112
Position 202: 0.0005954350542588679
Position 3558: 0.0005891347814179822
Position 1710: 0.000546579890087964
Position 1594: 0.0005257002895980973
Position 608: 0.0005192245053707311
Position 6207: 0.0005168779126202148
Position 5389: 0.0004943581715693996
Position 5428: 0.00045927564840263517
Position 4194: 0.00045033992223880693
Position 4058: 0.0004458688428331915
Position 5226: 0.00039209088393599276
Position 363: 0.00037114829619799454
Position 5180: 0.0003404034297402117
Position 2032: 0.0003303914910183032
Position 4742: 0.00032986753438233327
Position 3068: 0.00031355567390243773
Position 4104: 0.0003125634994184229
Position 1849: 0.00030233469709855864
Position 3869: 0.0002948197531503442
Position 2434: 0.0002886819784077977
