Gene = OCLN
index = 982
Annotated 5SS: [  368 12003 17528 21818 42548 52828 55810 59294]
Annotated 3SS: [11884 16848 21655 42401 52611 55637 59251 61277]
SMsplice 5SS: [  609 12003 21818 42548 52828 55810]
SMsplice 3SS: [11884 21655 42401 52611 55637 61277]
top_k =  500
Partition function (log Z): -25.311414519200614

Sorted 5' Splice Sites (High to Low Probability):
Position 12003: 0.9997972892045881
Position 21818: 0.988642271515251
Position 2724: 0.5648875431384255
Position 609: 0.49425032219829945
Position 3079: 0.39664448699181176
Position 3440: 0.3374345926945937
Position 549: 0.21915971735017373
Position 14986: 0.17584738303238998
Position 419: 0.11252304372726195
Position 14071: 0.11249018013185191
Position 368: 0.1055414238404234
Position 2749: 0.07362510565469899
Position 20388: 0.07201174855589386
Position 2437: 0.06257643966848334
Position 536: 0.0596898420310248
Position 3124: 0.05098355996892162
Position 225: 0.05079174072882172
Position 3031: 0.04988789985055647
Position 7061: 0.04887235735093649
Position 2450: 0.03380464851357348
Position 12256: 0.006715936366985921
Position 12246: 0.006038997081644799
Position 1268: 0.005336554709570909
Position 1408: 0.00430654808109297
Position 2676: 0.003854197342745212
Position 6665: 0.0033456645319361222
Position 2560: 0.0031940782305776893
Position 2174: 0.0031480238312303027
Position 331: 0.0026878237479823755
Position 524: 0.0018445813534107506
Position 2362: 0.0015550688188469594
Position 2938: 0.0012095440535095806
Position 2682: 0.0011157863711717712
Position 3002: 0.0009493431498702349
Position 690: 0.0005907235067934561
Position 175: 0.000533111882348738
Position 15878: 0.0004890045997360947
Position 21999: 0.0003982004938275337
Position 21745: 0.0003321566173458381
Position 25: 0.0002604475292435105
Position 68: 0.00024910082593056226
Position 415: 0.0002119665135963884
Position 2813: 0.00020567277788110513
Position 12007: 0.00016059324671985012
Position 773: 0.0001568452946574658
Position 585: 0.00015197274411581722
Position 1177: 0.00015020968931492247
Position 15079: 0.00013087735348396158
Position 2961: 8.829358015189116e-05
Position 150: 6.948071536914006e-05
Position 17097: 4.370166433715081e-05
Position 14218: 3.37555388427957e-05
Position 12900: 3.2003393703413185e-05
Position 17528: 2.748247787125395e-05
Position 444: 2.4170391672936208e-05
Position 65: 9.146649116830742e-06
Position 2130: 3.615340531278648e-06
Position 447: 3.338985940458688e-06
Position 520: 2.6647566984383435e-06
Position 233: 2.28490677357121e-06
Position 177: 1.4824478667168279e-06
Position 276: 1.2870727947775721e-06
Position 218: 8.319905240564326e-07
Position 1052: 6.923623514775422e-07
Position 142: 4.737461393244555e-07
Position 595: 4.6851569703159456e-07
Position 352: 4.312043104432181e-07
Position 729: 1.8034714369380123e-07
Position 12462: 1.6485688696049406e-07
Position 14451: 6.6635984162949e-08
Position 85: 2.6418146820303362e-08
Position 615: 1.497267666176992e-09
Position 652: 6.658494298026875e-10
Position 627: 5.572157540062799e-10
Position 194: 2.0852275037690542e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11884: 0.9999578824513076
Position 21655: 0.9895231779486037
Position 2986: 0.4193126466947148
Position 2559: 0.3933332728989999
Position 3168: 0.28467069046751026
Position 33660: 0.19734948563015198
Position 2585: 0.12624092530663167
Position 2631: 0.11288679697181324
Position 14867: 0.11153545332315078
Position 2834: 0.08832796818076259
Position 2334: 0.07708501792697499
Position 27356: 0.07377839960293875
Position 27162: 0.07260256387516381
Position 20217: 0.07201174855589411
Position 13859: 0.06493763196597228
Position 14887: 0.05944256254265053
Position 26113: 0.05685272909288259
Position 21905: 0.0551327796960842
Position 32837: 0.054419571252633
Position 27446: 0.05114432113159428
Position 13991: 0.04327207191953421
Position 3336: 0.04139330101225858
Position 27694: 0.04121445243306528
