Gene = MEAF6
index = 826
Annotated 5SS: [  107  1341  5309  5486 12960 18057 18879]
Annotated 3SS: [ 1224  5220  5439 12766 18026 18844 20655]
SMsplice 5SS: [  107  1341  5309  5486 12960 13838]
SMsplice 3SS: [ 1224  5220  5439 12766 13745 20655]
top_k =  500
Partition function (log Z): 1.3995579362391544

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.99191596232861
Position 5309: 0.9895572635174887
Position 12960: 0.9682076293636237
Position 1341: 0.9478813537967288
Position 13838: 0.7637182221269627
Position 5486: 0.5791573014233189
Position 9631: 0.526638301768093
Position 15256: 0.25270046916160915
Position 18879: 0.19189284883416036
Position 2716: 0.14215749213170056
Position 13540: 0.112878656628159
Position 7389: 0.09627827651686084
Position 9649: 0.08081221790585494
Position 18057: 0.07564973492440101
Position 13905: 0.05860581695803099
Position 6750: 0.05207599877653788
Position 5443: 0.03534625729808116
Position 13660: 0.02909566380660168
Position 13346: 0.02755818625005942
Position 4828: 0.02546037629192367
Position 13620: 0.023863554796872535
Position 1323: 0.023195304569512302
Position 19191: 0.019614699714456604
Position 18217: 0.017910298118115064
Position 20839: 0.0172524026431806
Position 13303: 0.016158023251763562
Position 15522: 0.014651322521643001
Position 15342: 0.013578126023416143
Position 2136: 0.010989351252640644
Position 14137: 0.009857940718004849
Position 18938: 0.007161946358121939
Position 14250: 0.006807969047906632
Position 7828: 0.006454000069676794
Position 5100: 0.0059559563149653005
Position 15260: 0.005904995900000619
Position 417: 0.005571170832587978
Position 9729: 0.005229655405389362
Position 3613: 0.005122524110799016
Position 1293: 0.004967121080138565
Position 11453: 0.004936358670663384
Position 988: 0.004660423241203659
Position 879: 0.0037139614156007856
Position 970: 0.0036595125328716064
Position 2697: 0.0028986507934092996
Position 1380: 0.0028238928747056115
Position 14006: 0.00274916262407002
Position 990: 0.00266737861483317
Position 13599: 0.002661115423984452
Position 5634: 0.002571945145329066
Position 4051: 0.0023344149541914146
Position 1833: 0.002293226335683954
Position 3112: 0.0022734755472561836
Position 10545: 0.0019281134919568658
Position 7253: 0.0018620274456815444
Position 19321: 0.0018426505811289142
Position 956: 0.0017582808680695551
Position 1048: 0.001646141215380045
Position 894: 0.0014402337139973384
Position 247: 0.0012066233655942385
Position 14675: 0.00119250063462183
Position 1192: 0.001159237704985286
Position 2981: 0.0010668409038136766
Position 430: 0.0009976508379763902
Position 413: 0.0009884495624712692
Position 5322: 0.0009353031402028568
Position 4133: 0.0008046949486801211
Position 15361: 0.0007711252635662375
Position 992: 0.0007483653550002388
Position 7569: 0.0007400650263325319
Position 2705: 0.000632971012077328
Position 3245: 0.0006182641170765221
Position 2905: 0.00049097806195425
Position 374: 0.00048675369996217436
Position 1086: 0.00046264535803075925
Position 1792: 0.00039353603246251466
Position 5283: 0.00039054194320455027
Position 14048: 0.000388840403086183
Position 1699: 0.00035992334166776537
Position 14325: 0.00035568965888341795
Position 1401: 0.0003476136282167093
Position 5313: 0.00033983804286060425
Position 13747: 0.00033525130539794804
Position 919: 0.00027552757594010227
Position 626: 0.00027000149294118805
Position 6790: 0.00025813319726286914
Position 447: 0.0002284376596108041
Position 553: 0.00013914249989248768
Position 950: 0.00012166177758167059
Position 288: 0.00011288551148080339
Position 272: 0.00011048341975855804
Position 6724: 0.00010263930829451222
Position 5563: 9.86368037918668e-05
Position 1118: 9.278634065949828e-05
Position 701: 6.929267761795251e-05
