Gene = HLTF
index = 653
Annotated 5SS: [  214  1849 10650 12316 13306 14948 15279 18291 21740 23100 25752 25888
 26813 31228 36299 37668 38503 40451 44365 45041 46500 46950 47482 51613]
Annotated 3SS: [ 1640 10482 12181 13207 14872 15086 18194 21663 23005 25671 25842 26722
 31129 36154 37528 38366 40270 44239 44861 46373 46836 47300 51531 54157]
SMsplice 5SS: [  214 12316 13306 14380 14948 15279 18291 21740 23100 25752 26813 31228
 36299 37668 38503 44365 46500 46950 47482 51613]
SMsplice 3SS: [12181 13207 14229 14872 15086 18194 21663 23005 25671 26725 31129 36154
 37528 38366 44239 46373 46836 47300 51531 54157]
top_k =  500
Partition function (log Z): 16.501121775875134

Sorted 5' Splice Sites (High to Low Probability):
Position 37668: 0.9875333330747126
Position 25752: 0.9759371427653223
Position 51613: 0.971812071380424
Position 14948: 0.9621008663956417
Position 46950: 0.94768268493462
Position 46500: 0.9359455459269437
Position 26813: 0.9298074991250918
Position 12316: 0.9255294578040292
Position 47482: 0.9238697563880389
Position 31228: 0.9079814003756647
Position 214: 0.9000941220525787
Position 21740: 0.8974577387214643
Position 44365: 0.8336011620197215
Position 23100: 0.8227598641036857
Position 14380: 0.8033640947219685
Position 15279: 0.7674135909961235
Position 36299: 0.7155282837181967
Position 13306: 0.6784755919767113
Position 54330: 0.6684634748220627
Position 10650: 0.6353755143179719
Position 38503: 0.6079844680270142
Position 40451: 0.5784470237105709
Position 31430: 0.5435125761157544
Position 18291: 0.5392161651571783
Position 18302: 0.4449527968844093
Position 32689: 0.4360579156060319
Position 53025: 0.43429021913263427
Position 22818: 0.374117249561703
Position 25888: 0.36859237802775713
Position 18664: 0.31627632626508556
Position 46255: 0.23150471079273727
Position 45041: 0.20405551864028096
Position 13357: 0.19601854959440235
Position 26567: 0.15265267272922675
Position 38017: 0.15007671008279722
Position 18995: 0.12322910759792911
Position 33464: 0.12038505726473053
Position 23057: 0.11520526055064
Position 16282: 0.10671474059653484
Position 24271: 0.10124955058089365
Position 33391: 0.09758634284501878
Position 822: 0.07421207714889103
Position 44369: 0.07279264166520673
Position 7582: 0.07125993341477095
Position 1849: 0.06179731952586372
Position 44627: 0.06090992930058254
Position 40052: 0.054421901000137746
Position 40801: 0.054289411665169415
Position 55771: 0.043224917099615325
Position 2194: 0.04204888727384939
Position 31611: 0.03923246778936522
Position 53047: 0.0387748227697613
Position 40634: 0.037325697678329245
Position 15274: 0.03670035265163034
Position 3121: 0.03531066838172635
Position 36341: 0.031987110792831876
Position 3990: 0.031630850569638644
Position 43925: 0.030782978421556036
Position 47429: 0.03046939692833568
Position 53828: 0.028887653432216838
Position 21778: 0.02767261970362033
Position 40930: 0.02440343000390737
Position 44666: 0.02381023975707464
Position 25965: 0.023096317359175625
Position 25330: 0.02137379520648666
