Gene = CYSTM1
index = 424
Annotated 5SS: [  644 20011]
Annotated 3SS: [19803 68662]
SMsplice 5SS: [  644 20011 22084 43887 62119]
SMsplice 3SS: [19803 21946 43743 62033 68662]
top_k =  500
Partition function (log Z): -35.13934626103674

Sorted 5' Splice Sites (High to Low Probability):
Position 20011: 0.8447982576741829
Position 644: 0.6191728492026877
Position 5301: 0.4044168673543562
Position 87: 0.3704990592810169
Position 22084: 0.3195836751072496
Position 2965: 0.31512919569330566
Position 5482: 0.20698920400518478
Position 7834: 0.09371183672914893
Position 101: 0.09255943258837508
Position 562: 0.08971485165424452
Position 2020: 0.03875670468335716
Position 2213: 0.026095893044096322
Position 245: 0.023702794899534564
Position 2911: 0.020210510928750893
Position 2245: 0.015249058836760676
Position 487: 0.015161846762986339
Position 627: 0.012359196020433555
Position 2915: 0.010616482779256333
Position 649: 0.00954930760653514
Position 2898: 0.008590950427055925
Position 2877: 0.0048558545891991154
Position 7614: 0.004845633084503447
Position 2919: 0.004055600537447581
Position 3900: 0.0036074330068321704
Position 1669: 0.0028520472907276936
Position 3640: 0.002607438901632943
Position 2493: 0.0023597178822338002
Position 3033: 0.0021711196752838345
Position 1290: 0.0021507512954212884
Position 306: 0.0020040479419053013
Position 25: 0.0019581209492406026
Position 601: 0.0014841343633423285
Position 3620: 0.0012370274380972932
Position 2799: 0.0011279667597115814
Position 3719: 0.0008951794873246405
Position 2935: 0.0008500282599797944
Position 497: 0.0008329203870657412
Position 208: 0.0007924418352708695
Position 2369: 0.0007896551036232479
Position 3064: 0.000704626637262299
Position 1984: 0.0006695937501381662
Position 1603: 0.0006221254459527309
Position 1089: 0.0006106355229283551
Position 1913: 0.0005637863778310884
Position 1308: 0.0005627788909612158
Position 1689: 0.0005281414249741902
Position 257: 0.0003554883536729494
Position 123: 0.00023958139816307746
Position 39: 0.00022893575612335714
Position 479: 0.00022523707956430747
Position 3050: 0.0002210184517163959
Position 191: 0.00021859730682490268
Position 2483: 0.00015905119283868115
Position 414: 0.00015793092458780346
Position 252: 0.00015353515170447922
Position 2152: 0.0001439291774559367
Position 6122: 8.910432236761115e-05
Position 239: 5.298176817021987e-05
Position 779: 4.092503674738168e-05
Position 1443: 3.538862750511371e-05
Position 293: 1.9882275234025506e-05
Position 524: 1.6578220390501496e-05
Position 586: 1.115555994097324e-05
Position 435: 1.0897799498306169e-05
Position 118: 1.0272687537690747e-05
Position 1958: 8.92178565528863e-06
Position 1995: 3.911234812485284e-06
Position 340: 1.4226971756572558e-06
Position 430: 1.337310307329612e-06
Position 519: 8.734349428297361e-07
Position 299: 1.4733219199508715e-08
Position 58: 1.4249125711271723e-08
Position 17: 7.683621376675796e-11
Position 332: 1.3165301656411207e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 19803: 0.9763861999346894
Position 21946: 0.562656783966207
Position 5043: 0.49710519623656946
Position 2832: 0.3471784550020106
Position 22686: 0.32282532328556157
Position 561: 0.18455119071339673
Position 7730: 0.09398608494685146
Position 20083: 0.08241871605707649
Position 5443: 0.08005975181953887
Position 23311: 0.0796864636710971
Position 20132: 0.06409366889854397
Position 20510: 0.05270097690294294
Position 600: 0.043969028541519246
Position 2126: 0.04274317158398562
Position 5063: 0.021805747001424985
Position 5039: 0.014720591930229253
Position 1833: 0.012695884425763387
Position 1955: 0.012654762108244958
Position 2839: 0.00893821522156074
Position 16427: 0.008700360372836747
Position 1993: 0.008061868848026036
Position 2853: 0.007707091004550796
Position 477: 0.005869916969412271
Position 7459: 0.00525394016021523
Position 2694: 0.0041926804438659985
Position 221: 0.004167002912084881
Position 557: 0.004062476538983286
Position 3827: 0.0037186643683059057
Position 5113: 0.003587584330747344
Position 3562: 0.003256553118781927
Position 1850: 0.002810106816288455
Position 623: 0.0027727015578605163
Position 10060: 0.0027146964538139477
Position 1845: 0.002447233687793878
Position 6872: 0.002183285750297447
Position 1525: 0.001343149362955464
Position 606: 0.0011891773483283935
Position 3488: 0.0011711618084492793
Position 2670: 0.0010194406305629844
Position 1920: 0.0008584244614714068
Position 318: 0.0007210663815274167
Position 1913: 0.0006435078361527286
Position 1602: 0.0005097061027603279
Position 2179: 0.00045149146947023855
Position 10032: 0.0004469170942876773
Position 1756: 0.0003958267944419784
Position 3637: 0.0003119308998236763
Position 6689: 0.00030235831139237274
Position 5584: 0.0002620125389821387
Position 6024: 0.0002592626021048498
Position 380: 0.00025498519224061107
Position 9609: 0.0002486183482966545
Position 1806: 0.00019446284636567937
Position 3983: 0.00019182934038907177
Position 10497: 0.00018213368344904612
Position 6640: 0.00017224867882864576
Position 9508: 0.00016787057704318746
Position 2802: 0.00011539015942197664
Position 2313: 8.792551084218646e-05
Position 306: 6.821097393258433e-05
Position 7421: 6.639002242089891e-05
Position 7921: 5.6429870308079406e-05
Position 1964: 5.600240549828439e-05
Position 5640: 5.556680450988974e-05
Position 1314: 5.131514743560235e-05
Position 444: 4.950192429571717e-05
Position 1803: 4.676907409717993e-05
Position 340: 4.3037940478269266e-05
Position 313: 4.220908765543327e-05
Position 5985: 4.18658006984381e-05
Position 189: 4.0043904861401874e-05
Position 1957: 3.734636828640313e-05
Position 1442: 3.577506280727138e-05
Position 1722: 3.0298817981934913e-05
Position 528: 2.281916091078541e-05
Position 513: 1.974895355911635e-05
Position 909: 1.807288153897455e-05
Position 4189: 8.59836070152077e-06
Position 5756: 8.304126548199171e-06
Position 2595: 4.693236309230948e-06
Position 3180: 3.7846067978943323e-06
Position 118: 3.614851061555695e-06
Position 1701: 2.4325176395902644e-06
Position 346: 2.377070309703078e-06
Position 1311: 2.169372599620774e-06
Position 1363: 1.9982459184522395e-06
Position 1062: 1.8076575215811532e-06
Position 186: 1.4116956775991526e-06
Position 384: 1.1133505083646208e-06
Position 486: 9.843139629823885e-07
Position 1170: 7.450532772673223e-07
Position 1205: 4.714993619558106e-07
Position 641: 3.997765348730684e-07
Position 1157: 3.9157576382976925e-07
Position 1184: 3.9095004812371266e-07
Position 1189: 3.538933721689299e-07
Position 1146: 3.4398206319856565e-07
Position 831: 3.3730263879572607e-07
Position 1088: 3.1568483433363076e-07
Position 92: 2.671516581030333e-07
Position 405: 2.3885467544003003e-07
Position 325: 2.3535853882275008e-07
Position 805: 2.135748352539428e-07
Position 1578: 2.0480635905432707e-07
Position 234: 1.9822831607636577e-07
Position 382: 1.3737923512846208e-07
Position 282: 1.371003105347568e-07
Position 154: 1.292001797592968e-07
Position 137: 9.820248782930054e-08
Position 161: 7.690669050501155e-08
Position 151: 3.811764376000981e-08
Position 257: 3.295011906847222e-08
Position 411: 2.132579537527736e-08
Position 414: 1.682500880564438e-08
Position 265: 1.8403444684361443e-09
Position 299: 1.5896578419472216e-09
Position 144: 1.2350018977957555e-09
Position 105: 5.763945423329935e-10
Position 147: 5.260200281549437e-10
Position 571: 8.709919782863897e-11
Position 636: 2.091151039225812e-11
Position 239: 1.7062182307926718e-14
Position 86: 3.3496898668603693e-15
Position 101: 1.7291630966495763e-15
