Gene = TIMMDC1
index = 1402
Annotated 5SS: [  396  2329  5089  5490 15188 18784]
Annotated 3SS: [ 2162  4999  5421 15108 18672 25073]
SMsplice 5SS: [  184  2329  4691  5089  5490 15188 17408 18784]
SMsplice 3SS: [ 2162  4542  4999  5421 15108 17327 18672 25073]
top_k =  500
Partition function (log Z): -6.566188294966354

Sorted 5' Splice Sites (High to Low Probability):
Position 18784: 0.9910540757591297
Position 5089: 0.9696558598204597
Position 4691: 0.938324758101361
Position 15188: 0.845079521538742
Position 5490: 0.6795955853498711
Position 2329: 0.5525792832303104
Position 17408: 0.45837017942096575
Position 184: 0.3795645537865105
Position 208: 0.2831972489025265
Position 57: 0.24088782317300111
Position 23608: 0.06419508872251123
Position 6011: 0.04627628010222522
Position 25335: 0.04411611548063941
Position 423: 0.034678593527893244
Position 4836: 0.03328730291459416
Position 25619: 0.025762609492916325
Position 24873: 0.022709831898150595
Position 396: 0.01674224458129774
Position 23661: 0.015057305710086934
Position 411: 0.014240952682317409
Position 17260: 0.01400118012833065
Position 17008: 0.013723134900624882
Position 23146: 0.012763596123015001
Position 25661: 0.011267235429545913
Position 24861: 0.010882915335692673
Position 188: 0.01088247240018497
Position 491: 0.01007612818950205
Position 19681: 0.008344749352791836
Position 21851: 0.008041683132001954
Position 2201: 0.007113671810031195
Position 176: 0.004569049845996501
Position 3523: 0.004268310382666433
Position 2940: 0.004177653892653455
Position 2238: 0.004050744742404144
Position 520: 0.004015533840376619
Position 3340: 0.0040081370718984535
Position 2339: 0.003940464973830749
Position 59: 0.0039033015475945848
Position 25307: 0.0034355319924339713
Position 20536: 0.0033963961506068324
Position 2316: 0.003310137250808287
Position 4425: 0.0030012679275832873
Position 467: 0.0026970822833869996
Position 3978: 0.0015912528286278146
Position 5320: 0.0013472757381888798
Position 5159: 0.001214472672866991
Position 180: 0.0011652864355681956
Position 85: 0.000833773210379051
Position 3447: 0.0007973951550348528
Position 5368: 0.000644031983604536
Position 4306: 0.0005646722165925523
Position 981: 0.000552370682547796
Position 239: 0.000550337109102925
Position 5343: 0.00044686683677756095
Position 124: 0.00040820215176408793
Position 5107: 0.0003935177798918304
Position 418: 0.00028664232203191224
Position 384: 0.00025127709362740737
Position 454: 0.00022643856081759958
Position 1392: 0.00021142194371229843
Position 5621: 6.67634312815052e-05
Position 2072: 5.56701358977176e-05
Position 5545: 5.108693414334112e-05
Position 1552: 3.2481863315800605e-05
Position 1568: 2.552758266515779e-05
Position 2063: 2.436021162009459e-05
Position 1588: 2.1518545074676905e-05
Position 2651: 2.095321422564891e-05
Position 1499: 2.0394787987130738e-05
Position 18717: 1.8947497232125076e-05
Position 1520: 1.6229179430329606e-05
Position 5713: 1.618318899612601e-05
Position 1528: 1.560714642730467e-05
Position 2083: 1.5226432056563774e-05
Position 1865: 9.28959326137614e-06
Position 1518: 7.985208577970592e-06
Position 1540: 6.475617369544805e-06
Position 1506: 6.170425874616272e-06
Position 1933: 5.858693197145508e-06
Position 161: 3.2333492786059795e-06
Position 18: 2.7308732510140176e-06
Position 63: 1.958996770573478e-06
Position 144: 1.482149741840338e-06
Position 95: 1.042814373142304e-06
Position 65: 9.233761249174833e-07
Position 15: 9.193920310746374e-07
Position 5942: 7.561018419705674e-07
Position 6745: 7.185095920540993e-07
Position 13: 1.096972675303584e-07
Position 848: 4.039713818292411e-08
Position 532: 3.738670336318029e-08
Position 314: 3.669500820008763e-08
Position 402: 3.089484654536163e-08
Position 545: 3.015820323981498e-08
Position 301: 2.4964821509646e-08
Position 945: 2.224231103652771e-08
Position 1216: 2.1393845037010244e-08
Position 249: 1.951489763965212e-08
Position 1331: 1.6814146180651383e-08
Position 2333: 1.5569826991957122e-08
Position 2372: 1.2489299429476884e-08
Position 413: 1.2466067372743617e-08
Position 741: 1.044058412430315e-08
Position 442: 8.417158511487804e-09
Position 119: 7.455610379971903e-09
Position 265: 3.90443479094963e-09
Position 493: 1.2019982638792775e-10
Position 283: 4.011104197354745e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 18672: 0.9714916063774209
Position 15108: 0.8404424754173583
Position 25073: 0.6690504920114831
Position 5421: 0.6110593478755555
Position 2162: 0.5502466569131252
Position 4542: 0.5438369825070117
Position 4560: 0.41243988457083874
Position 4999: 0.3714986167122687
Position 4938: 0.35650658167840865
Position 17205: 0.2484074838614297
Position 17327: 0.22396387568786677
Position 4971: 0.15419469347481887
Position 25798: 0.14287292911209368
Position 23524: 0.051114119415612766
Position 4944: 0.04919408209228731
Position 23590: 0.047493946202925866
Position 26258: 0.047051727712515735
Position 19527: 0.04254070562256718
Position 5223: 0.03496405567552267
Position 25495: 0.02965926770352497
Position 4810: 0.028338670684424017
Position 22774: 0.027972069030851025
Position 24672: 0.024724853056717448
Position 5728: 0.020191705909934382
Position 26130: 0.019097286687588158
Position 24719: 0.018068651114047263
Position 23427: 0.014411719150421444
Position 18706: 0.01297930710940822
Position 25576: 0.012958713075518465
Position 2099: 0.012084069850124845
Position 5783: 0.011976864374006942
Position 5426: 0.011142804142387183
Position 18950: 0.010912836094223149
Position 5929: 0.010025570016117997
Position 5343: 0.008997221123447762
Position 5486: 0.00824212166885902
Position 21663: 0.008197238434111636
Position 20269: 0.00816701345823928
Position 18683: 0.007927056194911861
Position 19084: 0.0077752054461194785
Position 16815: 0.007553629568797704
Position 4981: 0.007047525894990301
Position 16760: 0.006898084640178864
Position 4918: 0.006309570882863524
Position 3202: 0.005129283819823613
Position 14930: 0.004729880779625125
Position 21384: 0.0046859507121805935
Position 1948: 0.004552357931368552
Position 280: 0.003885957591732033
Position 2798: 0.0038474155668400505
Position 4633: 0.003767685176732701
Position 5158: 0.0037672196550998242
Position 4050: 0.003565940144175838
Position 23638: 0.0035192390331857683
Position 4509: 0.0035070222746045113
Position 22204: 0.003415230588388995
Position 22124: 0.0033652903504028135
Position 18489: 0.0032972582721236916
Position 2205: 0.003260959354287701
Position 5243: 0.0028394156618790985
Position 21158: 0.0027886345231223596
Position 20145: 0.002441277405655681
Position 5027: 0.002392079190451914
Position 124: 0.002273415207907407
Position 24651: 0.0022628071751618307
Position 21131: 0.002153902996930409
Position 5926: 0.0021470250317316033
Position 3322: 0.0020346040696417223
Position 19878: 0.0019663998488668967
Position 3389: 0.0018917942877199612
Position 5741: 0.0016840347845817466
Position 3722: 0.0015913244854178043
Position 24379: 0.0014868492082415541
Position 4512: 0.001413257181847854
Position 20482: 0.0013749186552382726
Position 20192: 0.0013013583369182507
Position 20429: 0.0012822761264660336
Position 20766: 0.0012693146275424047
Position 25187: 0.0012620123993262065
Position 4596: 0.001250202691257701
Position 301: 0.001245750741989055
Position 5139: 0.0011596281305369955
Position 19023: 0.0011018737002652119
Position 19739: 0.0010534070015767167
Position 21297: 0.001017589897083459
Position 4657: 0.00101310640399192
Position 2169: 0.0009424501251900481
Position 242: 0.0009144040539389226
Position 21626: 0.0008358370713516852
Position 265: 0.0007773818384687478
Position 18888: 0.0006660167372796983
Position 22587: 0.0005715963166166633
Position 340: 0.0005614251535825692
Position 19187: 0.0004536546343796941
Position 22172: 0.0004405835997749647
Position 21221: 0.00043009025725717617
Position 2801: 0.00033023832581340285
Position 18998: 0.00032986846018167926
Position 5517: 0.0003171578797281557
Position 20069: 0.00018512004595168296
Position 152: 0.00015219560804559664
Position 1429: 0.0001499287932433984
Position 19671: 0.0001416219332368742
Position 19533: 0.00013255664639312407
Position 187: 0.00012504487040287883
Position 17498: 8.714993866756744e-05
Position 11174: 7.545872432966649e-05
Position 18891: 7.28103960195662e-05
Position 14235: 6.374396597483268e-05
Position 6851: 2.7316952229994475e-05
Position 5367: 2.6152328602976846e-05
Position 5323: 2.6074384277847988e-05
Position 5347: 2.5332994666525625e-05
Position 8555: 2.5195825298983645e-05
Position 12578: 2.4173551670205195e-05
Position 12303: 1.697507729653078e-05
Position 2529: 1.6210463636224928e-05
Position 1747: 1.5233459350411693e-05
Position 6876: 1.4317320500892546e-05
Position 9605: 1.366430659618898e-05
Position 3372: 1.2781204771665067e-05
Position 8226: 1.2185183682850335e-05
Position 5192: 1.208562337185659e-05
Position 1353: 1.1860794896243825e-05
Position 5297: 9.58250400909706e-06
Position 9173: 9.542550029720047e-06
Position 7400: 8.62224938659444e-06
Position 5532: 7.652495332598716e-06
Position 8720: 7.131238952729719e-06
Position 5289: 7.113971073763684e-06
Position 13767: 7.015752396130212e-06
Position 11609: 6.646630739194388e-06
Position 8751: 5.954103280170532e-06
Position 5459: 5.5579706309166366e-06
Position 3141: 5.379227642777522e-06
Position 7232: 5.25753755609059e-06
Position 2534: 4.742750589423966e-06
Position 5563: 4.211198590621956e-06
Position 5364: 3.940440474099438e-06
Position 161: 3.890888238479395e-06
Position 803: 2.3872319094125675e-06
Position 9991: 2.3459673290168852e-06
Position 6264: 1.8905837357277696e-06
Position 778: 1.8743854762220588e-06
Position 8656: 1.7177802002108964e-06
Position 8950: 1.684863301103885e-06
Position 582: 8.787571403078034e-07
Position 831: 7.806374030226162e-07
Position 309: 7.243795431414669e-07
Position 5634: 7.124574515385552e-07
Position 7016: 6.993212898286748e-07
Position 507: 6.605562779677695e-07
Position 6703: 6.509926323193253e-07
Position 6050: 5.120826906563652e-07
Position 8338: 4.863555153864355e-07
Position 6036: 4.1501563169767123e-07
Position 5537: 3.4824551928881844e-07
Position 1980: 2.945906887269046e-07
Position 7070: 2.749166405075872e-07
Position 6740: 3.5528474083935014e-08
Position 5812: 3.675429146358734e-09
