Gene = PRDM2
index = 1068
Annotated 5SS: [   791  10760  26263  28028  37303  44633  68334  77977 111716]
Annotated 3SS: [ 10685  26144  27923  37149  44505  68222  73562 111571 118303]
SMsplice 5SS: [   314    791  10760  17493  19396  26263  28028  37303  43320  43960
  44633  45632  48452  50070  56668  59616  64319  68334  73727  77977
  83474  96649 111716]
SMsplice 3SS: [   587  10685  17341  19374  26144  27923  37149  43190  43735  44505
  45564  48300  49964  56515  59321  64262  68222  73562  77595  83377
  96562 111571 118303]
top_k =  500
Partition function (log Z): -29.57845028370103

Sorted 5' Splice Sites (High to Low Probability):
Position 37303: 0.9995175778846747
Position 10760: 0.9956772796516303
Position 28028: 0.9901947313783391
Position 26263: 0.9482945232215451
Position 44633: 0.9274085210984597
Position 48452: 0.7930904415184709
Position 791: 0.7853654284863808
Position 19396: 0.6943268889097334
Position 43320: 0.6765851377787657
Position 314: 0.6654290820127017
Position 50070: 0.6235857531666489
Position 49511: 0.512276712024115
Position 17493: 0.5020876872282498
Position 43960: 0.4782850509042202
Position 45632: 0.4601857559844659
Position 45743: 0.4121191858343194
Position 50649: 0.34018703166006486
Position 27200: 0.31804025916726125
Position 318: 0.2977283132524902
Position 50583: 0.2641265842506138
Position 42274: 0.2624482467541942
Position 47936: 0.2245196951570345
Position 56668: 0.1950360174840777
Position 12571: 0.1893499874765328
Position 10355: 0.16419394681150407
Position 48421: 0.1581676416965265
Position 59616: 0.1546159630455168
Position 50066: 0.12840962906419476
Position 44019: 0.11291655312806252
Position 10498: 0.08625242831710593
Position 808: 0.08592850547028122
Position 36685: 0.08350676950161086
Position 34086: 0.07968596919857111
Position 49144: 0.07857937221347529
Position 36554: 0.07606747915180395
Position 45300: 0.0715485059268437
Position 53080: 0.06257844087751029
Position 49140: 0.06171145367752443
Position 39213: 0.05851641001586035
Position 2760: 0.054553832819363025
Position 41071: 0.054407029560058294
Position 48105: 0.052959664703653375
Position 35579: 0.0506170979314794
Position 41075: 0.050308868831847584
Position 40533: 0.04510291032411945
Position 4662: 0.04262195604133106
Position 42618: 0.04237947222247546
Position 26762: 0.03982996201934844
Position 48738: 0.0335295784390552
Position 7561: 0.027396450488586965
Position 26342: 0.026408638615770613
Position 12364: 0.025455008067015592
Position 26223: 0.025296838162699536
Position 16051: 0.023790202422773413
Position 45487: 0.023709660066834313
Position 32172: 0.023624833285283184
Position 10321: 0.02347901276640828
Position 34888: 0.022099175864129527
Position 2334: 0.020692481653380928
Position 50330: 0.020689669612478128
Position 46075: 0.019599646778518904
Position 43842: 0.018130358448762176
Position 1584: 0.016790495631037308
Position 49190: 0.01642831955537526
Position 5360: 0.014553195479020847
Position 4516: 0.014516220701598772
Position 52793: 0.013111965969937668
Position 180: 0.012499659918071357
Position 4057: 0.012491215248260423
Position 2367: 0.011747675923252019
Position 37941: 0.010935635198048342
Position 308: 0.010676103657477376
Position 40500: 0.010401343712828342
Position 8964: 0.01035452969975877
Position 50204: 0.00972256032578855
Position 5483: 0.009255839385100275
Position 3857: 0.009204836252233776
Position 5390: 0.008756672101860676
Position 43848: 0.008338774988131643
Position 202: 0.0072617285717734015
Position 50223: 0.006323559109714315
Position 45137: 0.0054484636513948085
Position 11046: 0.004489845833827838
Position 45093: 0.004111294984589955
Position 11542: 0.0029304588342932555
Position 10653: 0.0025763077944797315
Position 45111: 0.0023942652644867524
Position 322: 0.0021332207011313864
Position 39738: 0.0020341123589855082
Position 44766: 0.0017996602634931737
Position 48697: 0.0016845697297248976
Position 286: 0.0016583113836097958
Position 51182: 0.001180652762361113
Position 98: 0.0009609968323074946
Position 49177: 0.0007409283979643393
Position 50666: 0.0007248916241125651
Position 48811: 0.0007145632548438858
Position 114: 0.0007037057307887185
Position 49521: 0.0006874084182140477
Position 48456: 0.0006868501206865286
Position 292: 0.0005315270697580443
Position 1531: 0.0005063649350348775
Position 50882: 0.00039432156497323654
Position 914: 0.0003870753396923184
Position 1069: 0.00032712535289258445
Position 826: 0.0002598499454496905
Position 994: 0.00023650290267102767
Position 946: 0.00023018150889757454
Position 754: 0.00020205495554262093
Position 1951: 0.00014357669085901623
Position 3940: 0.0001339719533745494
Position 1681: 0.00011785729329825411
Position 1472: 0.00010942572208067451
Position 986: 0.00010787105462101038
Position 265: 8.4259556816714e-05
Position 1704: 7.667450477774507e-05
Position 226: 7.368918361828166e-05
Position 252: 7.059426192497876e-05
Position 358: 6.879046665051784e-05
Position 3927: 6.784968435136142e-05
Position 1866: 5.6123968795489474e-05
Position 392: 5.0736655635620505e-05
Position 86: 4.656482262386591e-05
Position 353: 2.3301494650073065e-05
Position 2417: 1.4708617442997022e-05
Position 168: 9.972160914130498e-06
Position 453: 8.79297329101205e-06
Position 148: 5.1477607670530545e-06
Position 518: 4.876224155558574e-06
Position 6: 4.197435845125975e-06
Position 830: 2.6038626066377233e-06
Position 743: 1.6058747985794766e-06
Position 493: 1.4994783030715192e-06
Position 768: 1.4041060558107148e-06
Position 339: 1.1383508823790133e-06
Position 671: 9.553873626123096e-07
Position 329: 5.382617918305175e-07
Position 758: 3.5860177294996536e-07
Position 512: 2.665760526881093e-07
Position 104: 1.7893612347857598e-07
Position 496: 9.734726281504283e-08
Position 374: 7.634330398528652e-08
Position 78: 6.015407126085088e-08
Position 158: 5.943948387542979e-08
Position 539: 5.4921057740742635e-08
Position 20: 4.144880839158593e-08
Position 336: 3.107782416908509e-08
Position 491: 2.9753288905157616e-08
Position 544: 1.2287231284008025e-12
Position 551: 9.369146237349651e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 26144: 1.0000000000000142
Position 37149: 0.9995175778846739
Position 27923: 0.9901947313783389
Position 10685: 0.963423766416135
Position 44505: 0.9292081813619543
Position 45564: 0.8743030246929351
Position 587: 0.8625365162628778
Position 59321: 0.8374649115936931
Position 19374: 0.6943268889097328
Position 43190: 0.6765851377787643
Position 43735: 0.600042472790487
Position 49964: 0.5769624316694402
Position 48300: 0.5455691650086391
Position 50542: 0.5320759384426058
Position 49395: 0.5132370334887967
Position 48330: 0.40637576832704453
Position 17341: 0.35097369473014983
Position 42130: 0.26244824675419554
Position 47823: 0.24701978697130336
Position 49936: 0.20982129070668884
Position 56414: 0.2004300428731743
Position 10211: 0.1667949876000796
Position 12470: 0.16403287765167093
Position 26940: 0.15751089029679943
Position 49033: 0.13045975576391167
Position 36526: 0.12740958896755328
Position 17282: 0.11922248469766983
Position 40891: 0.10471589839190593
Position 10408: 0.09209603686982978
Position 27077: 0.09099144151977331
Position 50381: 0.07737872795905622
Position 53034: 0.07543235770834153
Position 44920: 0.06455466723350292
Position 27102: 0.0645246026173048
Position 62469: 0.05968691416215993
Position 40422: 0.05550425403694778
Position 52488: 0.05404491246957651
Position 39078: 0.053565332309125496
Position 33854: 0.05132601260109832
Position 35444: 0.0506170979314794
Position 50830: 0.04335004604643981
Position 42552: 0.0423794722224755
Position 26711: 0.03839845836810129
Position 63243: 0.03588567728942537
Position 2756: 0.03580173765178223
Position 36477: 0.032164659685861886
Position 17251: 0.03189150780043064
Position 61100: 0.031832546527646
Position 5186: 0.030652384001620018
Position 47935: 0.03045957288938379
Position 10731: 0.02948159400153459
Position 34034: 0.02835995659747289
Position 7451: 0.027396450488586965
Position 48614: 0.02691444553291432
Position 4623: 0.025315661773302918
Position 15899: 0.023790202422773413
Position 32006: 0.023624833285283184
Position 12322: 0.0233882402020091
Position 34770: 0.022099175864129527
Position 45380: 0.021579165899539045
Position 49060: 0.021015636394964527
Position 10259: 0.020877971977832543
Position 2248: 0.015833912396013092
Position 46035: 0.015289113132222913
Position 59727: 0.01417424460314167
Position 4432: 0.014091804567348152
Position 2295: 0.013420392455544477
Position 61051: 0.013036580463144133
Position 53020: 0.011957543525235516
Position 3856: 0.011806400915745996
Position 1353: 0.011627520828958345
Position 8777: 0.010354529699758785
Position 37746: 0.010020088087040595
Position 12249: 0.009977660086707755
Position 43927: 0.009898556954255127
Position 51776: 0.009564626166630171
Position 12445: 0.009550694023372351
Position 642: 0.009187616390592847
Position 48696: 0.009014265890709666
Position 4457: 0.008006205228790366
Position 44987: 0.00797486656446696
Position 12229: 0.007855523579788021
Position 43688: 0.0077297077244349935
Position 2438: 0.007522421045694138
Position 2696: 0.007405909190741473
Position 4364: 0.00737684385086291
Position 50120: 0.006621099038183245
Position 3767: 0.006571074311267873
Position 48918: 0.005984681685463207
Position 44934: 0.0055140202317467465
Position 45000: 0.005458975797598702
Position 50434: 0.005425939563121684
Position 27037: 0.005013324733384018
Position 38987: 0.0049510777067348685
Position 1329: 0.00477489958782433
Position 50989: 0.004059871948878617
Position 50175: 0.0038927394042301117
Position 50218: 0.0037225282137685815
Position 3702: 0.0035203979112063345
Position 2269: 0.0031408809806082604
Position 2670: 0.003078384482468411
Position 50415: 0.0029091395654293416
Position 10927: 0.00280988049937698
Position 11379: 0.002585808132863103
Position 52566: 0.002536805697412523
Position 50813: 0.0024153470547468338
Position 50101: 0.0022958745221541696
Position 45420: 0.0021304941672953305
Position 39608: 0.0020341123589855082
Position 5427: 0.0019133229643618892
Position 45743: 0.0017151412643982215
Position 50963: 0.0014907556503072933
Position 26566: 0.0014315036512471536
Position 4244: 0.001190417623234135
Position 10892: 0.0011845838101692211
Position 4626: 0.0011572436993912403
Position 37887: 0.0009155471110077471
Position 50283: 0.0008709859759635749
Position 2237: 0.0007979943213177192
Position 558: 0.000703086134218956
Position 45854: 0.000653326615531421
Position 1520: 0.0006519633488350893
Position 54460: 0.000531637615235882
Position 49913: 0.0003766714672129541
Position 1415: 0.00037493389442790043
Position 11295: 0.00034465070143015246
Position 707: 0.00029263426353887324
Position 1634: 0.0002065646035011874
Position 257: 0.0001764669925101915
Position 880: 0.00010800061196919772
Position 50762: 9.696836257468432e-05
Position 1805: 7.966485378499159e-05
Position 1583: 7.271423562248116e-05
Position 469: 1.505963773822624e-05
Position 172: 1.4994284036557584e-05
Position 45620: 1.2954078123997594e-05
Position 551: 1.1633789685526223e-05
Position 512: 1.1507143005377719e-05
Position 784: 1.1022345178386954e-05
Position 175: 1.0265703628115768e-05
Position 1779: 7.307802513979869e-06
Position 2513: 4.316101240626687e-06
Position 2093: 2.750388028530662e-06
Position 1294: 2.180882695769631e-06
Position 824: 2.015091934172254e-06
Position 897: 1.9321102074093257e-06
Position 1421: 1.7624958977788564e-06
Position 852: 1.6398284614196758e-06
Position 807: 1.4157010263775118e-06
Position 435: 1.2193762469714089e-06
Position 1530: 1.0062118214537464e-06
Position 1013: 3.0871332757105925e-07
Position 539: 2.835728628765549e-07
Position 265: 2.4904532096402915e-07
Position 530: 1.9544056085940072e-07
Position 913: 1.8261079722970943e-07
Position 226: 1.5363358125586253e-07
Position 239: 1.4844489369433979e-07
Position 600: 1.4183305935004854e-07
Position 179: 1.352571690271524e-07
Position 918: 8.865027640572269e-08
Position 201: 7.830997642931847e-08
Position 273: 7.229999302601411e-08
Position 525: 4.7383354585597686e-08
Position 981: 4.670412327406281e-08
Position 891: 9.50029593224351e-09
