Gene = MLLT11
index = 851
Annotated 5SS: [2796]
Annotated 3SS: [9460]
SMsplice 5SS: [ 174  584 2796]
SMsplice 3SS: [ 432 2612 4347]
top_k =  500
Partition function (log Z): -7.854459467185805

Sorted 5' Splice Sites (High to Low Probability):
Position 2796: 0.8510027577104203
Position 174: 0.6849190666974887
Position 584: 0.33137097890917155
Position 646: 0.25336647608668883
Position 963: 0.1319424339670017
Position 219: 0.11295008782175925
Position 1765: 0.08646655011054659
Position 159: 0.0838311696284552
Position 190: 0.07019555323365946
Position 4432: 0.06010433072524353
Position 558: 0.059293642784753776
Position 7892: 0.05505984436646999
Position 1657: 0.05228090713616345
Position 563: 0.03265385140109346
Position 541: 0.031916861059381435
Position 170: 0.025531171822265233
Position 9479: 0.02541897913194209
Position 723: 0.02508880791476903
Position 3320: 0.024880554107338432
Position 3329: 0.021425130194348583
Position 507: 0.01665896154525721
Position 590: 0.013764326245953609
Position 602: 0.012622480352511374
Position 1759: 0.011604809438813982
Position 216: 0.008740065087444106
Position 1304: 0.008490116086117435
Position 9654: 0.007249980163109625
Position 5537: 0.0061739819564935626
Position 336: 0.005674175701800011
Position 178: 0.004968450240518407
Position 692: 0.004221822394136668
Position 466: 0.0032509047547345897
Position 2235: 0.0032061226026029324
Position 1241: 0.003101321097644518
Position 464: 0.002851200210300162
Position 2241: 0.0024791842443121098
Position 763: 0.0016348508560911825
Position 3396: 0.0014833975675868241
Position 5995: 0.0014342397030998539
Position 5552: 0.0012433765599340965
Position 3027: 0.0006701181437560797
Position 2778: 0.00044563399080153947
Position 203: 0.00027679272319794824
Position 596: 0.00019912782297319473
Position 571: 0.00016320560093651825
Position 569: 0.0001272060510023924
Position 277: 0.00010080028713712087
Position 163: 9.955363292887465e-05
Position 225: 9.163563943376997e-05
Position 107: 6.146010892136382e-05
Position 36: 4.225653245636142e-05
Position 1265: 4.043367437995571e-05
Position 470: 3.2405431446191544e-05
Position 712: 2.6049474543259604e-05
Position 987: 2.4786084433278375e-05
Position 696: 2.1993394908545295e-05
Position 206: 1.7023079621303074e-05
Position 282: 1.3110873346612016e-05
Position 1185: 1.2358390164313658e-05
Position 839: 1.0174524902952807e-05
Position 451: 8.558563613606581e-06
Position 468: 6.332302611380277e-06
Position 343: 6.092395440478519e-06
Position 1853: 5.29382345562501e-06
Position 209: 3.5180683506841583e-06
Position 615: 1.581942883443624e-06
Position 156: 1.0930575712746975e-06
Position 944: 1.0497594080675469e-06
Position 194: 9.437646627690356e-07
Position 182: 6.303636505998093e-07
Position 139: 3.3378384734695496e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 432: 0.8173767830787936
Position 2612: 0.7508275706547748
Position 4347: 0.32025959733104303
Position 8108: 0.2948174260989879
Position 10128: 0.1199545783633215
Position 1533: 0.11549606720101925
Position 2722: 0.08001892383533572
Position 9342: 0.06903931520829204
Position 678: 0.057376312952053664
Position 3203: 0.0559764570210131
Position 681: 0.05400161486397365
Position 7732: 0.05364952215464529
