Gene = PI4KB
index = 1025
Annotated 5SS: [  387  1486 12085 17447 20084 21522 24117 25464 25814 28850 33249 33640]
Annotated 3SS: [ 1283 11147 17401 19855 21293 24006 25358 25689 28583 33115 33518 34623]
SMsplice 5SS: [  387  2913 21522 24117 25464 25814 28850 33249 33640]
SMsplice 3SS: [ 2739 21293 24006 25358 25689 28697 33115 33518 34194]
top_k =  500
Partition function (log Z): 12.488295166483953

Sorted 5' Splice Sites (High to Low Probability):
Position 2913: 0.9997641604658835
Position 387: 0.9957345685783455
Position 25814: 0.9908118239123788
Position 25464: 0.9785791054431845
Position 33249: 0.8610980003621604
Position 24117: 0.831409768481944
Position 33640: 0.8091133212354192
Position 28850: 0.7994665924816267
Position 21522: 0.5479103993396927
Position 17447: 0.48623771671584354
Position 34258: 0.4391343704546231
Position 12085: 0.35333591566635336
Position 32701: 0.32133447594957226
Position 21541: 0.2573968601278907
Position 21392: 0.19469274053241095
Position 34951: 0.10382979435383151
Position 34517: 0.09423387920219704
Position 33651: 0.08806571505492272
Position 17748: 0.08201438901697504
Position 34286: 0.0745601607352685
Position 32557: 0.07135221037016919
Position 33267: 0.07063974648501953
Position 33816: 0.05424041636085127
Position 33656: 0.04138741789191907
Position 33661: 0.029368951621486953
Position 29601: 0.028677927687915012
Position 33609: 0.0282248000119737
Position 33057: 0.02625764873855287
Position 28698: 0.023573069296494133
Position 29139: 0.021697527567139947
Position 25459: 0.015315723345191014
Position 34741: 0.012462520065209348
Position 33042: 0.012135575182428804
Position 29229: 0.009750606833400441
Position 34828: 0.008789643071184294
Position 27502: 0.008103808714743853
Position 28854: 0.00809088392525226
Position 29035: 0.00744597277174146
Position 35412: 0.007264206304162707
Position 15891: 0.007178272722868877
Position 8871: 0.007055776766446315
Position 34251: 0.006819869592369835
Position 28451: 0.006237387251778889
Position 34144: 0.004941960743952148
Position 27358: 0.004732703769276843
Position 28811: 0.004565403681040815
Position 25513: 0.004143364457903903
Position 33446: 0.0037662043195398915
Position 33215: 0.0036036937390130715
Position 35089: 0.003538322154289155
Position 17: 0.003231433755883495
Position 4888: 0.003055199158543173
Position 28561: 0.0028205218292671097
Position 34624: 0.0026430361130433924
Position 50: 0.002604320372579628
Position 34781: 0.0022912946326061564
Position 33366: 0.0017444324893529097
Position 34030: 0.0016468106406197283
Position 25796: 0.0011178223212844841
Position 35098: 0.0010931247796301302
Position 33239: 0.0009565273325334717
Position 2114: 0.0008306906951010934
Position 2233: 0.0008195672573504647
