Gene = GTF2E1
index = 628
Annotated 5SS: [   63  8269 28198 33933]
Annotated 3SS: [ 7790 27995 33690 38310]
SMsplice 5SS: [  240  7877 28198 30632 33933]
SMsplice 3SS: [ 7790 27995 30542 33690 38310]
top_k =  500
Partition function (log Z): -25.849130654934488

Sorted 5' Splice Sites (High to Low Probability):
Position 240: 0.8509360122864292
Position 7877: 0.5413113035117831
Position 9230: 0.327082721119323
Position 5612: 0.1139421358873474
Position 3148: 0.10526314045202216
Position 9962: 0.09972357631727594
Position 436: 0.05307261841870188
Position 63: 0.049751554089527424
Position 387: 0.026409582762982223
Position 3475: 0.026387675523577174
Position 14618: 0.024261825272637087
Position 5946: 0.02335004778495609
Position 8269: 0.023255558173680253
Position 7220: 0.02166802393717027
Position 7077: 0.016715622808712152
Position 10: 0.015427614089967793
Position 1577: 0.01077582409020561
Position 3395: 0.01024830564422804
Position 6242: 0.010046040301620911
Position 1605: 0.008891337180108441
Position 379: 0.00781696020385548
Position 7868: 0.005165706502720406
Position 7297: 0.0031660299993933566
Position 2313: 0.0018474350191473388
Position 4953: 0.0016134163610229486
Position 228: 0.0013057099169908242
Position 5274: 0.0005690349484120137
Position 2448: 0.0005356339380171533
Position 4569: 0.0003516507042432414
Position 9265: 0.00032207536062237285
Position 1217: 0.00028210556209974614
Position 4474: 0.00025655404505095123
Position 371: 0.00022228045768684184
Position 892: 0.00013838226181657853
Position 402: 0.00011072994086169453
Position 561: 9.680389530923669e-05
Position 506: 8.42966324370069e-05
Position 400: 7.565444079332753e-05
Position 86: 6.643783097493504e-05
Position 1094: 6.615909899605677e-05
Position 764: 5.712826349131522e-05
Position 1193: 5.5837851947803145e-05
Position 1882: 5.15697940794099e-05
Position 433: 4.161461550374294e-05
Position 2304: 4.151293256952528e-05
Position 2956: 3.772610063050004e-05
Position 3102: 2.0733856058186353e-05
Position 2526: 1.669110438568588e-05
Position 2905: 1.2886855704696132e-05
Position 1562: 1.217344061307127e-05
Position 1269: 1.0623139482563476e-05
Position 1209: 9.859859084397588e-06
Position 1068: 9.581605482064176e-06
Position 845: 7.077378769632393e-06
Position 452: 6.524152233369059e-06
Position 34: 6.518787376849421e-06
Position 802: 6.269840181894808e-06
Position 93: 1.3032187681939017e-06
Position 37: 2.800049200739071e-07
Position 264: 2.1244887848400773e-07
Position 79: 1.6188069128025452e-07
Position 13: 1.582133351228979e-07
Position 290: 8.30861638577331e-08
Position 226: 8.24625800776856e-08
Position 72: 6.623809222290128e-08
Position 3124: 5.705146761585564e-08
Position 45: 5.5869812914892915e-08
Position 43: 4.167251098653627e-08
Position 266: 3.408478675374874e-08
Position 473: 2.6761170123048677e-08
Position 183: 1.1663813461789812e-08
Position 192: 1.0623254640137449e-08
Position 300: 9.720575855278219e-09
Position 518: 7.722383062292225e-09
Position 307: 6.683261408051367e-09
Position 315: 4.7963775206057366e-09
Position 406: 4.364364500383875e-09
Position 565: 3.2326735388974243e-09
Position 404: 2.9497487859365864e-09
Position 685: 2.9209634674176966e-09
Position 461: 2.6540039534974075e-09
Position 459: 1.125338805202933e-09
Position 421: 7.084060586703283e-10
Position 351: 5.580545844952314e-10
Position 174: 1.4586986385832535e-10
Position 333: 1.3682672627832755e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14354: 0.5826452682629076
Position 7790: 0.5491347344572065
Position 9052: 0.4378266880802979
Position 5465: 0.11746639582042166
Position 15570: 0.0770683377911302
Position 3001: 0.06720379794895166
Position 9844: 0.06282405643610935
Position 14703: 0.05147655748904095
Position 3316: 0.04529843314009819
Position 9817: 0.03304203763426022
Position 5804: 0.027087538748410474
Position 11533: 0.025613724542289728
Position 2852: 0.022559557316650065
Position 9672: 0.022415570846127317
Position 7678: 0.020130133240085436
Position 16653: 0.01700927164914069
Position 10888: 0.015898788070488792
Position 7012: 0.015101822343037611
Position 1394: 0.014298972683868514
Position 7176: 0.013845451115438761
Position 9626: 0.012501786279333252
Position 8044: 0.011248640431815456
Position 9324: 0.011145151771734387
Position 2955: 0.011120203580197201
Position 5982: 0.009497334057934263
Position 7204: 0.008524623652087497
Position 202: 0.007686446140149166
Position 4684: 0.006532600654465986
Position 6862: 0.0063737215012805454
Position 13012: 0.005987313752310038
Position 9120: 0.00587221929577938
Position 8021: 0.005195637080450395
Position 10755: 0.005185257992852671
Position 6189: 0.003960646053938202
Position 10306: 0.002921060539288948
Position 3030: 0.0025407575641603983
Position 12722: 0.0024567755444951135
Position 10850: 0.002390955287168027
Position 561: 0.0021761176728066476
Position 7115: 0.002055491053403918
Position 2211: 0.0020517641454335426
Position 7644: 0.0020436146143985386
Position 5576: 0.0017199119781486918
Position 8599: 0.0016967538386441442
Position 3524: 0.0016150327688076093
Position 4790: 0.001601501892302692
Position 1526: 0.001582386947263808
Position 5506: 0.0014655554498590306
Position 9688: 0.0013677484790282145
Position 630: 0.00136228773828392
Position 1976: 0.0013085119858678848
Position 1546: 0.0012878999877628996
Position 4416: 0.0012529859475165874
Position 7936: 0.0011842319890019804
Position 3066: 0.0011827203233928242
