Gene = GRIFIN
index = 621
Annotated 5SS: [  12  464  714 1242]
Annotated 3SS: [ 383  554 1074 1496]
SMsplice 5SS: [183 464]
SMsplice 3SS: [383 554]
top_k =  500
Partition function (log Z): -7.385344478272786

Sorted 5' Splice Sites (High to Low Probability):
Position 464: 0.8607822610631624
Position 183: 0.4762510619553033
Position 100: 0.30098063686867993
Position 714: 0.19096304525210261
Position 672: 0.12661408091822282
Position 12: 0.09104159659346683
Position 281: 0.09067377218097532
Position 1177: 0.0440977553623994
Position 647: 0.02287211158058262
Position 16: 0.01802469991086577
Position 265: 0.011809386326939614
Position 809: 0.008653708842699864
Position 46: 0.006212394024422931
Position 155: 0.004014518074696325
Position 1242: 0.0037214825345059746
Position 555: 0.003250033606217188
Position 315: 0.0029834169540579572
Position 149: 0.002841210045992327
Position 873: 0.0016320685538900575
Position 1210: 0.0009624992897426211
Position 729: 0.0008750994554644054
Position 869: 0.0007392827044284349
Position 1129: 0.0007038801443738486
Position 828: 0.00046838651868612443
Position 185: 0.0002904946242954564
Position 253: 0.0002262553152977222
Position 321: 0.0001769579318554484
Position 1081: 0.0001585389155786842
Position 1446: 0.00015482318909325207
Position 208: 0.00013154728642908594
Position 143: 3.924298386104248e-05
Position 432: 1.280090357781067e-05
Position 327: 1.9264096923839214e-06
Position 504: 1.7223016261407927e-06
Position 397: 1.3524123123188329e-06
Position 6: 5.99778319913518e-07
Position 187: 4.03446225313748e-07
Position 216: 2.7947780016223658e-08
Position 544: 2.207505864286463e-08
Position 76: 1.3005125923368466e-08
Position 361: 9.6915186968211e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 383: 0.9153766710951352
Position 554: 0.7197212157623661
Position 1395: 0.15709320037760738
Position 1496: 0.07965898156477358
Position 808: 0.07297655991405705
Position 1264: 0.043130566353128987
Position 969: 0.030158003339191032
Position 92: 0.0298786905027798
Position 1065: 0.02738023425059156
Position 526: 0.024200695341295143
Position 202: 0.019996870603324664
Position 872: 0.015396663088655862
Position 579: 0.015323389355039258
Position 1074: 0.01467423578023721
Position 1301: 0.01069452491435428
Position 985: 0.009356137920666837
Position 852: 0.008920395727374589
Position 1304: 0.008590641922405677
Position 1461: 0.007974251727024612
Position 606: 0.007149510364297893
Position 1530: 0.005920804385062772
Position 620: 0.0057970646025373215
Position 1078: 0.005454783303219444
Position 390: 0.004923141744984774
Position 916: 0.003539704415912907
Position 123: 0.002909000005187322
Position 1122: 0.002823368836251411
Position 1175: 0.0028145091640256153
Position 869: 0.0025320267761470695
Position 769: 0.00243092591822713
Position 1080: 0.0022014997455049898
Position 1128: 0.00207107264580343
Position 996: 0.0016807215133061587
Position 1421: 0.0016767478622960923
Position 895: 0.0015008187981805667
Position 182: 0.0013582132093778211
Position 1209: 0.0013332412395885502
Position 647: 0.0007406506986807387
Position 1014: 0.0007270881509314971
Position 1051: 0.0006188554842327376
Position 1466: 0.0004438657043935621
Position 425: 0.00033639399580592127
Position 130: 0.00011211591108759043
Position 304: 0.00010169930108077983
Position 1152: 9.628495696774001e-05
Position 164: 6.72067911292636e-05
Position 561: 6.659028442898203e-05
Position 347: 6.553689696596509e-05
Position 224: 5.962204586691458e-05
Position 1023: 5.1422017404138416e-05
Position 340: 5.071922815084161e-05
Position 94: 4.482781540675955e-05
Position 437: 3.348416685228547e-05
Position 356: 3.0388730790854952e-05
Position 313: 2.38068079796926e-05
Position 275: 1.9178985839635506e-05
Position 337: 1.2207171151899777e-05
Position 463: 1.0317007977828431e-05
Position 671: 7.510520623797517e-06
Position 516: 6.272829294813515e-06
Position 231: 5.861315430258034e-06
Position 154: 4.391647327987821e-06
Position 744: 2.1633544278962204e-06
Position 288: 1.9763986082487794e-06
Position 784: 1.202890523124712e-06
Position 458: 1.0055397170200797e-06
Position 668: 7.613633070812906e-07
Position 333: 6.727636154630781e-07
Position 166: 6.525570253273443e-07
Position 147: 5.168457945985217e-07
Position 456: 3.5401544239823045e-07
Position 239: 1.0978810175826816e-07
Position 137: 8.962937199050963e-08
Position 139: 8.541486632726666e-08
Position 720: 7.646621749374774e-08
Position 713: 3.845473357649211e-08
Position 247: 2.8958727414624948e-08
Position 241: 3.118069341713565e-10
Position 69: 2.508448296518733e-16
