Gene = CASZ1
index = 284
Annotated 5SS: [    85  35948  91157 102775 131566 136947 138141 140003 141000 142230
 143272 145708 145957 147366 147579 148848 150521 151732 153489 153790]
Annotated 3SS: [ 35790  91103 102735 131076 136111 138071 139911 140834 142056 142429
 145571 145892 147210 147455 148508 150321 151559 153336 153647 156588]
SMsplice 5SS: [    85   5649  33880  35692  35948  51467  60551  63652  91157 109982
 110192 114760 115024 116415 127734 136399 136620 138141 140003 142230
 142541 145708 145957 147366 147579 151732 153489 153790 154626]
SMsplice 3SS: [  5473  33777  35542  35790  51342  60370  63524  91103 109781 110110
 114597 114847 116332 127575 136111 136499 138071 139911 142056 142429
 145571 145892 147210 147455 151559 153336 153647 154325 156588]
top_k =  500
Partition function (log Z): -78.88028156047437

Sorted 5' Splice Sites (High to Low Probability):
Position 85: 0.9250540388925282
Position 5649: 0.8072579599339874
Position 2115: 0.48114340993614074
Position 12699: 0.46818586805081336
Position 3914: 0.3259217219979907
Position 5995: 0.2246581907172608
Position 3868: 0.22412781989395864
Position 8964: 0.2100946295658497
Position 17003: 0.1403262253094923
Position 2103: 0.09663130407360075
Position 1705: 0.0762104393876727
Position 5107: 0.06037081555711622
Position 756: 0.04813070869911645
Position 3309: 0.047767008374605804
Position 2109: 0.03516149951811718
Position 642: 0.03249942877051109
Position 8960: 0.031084604075152455
Position 2202: 0.026871723222190023
Position 3485: 0.02676409048971126
Position 1143: 0.019316367812705303
Position 1135: 0.018450183982131347
Position 1508: 0.012430572674756876
Position 2156: 0.011744397587082235
Position 5178: 0.010655367458625732
Position 2962: 0.0071135175022458705
Position 4333: 0.007048409661290964
Position 1840: 0.006736594552883655
Position 1178: 0.005969149927333457
Position 5132: 0.005339185584231384
Position 2271: 0.004245982819408639
Position 552: 0.003962797644979696
Position 2245: 0.0034855952853020656
Position 2231: 0.0031160387715544226
Position 535: 0.002127863016959562
Position 3872: 0.0019054034534474878
Position 4125: 0.0017289866787475222
Position 1842: 0.0015770145403096053
Position 4121: 0.0015752911031500989
Position 441: 0.0015646955728975042
Position 4157: 0.0015464388719310723
Position 291: 0.0015407569052838493
Position 3007: 0.001409327157690396
Position 1072: 0.0013485821617700167
Position 792: 0.0013093842054227546
Position 690: 0.0011887177433835617
Position 2864: 0.0011687538305152306
Position 1088: 0.0008752786922617734
Position 1668: 0.0008061570775598591
Position 883: 0.0006158033995641946
Position 9290: 0.0005899765585575909
Position 1286: 0.0005169783573281164
Position 6215: 0.0004379291043068228
Position 1188: 0.00030088473168506693
Position 1365: 0.00029270335208313067
Position 1305: 0.00025142478883167905
Position 741: 0.00015697669568063432
Position 737: 0.00010497513875981922
Position 461: 5.267920388544407e-05
Position 495: 5.187752929206764e-05
Position 2140: 4.545297715524575e-05
Position 1182: 4.266147999452392e-05
Position 1465: 3.800617905196771e-05
Position 2695: 2.4359480858173465e-05
Position 1393: 2.434491500795279e-05
Position 2365: 2.4024778313070574e-05
Position 1536: 1.9477463882334275e-05
Position 658: 1.835556356026699e-05
Position 179: 1.5994216017658073e-05
Position 1044: 1.091313235923284e-05
Position 649: 7.67863775897991e-06
Position 79: 6.986480620803912e-06
Position 2999: 6.122255069318552e-06
Position 1203: 4.0340155135952995e-06
Position 694: 3.513987888802268e-06
Position 782: 2.3573726413790467e-06
Position 765: 1.8134181356592253e-06
Position 611: 1.7854337672305084e-06
Position 1103: 1.773145638136123e-06
Position 411: 1.5950460193693573e-06
Position 608: 8.938871858418898e-07
Position 515: 2.91410352640074e-07
Position 433: 2.1276733583334737e-07
Position 161: 8.652893083625967e-08
Position 124: 6.983580012873765e-08
Position 59: 3.250120125811797e-08
Position 1032: 2.426905924956227e-08
Position 1070: 1.3602249646752219e-08
Position 173: 1.2549307858237476e-09
Position 351: 1.0758016344283508e-10
Position 341: 9.233355480408924e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5473: 0.8384713393694936
Position 12561: 0.5416937519164527
Position 2026: 0.49803325614102223
Position 3691: 0.4709028424551307
Position 16813: 0.4182957450971148
Position 8866: 0.24781548762016725
Position 17206: 0.1947855069111486
Position 5899: 0.17970729123748366
Position 14560: 0.15010779243908118
Position 2040: 0.11942395794054386
Position 16683: 0.08390935423614378
Position 3200: 0.07557184932928201
Position 3711: 0.07545485406618127
Position 10100: 0.05152099657490981
Position 1631: 0.045681247645448224
Position 4932: 0.04131592095489814
Position 5016: 0.03966148180107081
Position 951: 0.03607233622342281
Position 2046: 0.03590649143811887
Position 14594: 0.03320426637154176
Position 1563: 0.029638840174150766
Position 5865: 0.024647881462803937
Position 5759: 0.01818976886772089
Position 6326: 0.01639146660688824
Position 12779: 0.014773030332882027
