Gene = MDS2
index = 825
Annotated 5SS: [  204   665  1264  2224 11918 12462]
Annotated 3SS: [  446  1172  2146 11774 12345 13054]
SMsplice 5SS: [  204  1940  2224 12462]
SMsplice 3SS: [ 1851  2146 12345 12661]
top_k =  500
Partition function (log Z): -10.709259569884146

Sorted 5' Splice Sites (High to Low Probability):
Position 12462: 0.9034526369048431
Position 2224: 0.8263213681592994
Position 204: 0.8018920199546238
Position 1940: 0.7519980709144735
Position 665: 0.31274555841921226
Position 11030: 0.23131146915598255
Position 105: 0.09652618165970642
Position 10634: 0.08067356869322789
Position 1264: 0.07360009969359843
Position 12050: 0.07271983765679443
Position 501: 0.058479025914300244
Position 10510: 0.03396715472186857
Position 12718: 0.015820292362433874
Position 631: 0.00915033308418702
Position 10515: 0.007822282275378524
Position 610: 0.00566895147342844
Position 6241: 0.00489307129163949
Position 1266: 0.0036110856385744745
Position 12495: 0.0026745999586043068
Position 629: 0.0012527668908998862
Position 980: 0.0010044799053226133
Position 660: 0.0009188132918777918
Position 220: 0.0008900431415289996
Position 5787: 0.0008127988705242857
Position 301: 0.0007438564033644245
Position 6014: 0.0007267806904873938
Position 2321: 0.0004621623202678009
Position 2499: 0.0004044577157303189
Position 9: 0.00026634655146958575
Position 797: 0.00021218268750417492
Position 646: 0.00016403750132214183
Position 679: 0.00016349271796038266
Position 2907: 0.00015865797254897303
Position 1249: 0.00013428121839352444
Position 241: 6.399709862854117e-05
Position 289: 1.6367919248807256e-05
Position 455: 9.041135066850378e-06
Position 117: 7.083454545768225e-06
Position 1021: 3.0724928690573387e-06
Position 3148: 2.315795174442699e-06
Position 5172: 2.293898211617462e-06
Position 4968: 1.9785214788076874e-06
Position 2807: 1.8903648185176015e-06
Position 133: 1.4221253445527666e-06
Position 6024: 1.2652987113621522e-06
Position 964: 1.2362712556849495e-06
Position 35: 3.6944369890706654e-07
Position 619: 3.082219024555753e-07
Position 111: 1.6815801787531678e-07
Position 397: 1.2039391646076414e-07
Position 495: 5.3569821057226434e-08
Position 399: 3.75574759176466e-08
Position 358: 5.741002139763762e-09
Position 534: 1.8697024595848253e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12345: 0.9306394819225574
Position 2146: 0.8025451532627885
Position 12661: 0.6646449520679203
Position 1851: 0.6625042447047698
Position 446: 0.3003693164467491
Position 10833: 0.24115256016579803
Position 12832: 0.08672505820153385
Position 12591: 0.08630944751880185
Position 10375: 0.08410615816899555
Position 11947: 0.07483636075952214
Position 12636: 0.06505654021569668
Position 1172: 0.048000497397325884
Position 10541: 0.040821093210892834
Position 1781: 0.034981746461774654
Position 1883: 0.024282488886806678
Position 7990: 0.019998984249562767
