Gene = HENMT1
index = 647
Annotated 5SS: [  160  1259  3672  5537  6407 10093 10912]
Annotated 3SS: [ 1159  3542  5423  6271  9912 10733 12130]
SMsplice 5SS: [ 1259  3672  6407 10093 10912]
SMsplice 3SS: [ 3542  6271  9912 10733 12130]
top_k =  500
Partition function (log Z): -4.195511377876505

Sorted 5' Splice Sites (High to Low Probability):
Position 3672: 0.9407657834800759
Position 10912: 0.896266205567407
Position 1259: 0.8459760552591561
Position 10093: 0.6721531258093238
Position 6407: 0.6528512391554107
Position 160: 0.3829474039058734
Position 1013: 0.3459438799460322
Position 3416: 0.2868988923944513
Position 5537: 0.22064537110420276
Position 589: 0.1328176665647322
Position 4986: 0.07934790776040165
Position 4921: 0.061322904867643496
Position 4748: 0.046760047292472094
Position 11782: 0.04650998738531803
Position 5226: 0.0448100890881099
Position 1900: 0.04242500932778524
Position 19: 0.04232816147480636
Position 460: 0.03458970357062969
Position 11784: 0.03149045378123385
Position 6004: 0.02540376527379621
Position 91: 0.024635245595480717
Position 10823: 0.017558621152572566
Position 1920: 0.016592932480717137
Position 896: 0.01488524403385819
Position 12224: 0.013966075384187353
Position 1383: 0.012935193510452888
Position 6177: 0.012458128173472837
Position 8877: 0.00978757482592761
Position 1123: 0.008426123003923654
Position 2047: 0.006811867089474818
Position 6216: 0.006432139999740736
Position 1581: 0.005714841282946981
Position 1427: 0.005651101293700863
Position 497: 0.005192437932274779
Position 3676: 0.005188599378942736
Position 8804: 0.004414389340192245
Position 9237: 0.004319664745761995
Position 7000: 0.004112140936536972
Position 4873: 0.0037248088431685376
Position 9032: 0.003521281239616543
Position 11175: 0.0033690209686583535
Position 1003: 0.0032924345751394173
Position 10925: 0.0032400765827734134
Position 11220: 0.0025048904232756594
Position 501: 0.002358404887946128
Position 700: 0.0021892108774934776
Position 169: 0.0021297829806053554
Position 9313: 0.002022154253486989
Position 11270: 0.0019362984111110054
Position 4877: 0.0019091573788372555
Position 10916: 0.0018762985248293857
Position 3885: 0.0018014790002261769
Position 150: 0.0017049003064270832
Position 3444: 0.0016588790015841116
Position 12335: 0.0016070658076185033
Position 10979: 0.0015759745681936765
Position 134: 0.0013568435192130724
Position 4753: 0.0012863521257555242
