Gene = YAE1D1
index = 1582
Annotated 5SS: [ 172 4252]
Annotated 3SS: [4129 5900]
SMsplice 5SS: [ 656 4252]
SMsplice 3SS: [4129 6043]
top_k =  500
Partition function (log Z): -5.406955148742162

Sorted 5' Splice Sites (High to Low Probability):
Position 4252: 0.9824808207040336
Position 656: 0.8563960428535228
Position 4474: 0.340670679077402
Position 172: 0.23642840523186467
Position 1035: 0.19310083131693118
Position 1474: 0.1408287251007442
Position 3913: 0.07088562229514023
Position 543: 0.02434149063624604
Position 3173: 0.020007622132697096
Position 178: 0.01907621877432473
Position 513: 0.016569095906325066
Position 3729: 0.015465839202061788
Position 181: 0.013896130809723205
Position 1518: 0.013559083230149017
Position 5039: 0.011355733829379946
Position 4526: 0.010166582127135202
Position 5609: 0.009926160018439031
Position 1513: 0.0064926160373966
Position 1602: 0.006107180134039388
Position 4610: 0.006037665471501477
Position 4012: 0.005716052119895065
Position 3870: 0.005711676482862419
Position 3415: 0.004204640608871743
Position 40: 0.003807309726386825
Position 4566: 0.0033070326591433954
Position 5994: 0.003264150974544423
Position 197: 0.0031083190903262795
Position 4206: 0.002885982598518781
Position 149: 0.0026897455528113756
Position 1050: 0.0023611445578327513
Position 2465: 0.0022480264001204678
Position 295: 0.0021018064511533026
Position 887: 0.0017758387327129702
Position 2470: 0.0012190451188943535
Position 3184: 0.001122386608790653
Position 778: 0.0006732767183339466
Position 672: 0.0005232312761763733
Position 240: 0.00043845122135978106
Position 204: 0.00018286385710416776
Position 991: 0.0001516027814282207
Position 48: 0.00014056479062644903
Position 557: 0.00012187229483156234
Position 1339: 0.00010482241887073625
Position 52: 6.509460454431945e-05
Position 224: 6.329222803772612e-05
Position 120: 3.49859072878446e-05
Position 797: 3.0924436807471694e-05
Position 792: 2.722865310332982e-05
Position 45: 2.161873263536876e-05
Position 343: 2.1587482314711236e-05
Position 13: 1.8807898203114914e-05
Position 698: 1.634614941842664e-05
Position 28: 1.5844257134707437e-05
Position 207: 1.5670139212036847e-05
Position 440: 1.5661793918746352e-05
Position 936: 1.0719794991396209e-05
Position 166: 9.116856544875882e-06
Position 5182: 6.706676686260827e-06
Position 97: 5.525256127167113e-06
Position 648: 5.0641726392285245e-06
Position 183: 4.671917407044115e-06
Position 227: 3.0676040169405045e-06
Position 328: 2.7403546195427684e-06
Position 4590: 2.688547764424036e-06
Position 433: 2.287665118270098e-06
Position 419: 2.120612070150813e-06
Position 530: 1.836735349317528e-06
Position 99: 1.2368772221441512e-06
Position 247: 6.684426384203329e-07
Position 565: 1.0700401171832545e-08
Position 570: 7.806752661282034e-09
Position 676: 1.9847268913413793e-09
Position 444: 1.4775748153188733e-09
Position 637: 1.4122292747370587e-09
Position 417: 8.361149520948217e-10
Position 520: 7.948570708534359e-10
Position 384: 7.11209102391103e-10
Position 610: 6.867117225818224e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 4129: 0.9341265976411743
Position 6043: 0.5061907841925155
Position 287: 0.17949476794819996
Position 4421: 0.17178670448771083
Position 5900: 0.13994293181841666
Position 4926: 0.08552626986477739
Position 879: 0.08013002632363914
Position 5363: 0.07801824573969139
Position 3757: 0.0758488393195953
Position 1361: 0.07438474943947762
Position 4405: 0.06534701798799405
Position 4643: 0.061878143821085016
Position 761: 0.058576393329730615
Position 4367: 0.05439313455538624
Position 4324: 0.052561990427665906
Position 1427: 0.049659120899858904
Position 1291: 0.028928098308789486
Position 4180: 0.02614086082665513
Position 315: 0.02206386967434844
Position 3130: 0.02164811166533601
Position 5142: 0.02079436104148727
Position 3614: 0.019189497486267
Position 6085: 0.017971770954151565
Position 4072: 0.017839654465075766
Position 882: 0.016720629242999722
Position 4377: 0.014332952548375834
Position 4468: 0.013491873972658991
Position 4987: 0.013076947309817864
Position 5717: 0.012040695502845072
Position 5977: 0.01203271492052726
Position 4667: 0.011228166741849323
Position 5335: 0.00911683391192363
Position 4133: 0.008666599737593227
Position 768: 0.007420426047042541
Position 5042: 0.005475377912254912
Position 339: 0.004462775299882772
Position 1263: 0.0037383275477498048
Position 4525: 0.0037382112681638323
Position 2209: 0.0035898229815482536
Position 4102: 0.0033887753950780863
Position 4964: 0.003222522590047991
Position 844: 0.0029989773431206173
Position 1305: 0.002950024619974027
Position 1314: 0.002850669611245255
Position 4721: 0.002801173091495903
Position 5672: 0.002698387533234325
Position 1517: 0.0025536905506285757
Position 5698: 0.002021821740431492
Position 5859: 0.0019157940491096811
Position 3699: 0.001854804927062015
Position 5591: 0.00183346109087714
Position 5409: 0.0016063582704118312
Position 6209: 0.0014894482998177958
Position 6429: 0.0014832641891294428
Position 507: 0.0014153230336860433
Position 3171: 0.0013336397138981376
Position 743: 0.0012823171570788446
Position 6091: 0.0012268205341334367
Position 4806: 0.0011309785533578937
Position 3057: 0.001056688464663217
Position 6199: 0.0010160218977453845
Position 2870: 0.001010975736144705
Position 6264: 0.0009311870256207996
Position 6366: 0.0008654196543334872
Position 695: 0.0007471551324673251
Position 1023: 0.0007335724028949434
Position 4096: 0.0007070327607070468
Position 4384: 0.0007001576037943942
Position 3846: 0.0006685871445724342
Position 1366: 0.0006284259531466909
Position 4767: 0.0005793319951813444
Position 3597: 0.0005042056779907719
Position 4780: 0.0004714442595063818
Position 792: 0.0004685519913255075
Position 3201: 0.000467802525595133
Position 457: 0.000460295025661245
Position 4968: 0.0004376291399775899
Position 546: 0.00043692231620614695
Position 898: 0.00042222525180176334
Position 3014: 0.00040689076245491477
Position 4553: 0.00040626047384120426
Position 960: 0.0003918956035779121
Position 3141: 0.00038935579894511815
Position 6232: 0.0003784464679511047
Position 940: 0.00034537570602341376
Position 1003: 0.00031874708697739813
Position 4936: 0.00029142842944696523
Position 422: 0.0002897262395266648
Position 5675: 0.0002871491901719354
Position 440: 0.0002834854880293665
Position 1403: 0.0002524223923120834
Position 433: 0.00024718350564714253
Position 5185: 0.0001956677830832177
Position 520: 0.000175222869164206
Position 4533: 0.00012950452945185493
Position 592: 6.129934946767996e-05
Position 967: 3.522302749222648e-05
Position 579: 3.1990660512703184e-05
Position 2569: 2.774873106966007e-05
Position 2086: 2.3838046065267426e-05
Position 355: 2.2739068125536825e-05
Position 388: 2.1537078929932208e-05
Position 1408: 2.0334002873883415e-05
Position 1159: 1.1184882079882652e-05
Position 850: 1.0483866002337926e-05
Position 782: 6.8778234259369245e-06
Position 369: 6.406971247711892e-06
Position 603: 6.403259929257834e-06
Position 655: 5.3428237692061975e-06
Position 2346: 5.1631589269860245e-06
Position 1542: 4.9381263032573816e-06
Position 550: 4.126718869734798e-06
Position 884: 3.579176265700187e-06
