Gene = MGLL
index = 841
Annotated 5SS: [   167   1557  41462 100821 102198 112675 128276]
Annotated 3SS: [  1411  41354 100683 102086 112584 128059 130926]
SMsplice 5SS: [   167   1557   8143  10401  14046  14368  22873  24460  30202  41462
  56112  57560  68767  87546 100821 102198 112675 128108 128276]
SMsplice 3SS: [  1411   7920  10320  13954  14311  22777  24319  29992  41354  55987
  57442  68688  87356 100683 102086 112584 128059 128194 130926]
top_k =  500
Partition function (log Z): -51.000838326845475

Sorted 5' Splice Sites (High to Low Probability):
Position 8143: 0.9999445197445116
Position 10401: 0.9904040098176738
Position 167: 0.963429984788896
Position 14368: 0.9526704108652044
Position 22873: 0.7841095361053442
Position 1557: 0.7803334583269435
Position 6005: 0.7631807462024065
Position 24460: 0.7599178059419938
Position 14046: 0.7568705450904166
Position 30202: 0.5402100219796374
Position 4617: 0.45590789805168463
Position 942: 0.2535334580930817
Position 1530: 0.21116255175853546
Position 24524: 0.1933949131394678
Position 18385: 0.16291546966998424
Position 3907: 0.15064348155793864
Position 583: 0.12000604678787898
Position 4303: 0.10868906117107915
Position 14685: 0.10496131635892567
Position 2541: 0.06681264882240578
Position 4656: 0.05856983318766555
Position 2568: 0.052960123460908566
Position 26473: 0.05170875475402794
Position 527: 0.04285783352868961
Position 6777: 0.04278910001831524
Position 591: 0.03851255168785568
Position 570: 0.037580312845701715
Position 4363: 0.03616158392993779
Position 523: 0.030008040607721494
Position 2207: 0.022162756451274104
Position 12880: 0.022009085395980017
Position 2380: 0.012021160959973841
Position 14782: 0.011881464032123014
Position 3155: 0.011507544981606848
Position 1265: 0.009495245119161137
Position 951: 0.009376232518062026
Position 1585: 0.008499278592329976
Position 1252: 0.008378268497915647
Position 2875: 0.00827380979951538
Position 1206: 0.007859325687910276
Position 748: 0.0076270704804007605
Position 805: 0.006022351190392932
Position 3330: 0.005707336225037778
Position 2504: 0.004968228287034078
Position 1269: 0.003411000800090394
Position 4037: 0.003132802988086437
Position 3425: 0.003044518434649769
Position 2508: 0.0025575923732367657
Position 593: 0.002379461060709923
Position 273: 0.001644290161060858
Position 488: 0.0010443803024104913
Position 216: 0.0010393676869265825
