Gene = AZIN2
index = 124
Annotated 5SS: [  182   396   700  1242  3015 11110 12304 13601 15757 17067 37004]
Annotated 3SS: [  274   487  1064  2840 10936 12168 13434 15593 16953 36788 38930]
SMsplice 5SS: [  182   396  1242 10778 11110 13601 15757 17067 37004]
SMsplice 3SS: [  277  1064 10709 10936 13434 15593 16953 36788 38930]
top_k =  500
Partition function (log Z): -5.046994926643235

Sorted 5' Splice Sites (High to Low Probability):
Position 17067: 0.9997768880694475
Position 1242: 0.9904148520525328
Position 11110: 0.9524163486647544
Position 396: 0.9374618024999724
Position 10778: 0.914030938722717
Position 13601: 0.7748463935387737
Position 15757: 0.7095019116402141
Position 12304: 0.6044858294865205
Position 3015: 0.4140201569931187
Position 16076: 0.24840697682321017
Position 2030: 0.2424768078201362
Position 166: 0.16876654046167014
Position 16759: 0.1341651072869661
Position 700: 0.11543272903726956
Position 13881: 0.10590896555410138
Position 20790: 0.10323040511652405
Position 186: 0.09726818422985622
Position 16502: 0.09640669817487782
Position 13586: 0.09486071045702262
Position 16374: 0.086446776570888
Position 11940: 0.0814957159653579
Position 18185: 0.08147179854857181
Position 15768: 0.06346938679619811
Position 15729: 0.05022096487811528
Position 7359: 0.041664279958624
Position 5364: 0.03970746786118052
Position 12293: 0.03140108583080185
Position 13028: 0.030932968808276184
Position 13923: 0.02833042701519715
Position 11087: 0.02696180201077754
Position 1646: 0.014661431918057771
Position 18673: 0.014322090992052117
Position 16670: 0.013193616527474201
Position 600: 0.007284319629167118
Position 608: 0.0067701933511230454
Position 13122: 0.006017707757975708
Position 13019: 0.005727439495755434
Position 889: 0.005317449804213948
Position 2761: 0.004664312103663805
Position 19452: 0.004292484700778868
Position 18273: 0.004237478831566038
Position 11084: 0.003821994611450292
Position 11945: 0.003665390205069278
Position 17778: 0.003201953674225757
Position 2962: 0.00307272065019959
Position 21313: 0.0025316579264564256
Position 1345: 0.002453337323944639
Position 21209: 0.0023983387725330175
Position 1262: 0.002383410658587768
Position 48: 0.001752515306899977
Position 236: 0.0017126243113139042
Position 3085: 0.0015897162102718027
Position 15232: 0.001556934990562647
Position 617: 0.001452893701921582
Position 2130: 0.001376156395693352
Position 13683: 0.0013347451205296935
Position 16491: 0.001216895268486913
Position 5140: 0.0011990074746942292
Position 195: 0.0008199001593769809
Position 15761: 0.0006065943200729392
Position 5098: 0.00056612291655539
Position 971: 0.0003390346835716892
Position 332: 0.0002300350076556827
Position 324: 0.00020304945827836636
Position 412: 0.00015959295971790818
Position 625: 0.00011366064371642805
Position 14715: 0.0001118907883738118
Position 1454: 0.00011100994024193041
Position 12290: 9.664917835759126e-05
Position 896: 9.40463196122965e-05
Position 1704: 9.095293160412322e-05
Position 747: 8.884907125326729e-05
Position 19892: 8.551854825988013e-05
Position 439: 8.32294897791273e-05
Position 17782: 7.648679894465121e-05
Position 943: 7.060901307601204e-05
Position 709: 6.815518366793843e-05
Position 1751: 6.158691317752884e-05
Position 678: 5.518972910576904e-05
Position 18258: 5.0427797580312915e-05
Position 18252: 4.669787839927602e-05
Position 391: 4.50501087393812e-05
