Gene = CENPH
index = 343
Annotated 5SS: [  221  2303  5148  6244  7562 13022 13423 18812]
Annotated 3SS: [ 2246  5098  6168  7504 12957 13370 18647 20158]
SMsplice 5SS: [  168  6244  7589 12860 13022 18812]
SMsplice 3SS: [ 6168  7504 12753 12957 18647 20158]
top_k =  500
Partition function (log Z): -8.2513202832651

Sorted 5' Splice Sites (High to Low Probability):
Position 7589: 0.9706283680884619
Position 18812: 0.8406009041329181
Position 13022: 0.7780472104231135
Position 5148: 0.5692257039922591
Position 6244: 0.5280051872542888
Position 12860: 0.4854288638734314
Position 2303: 0.3572395431329675
Position 168: 0.34058474061111316
Position 221: 0.32448685916943754
Position 5623: 0.14792851032230334
Position 564: 0.13954526616492402
Position 729: 0.1173406695274476
Position 715: 0.10295239959600357
Position 13082: 0.0877167824891792
Position 6203: 0.08617414553934226
Position 10147: 0.07115522704714994
Position 16109: 0.05603169874509013
Position 2568: 0.03407967628882943
Position 327: 0.03019204362142934
Position 413: 0.029522617705889227
Position 8905: 0.028161109212894938
Position 13319: 0.022228736439490727
Position 20386: 0.01758275981723932
Position 6782: 0.016611648675622936
Position 254: 0.0155642257491594
Position 5451: 0.013432591507342662
Position 7562: 0.012018756676615465
Position 9994: 0.011317887369384643
Position 11908: 0.011180716833672272
Position 20248: 0.010349191780830574
Position 300: 0.009410953961369236
Position 9906: 0.007694243222742345
Position 6766: 0.007633785638918235
Position 422: 0.006524333569892674
Position 600: 0.005636735252575572
Position 7761: 0.004902047933270271
Position 2655: 0.004682488249957507
Position 19483: 0.0044425993794875345
Position 19568: 0.0032662692690450836
Position 1906: 0.003247586724691255
Position 6293: 0.0026719177003707113
Position 10436: 0.0020610476029807047
Position 322: 0.0016380562117814714
Position 19555: 0.001374299925811382
Position 2186: 0.001223084754516998
Position 10188: 0.0011890742776760551
Position 13423: 0.0011888267983415036
Position 6956: 0.0011856936723514042
Position 11598: 0.0011130656316173596
Position 2174: 0.0010424183693029745
Position 977: 0.001007659501607729
Position 10026: 0.0009758688897751702
Position 1161: 0.0009492008706980246
Position 1782: 0.0008095164092227538
Position 1750: 0.00080537000408866
Position 2465: 0.0007710096812838129
Position 317: 0.0007670749552355917
Position 447: 0.0005304417331413232
Position 1027: 0.0004554913547496088
Position 479: 0.00041845824213223394
Position 5099: 0.00040823614447773823
Position 64: 0.0003079770047941673
Position 1284: 0.0002610422350901677
Position 644: 0.00021809786501528908
Position 435: 3.6294216297423726e-05
Position 333: 1.8138603942773926e-05
Position 445: 1.3454992541079907e-05
Position 56: 1.3027581270207263e-05
Position 357: 8.297228976093606e-06
Position 457: 4.345621451211169e-06
Position 522: 2.400395336801196e-06
Position 188: 2.3273835985183824e-06
Position 494: 1.7032419814927023e-06
Position 263: 9.734097451038096e-07
Position 224: 9.512680189007538e-07
