Gene = HHLA3
index = 651
Annotated 5SS: [  303 11733]
Annotated 3SS: [11638 12811]
SMsplice 5SS: [  303 11524]
SMsplice 3SS: [11340 11638]
top_k =  500
Partition function (log Z): -10.635251126254207

Sorted 5' Splice Sites (High to Low Probability):
Position 303: 0.613975298348727
Position 11524: 0.4970671236101675
Position 11733: 0.3641240280224504
Position 7104: 0.35654169355375653
Position 404: 0.26946595467045376
Position 9015: 0.09440837243731032
Position 11728: 0.08295297024714705
Position 307: 0.07974595663406706
Position 2711: 0.0736778339963142
Position 5635: 0.05498323910051803
Position 741: 0.038998333448980606
Position 2614: 0.03159503854900593
Position 8282: 0.030044033989198762
Position 11069: 0.029377826335301546
Position 154: 0.02865675678785324
Position 11546: 0.026825780888356812
Position 11544: 0.022385600392818332
Position 11438: 0.014924672537631896
Position 4664: 0.01265063784851759
Position 9148: 0.011524606598169366
Position 12180: 0.011514489647498178
Position 7165: 0.010364852546408796
Position 121: 0.010177692050273666
Position 5748: 0.0067541854971382605
Position 3799: 0.0026016273037697164
Position 3179: 0.0018714366282076972
Position 2917: 0.001859150905776472
Position 8993: 0.001624274822592422
Position 6786: 0.0014436398542871456
Position 4004: 0.0013640996983524274
Position 326: 0.0013273184416943088
Position 5892: 0.0012568184937593937
Position 5844: 0.0012377342700738648
Position 149: 0.0009213772647027799
Position 3942: 0.0007474190095554277
Position 2980: 0.0006553672494929901
Position 1575: 0.0005658248823803694
Position 9683: 0.0005619127440183901
Position 114: 0.00010033570672537342
Position 37: 9.482027250802063e-05
Position 2413: 4.74014707263779e-05
Position 567: 3.0674983294920664e-05
Position 160: 2.7842029713441484e-05
Position 60: 1.2886784151305712e-05
Position 337: 1.2877989028337925e-05
Position 589: 9.538429050065444e-06
Position 238: 7.350682210706714e-06
Position 476: 6.745234503073169e-06
Position 573: 5.45955081775234e-06
Position 685: 5.370515329993892e-06
Position 1866: 2.3805228494079752e-06
Position 2077: 1.8715218533751009e-06
Position 442: 1.2259409594724132e-06
Position 41: 1.1890173487194065e-06
Position 1908: 9.873237117836853e-07
Position 2156: 9.18135540929906e-07
Position 358: 8.714323674521832e-07
Position 39: 8.368751670640371e-07
Position 140: 7.796138045642527e-07
Position 716: 3.006870795105422e-07
Position 268: 8.951122797505735e-08
Position 470: 8.8976939569942e-08
Position 243: 3.1239856027541263e-09
Position 298: 1.1104341141674932e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11638: 0.7810462909814382
Position 11340: 0.5961927846733734
Position 6987: 0.3756497413487881
Position 12811: 0.13857966824932044
Position 12886: 0.09058763603082462
Position 11588: 0.08882706619791607
Position 12127: 0.0868381653996323
Position 2522: 0.0675235037956539
Position 11922: 0.06056898840252217
Position 11607: 0.054083392983714854
Position 8878: 0.05328814893593043
Position 8078: 0.030862603788174677
Position 234: 0.030271184142228107
Position 10927: 0.029377826335301546
Position 8788: 0.02902566365608808
