Gene = SSMEM1
index = 1339
Annotated 5SS: [ 234 5675]
Annotated 3SS: [5619 8113]
SMsplice 5SS: [ 234 1566]
SMsplice 3SS: [1480 3324]
top_k =  500
Partition function (log Z): -10.966634082266928

Sorted 5' Splice Sites (High to Low Probability):
Position 1566: 0.8132562625044484
Position 234: 0.5821298400530867
Position 2132: 0.36821678523152657
Position 6538: 0.240338103294467
Position 6806: 0.17318310963820974
Position 8024: 0.16888237945884854
Position 182: 0.15491573929295796
Position 6838: 0.1451417649671238
Position 5675: 0.13417153769551396
Position 461: 0.12001976811733468
Position 81: 0.08348168490492952
Position 7982: 0.050231330670948815
Position 6217: 0.04871345508903251
Position 7785: 0.015550367072932867
Position 2529: 0.014380100178687379
Position 6908: 0.00785007435765142
Position 2554: 0.007564469019303244
Position 2989: 0.006605505792565798
Position 5998: 0.005028242480058219
Position 1420: 0.003938845168692586
Position 195: 0.00326960601739079
Position 102: 0.0023978206067303883
Position 756: 0.0020982039593550575
Position 540: 0.0017257467211273237
Position 1303: 0.0016582989347884176
Position 2715: 0.0015190154388632846
Position 4490: 0.0010446217093019467
Position 2762: 0.0009289080996775586
Position 994: 0.0008853226903173578
Position 788: 0.0008742437530908203
Position 2792: 0.00056978423426489
Position 2439: 0.0005592835908571173
Position 1461: 0.0004921440824246498
Position 447: 0.00047808604809700936
Position 25: 0.00044977385121071155
Position 1998: 0.0002783094304051322
Position 729: 0.0002662088773759158
Position 209: 0.0001665941601223337
Position 2904: 0.00015485439619714335
Position 273: 0.0001297023928060929
Position 1528: 0.00012053428446036029
Position 2523: 2.688991365163475e-05
Position 971: 2.4054057816103224e-05
Position 228: 9.177534883696391e-07
Position 201: 3.9764286522888627e-07
Position 334: 1.9160471385521258e-07
Position 189: 1.0140131539477866e-07
Position 109: 6.596326702895403e-08
Position 812: 5.60234044993798e-08
Position 154: 5.166303107772169e-08
Position 479: 4.534580629977321e-08
Position 474: 4.3087021102249963e-08
Position 419: 3.714475092488709e-08
Position 687: 3.2201798696221875e-08
Position 45: 2.9016677876831782e-08
Position 838: 2.74343977843931e-08
Position 1634: 1.322254551711314e-08
Position 712: 8.901281681050273e-09
Position 266: 5.867897906793933e-09
Position 337: 1.834638478010121e-09
Position 465: 6.407901779884158e-10
Position 342: 2.659155273016085e-10
Position 681: 1.9708089618634904e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1480: 0.7422954150654022
Position 8113: 0.37048005793601285
Position 6692: 0.2993370752798573
Position 6290: 0.24106930227454465
Position 7932: 0.20022938236375343
Position 5619: 0.1624518466732573
Position 6906: 0.1590493297835863
Position 2056: 0.1354068799144846
Position 3324: 0.12899734499486176
Position 1740: 0.1245019144634584
Position 7865: 0.10368185953548893
Position 6104: 0.06594781228373392
Position 6651: 0.05990486397049332
Position 2683: 0.03957913361322789
Position 1901: 0.03948740223870443
Position 6995: 0.0344552212813946
Position 1904: 0.02936287700790607
Position 2842: 0.025768050216198116
Position 7693: 0.023558243402655582
Position 7672: 0.01658720509886512
Position 2370: 0.014974489579165381
Position 2336: 0.01350171199217007
Position 1882: 0.01131408925469083
Position 1764: 0.010482900660189467
Position 1981: 0.009971329995427306
Position 1995: 0.009691628109874971
Position 2635: 0.008055422016266483
Position 3320: 0.007608222390322711
Position 342: 0.006743521291965162
Position 1930: 0.005079816784412113
Position 4530: 0.004681066672016245
Position 1266: 0.004358545626418925
Position 334: 0.004117789638943706
Position 2127: 0.004093870004934887
Position 1397: 0.004065350865067951
Position 379: 0.003347760286700457
Position 1502: 0.003320457076865455
Position 3829: 0.0030891863200564517
Position 6023: 0.0028239458307891888
Position 2400: 0.0025484152931617523
Position 4253: 0.0023719379657613847
Position 1417: 0.002292982702359048
Position 3709: 0.0016691424135956996
Position 1389: 0.0014831824124530606
Position 1460: 0.0014301427676993205
Position 884: 0.0014097739114472048
Position 2020: 0.001303855159380635
Position 3934: 0.0012406102816766508
Position 1358: 0.001239761559255785
Position 5239: 0.0009319693484305196
Position 4184: 0.0008260400130054522
Position 2276: 0.0007862009648026277
Position 4294: 0.0007094126296476435
Position 4165: 0.0007012915144778537
Position 2913: 0.0006688500917301933
Position 2299: 0.0006229148044789054
Position 281: 0.000591728193719711
Position 2408: 0.0005837886635276014
Position 1403: 0.0005295941902283119
Position 1906: 0.0004895056004892184
Position 1821: 0.0004494603276554975
Position 1280: 0.0004149848232904195
Position 435: 0.000382211595809666
Position 3163: 0.00038039991922219555
Position 1023: 0.0003482651350284804
Position 1746: 0.00033899043572543865
Position 858: 0.0003307589023041201
Position 4233: 0.0002962845250462529
Position 4512: 0.0002905634459392461
Position 4149: 0.00025585550736990616
Position 1189: 0.00022577042767375896
Position 1047: 0.00019711335475022188
Position 372: 0.00016721800918160563
Position 627: 0.00016353998736382068
Position 2932: 0.00015355332184484717
Position 3266: 0.00013756472604372456
Position 1184: 0.00012801488304224712
Position 783: 0.0001228284342930995
Position 2215: 0.00010997222028355524
Position 630: 0.00010685218828891949
Position 582: 8.655171134650327e-05
Position 2088: 6.75088171611855e-05
Position 2074: 6.516892119156599e-05
Position 1424: 6.330584220656656e-05
Position 1533: 6.308911534429394e-05
Position 165: 5.622746998587514e-05
Position 1838: 4.746309787611162e-05
Position 220: 4.3485344079668445e-05
Position 2338: 4.2894000328702824e-05
Position 1213: 4.2777045830332646e-05
Position 1548: 3.793074689458055e-05
Position 1133: 2.7014128440370372e-05
Position 1300: 2.4684498106056235e-05
Position 2523: 2.4282720431912195e-05
Position 2380: 1.8559129501390764e-05
Position 701: 1.32298278576866e-05
Position 1806: 1.203297459059494e-05
Position 125: 1.199786886302957e-05
Position 1239: 1.1969343417122339e-05
Position 1104: 9.739237559995555e-06
Position 827: 6.6585758540929466e-06
Position 1311: 6.619485321380919e-06
Position 392: 6.218784954697316e-06
Position 1862: 5.175781790837415e-06
Position 1620: 5.165177330642651e-06
Position 1121: 3.93785274205631e-06
Position 598: 3.533565345688244e-06
Position 841: 2.449529787994402e-06
Position 237: 1.587767137833302e-06
Position 1704: 1.502620251474216e-06
Position 712: 1.27566575880983e-06
Position 1029: 9.364153457226185e-07
Position 1657: 7.412599692487784e-07
Position 1242: 2.2358973232138306e-08
Position 399: 9.97830625035374e-09
Position 1629: 6.225893624910897e-09
Position 865: 4.197351500841006e-09
Position 401: 3.967231103831837e-09
Position 803: 2.85670644742047e-09
Position 893: 2.828414452764882e-09
Position 413: 2.713961565553968e-09
Position 437: 2.3089442550990165e-09
Position 890: 2.0216284485334622e-09
Position 419: 9.510752130169737e-10
Position 474: 5.294206989089157e-11
Position 687: 4.2285437944487677e-11
Position 143: 2.0033697538836195e-12
