Gene = IBA57
index = 672
Annotated 5SS: [ 343 9215]
Annotated 3SS: [8876 9306]
SMsplice 5SS: [ 343 9215]
SMsplice 3SS: [ 8876 15366]
top_k =  500
Partition function (log Z): -9.76727252754

Sorted 5' Splice Sites (High to Low Probability):
Position 343: 0.9014728569423095
Position 9215: 0.8379019111416537
Position 3017: 0.4927711602922863
Position 9522: 0.12186424751824602
Position 8247: 0.08605493153213023
Position 85: 0.06108176100418217
Position 182: 0.05991751600165583
Position 15445: 0.054758676984216964
Position 2593: 0.05319926001613691
Position 2820: 0.04705883025687861
Position 926: 0.041497295668028886
Position 7704: 0.03571515342060364
Position 5535: 0.03494751077213283
Position 8980: 0.03296009585185614
Position 15489: 0.031981833630476846
Position 8185: 0.030502408485619727
Position 1300: 0.02805418962677423
Position 9476: 0.025307680516602413
Position 7893: 0.024219277548289297
Position 14975: 0.023072134859275503
Position 5332: 0.021350730330238078
Position 7113: 0.01750644413143144
Position 1061: 0.01630052233534555
Position 8077: 0.013321884247694293
Position 3012: 0.012375728902996604
Position 14977: 0.011873521579538016
Position 5272: 0.010795614292273971
Position 3173: 0.010427206621660167
Position 7569: 0.009232665423116012
Position 13696: 0.007362517120821377
Position 1019: 0.00654145585847498
Position 5507: 0.006431286188027265
Position 5661: 0.006414273188541311
Position 337: 0.006280263986745625
Position 5254: 0.005624209795808249
Position 5225: 0.0043228810722516515
Position 3370: 0.003716373220040932
Position 1459: 0.0031274739450992016
Position 1142: 0.0029067101072309046
Position 2864: 0.0028307000563788792
Position 906: 0.002653631513004029
Position 1685: 0.0017985940171881538
Position 698: 0.0017927456480041732
Position 9012: 0.0014629895034586023
Position 1820: 0.001325509126483138
Position 1285: 0.0012583710576938942
Position 8986: 0.001220501663346675
Position 2519: 0.0010855208900301453
Position 1526: 0.0003861386513490533
Position 9157: 0.0003620673071696917
Position 2765: 0.00033685378788907996
Position 53: 0.00017994244337366856
Position 492: 0.00015054471007447658
Position 9019: 0.00014672654313409563
Position 9010: 0.00011126828689781431
Position 450: 9.607463251239374e-05
Position 807: 6.911782196732067e-05
Position 713: 6.250909122172047e-05
Position 305: 4.625702952629346e-05
Position 1005: 4.5778794831512166e-05
Position 2556: 4.1067897417766806e-05
Position 2466: 3.613958584431656e-05
Position 1778: 2.3457021295843567e-05
Position 2401: 2.0257739635297337e-05
Position 496: 2.0070209553389045e-05
Position 117: 1.958674795226747e-05
Position 2474: 1.8220769277456022e-05
Position 520: 1.7411279004273244e-05
Position 910: 1.6016659829039463e-05
Position 633: 1.5601287595827014e-05
Position 755: 9.238402646534897e-06
Position 725: 9.059287676247965e-06
Position 846: 2.4562972221819914e-06
Position 246: 2.3681088273290848e-06
Position 955: 1.671989540815926e-06
Position 915: 1.335690170538431e-06
Position 861: 1.3086627384544287e-06
Position 820: 1.0347900230786506e-06
Position 773: 7.641369865250099e-07
Position 1137: 5.984726603174667e-07
Position 111: 2.821038894899401e-07
Position 351: 2.7537994153954577e-07
Position 443: 1.971450838382472e-07
Position 690: 9.507175759047347e-08
Position 1201: 9.328747787558413e-08
Position 889: 5.302445076200928e-08
Position 388: 5.2690313619558565e-08
Position 844: 5.147813956971513e-08
Position 794: 4.810234289048708e-08
Position 478: 4.6343822233210925e-08
Position 836: 2.8043495730656974e-08
Position 804: 1.8792013863812145e-08
Position 784: 1.4317605461918153e-08
Position 186: 5.8904247893156404e-09
Position 786: 3.9124758684661786e-09
Position 1095: 2.858294435493094e-09
Position 329: 1.1552028335568188e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8876: 0.9190645333272364
Position 15366: 0.6135798469347041
Position 2922: 0.44279126289845144
Position 9306: 0.3674417711662944
Position 2675: 0.08934672287565688
Position 14858: 0.06979800936841689
Position 7986: 0.06649656071222738
Position 8100: 0.05501231308844101
Position 7493: 0.04593778497970821
Position 857: 0.043753013314914276
Position 5376: 0.04362251511077107
Position 15653: 0.03334965961477451
Position 15744: 0.0328194530800964
Position 5125: 0.0301586268014903
Position 7848: 0.02846484708434447
Position 215: 0.02638185622024394
Position 2342: 0.025466610904522766
Position 13577: 0.025427928703323426
Position 745: 0.022654649675388747
Position 1101: 0.018218434056179428
Position 2431: 0.016382905587270517
Position 2927: 0.014569898202345614
Position 16269: 0.013028231053899587
Position 6911: 0.012482470162782996
Position 5200: 0.012026524712524361
Position 8163: 0.011947917420567791
Position 1173: 0.009767849496029322
Position 2827: 0.008703750907986162
Position 3118: 0.008088558536622386
Position 15772: 0.007543166865923274
Position 6939: 0.006238919159163933
Position 12309: 0.0059412354294203305
Position 13056: 0.005846166961902405
Position 2261: 0.005832589313092962
Position 11165: 0.005501485751499012
Position 2819: 0.005331175749869693
Position 969: 0.004947112287781898
Position 5575: 0.004807515734372807
Position 310: 0.004341537252756841
Position 12477: 0.0040390355915513295
Position 1267: 0.003245845188795611
Position 10167: 0.0031306520866007993
Position 9920: 0.003095986611561656
Position 5892: 0.0029931881272141636
Position 11695: 0.0025756326698221266
Position 2474: 0.002426308907398001
Position 2454: 0.0023177787752589954
Position 2303: 0.0022692035096189755
Position 10653: 0.0020477193006521646
Position 1561: 0.0018467742026264666
Position 9628: 0.0017793572771739726
Position 2969: 0.0016783285342138517
Position 9984: 0.0015724812912130618
Position 10344: 0.001550209761632497
Position 1077: 0.0014049126846689636
Position 1586: 0.001335295890245245
Position 2885: 0.0012449962011827202
Position 3078: 0.0012439235293598514
Position 948: 0.0011461962335832844
Position 3255: 0.0011444105773141884
Position 11943: 0.001005744105926645
Position 9879: 0.0009561879210642622
Position 3600: 0.0006577488725304449
Position 6221: 0.0005951087390597322
Position 7239: 0.0005352475582995579
Position 6509: 0.0005073654098933354
Position 3464: 0.0004505131810992628
Position 1429: 0.0004290569100409231
Position 6126: 0.00037345933980821664
Position 9870: 0.00037062099186770337
Position 976: 0.00036413450606499195
Position 9499: 0.0003096827573479217
Position 6942: 0.00029918512903715725
Position 1212: 0.0002789947834682304
Position 4096: 0.00026856913900450227
Position 4825: 0.0002382789128536661
Position 4536: 0.00021023204974783135
Position 1374: 0.00020471633901226652
Position 626: 0.00019842185262230368
Position 6659: 0.00019242491007840214
Position 2534: 0.00019015065982688425
Position 1635: 0.00016978337665583162
Position 6474: 0.00016201342412282252
Position 1525: 0.00014506536484826095
Position 1326: 0.00014439191395744662
Position 1411: 0.00014180049064815603
Position 6694: 0.00013106861667686563
Position 3689: 0.00012837984230601018
Position 437: 0.00012474967171315665
