Gene = EIF2D
index = 492
Annotated 5SS: [  173  1276  3084  4224  7060  9508 10123 12196 12726 12996 13456 15363
 16746 18845]
Annotated 3SS: [ 1084  2999  4132  6951  9253 10004 12149 12621 12845 13365 15266 16624
 18669 20634]
SMsplice 5SS: [  173  1276  3084  4224 10123 12196 12726 12996 13456 15363 16746]
SMsplice 3SS: [ 1084  2999  4132 10004 12149 12621 12845 13365 15266 16624 18669]
top_k =  500
Partition function (log Z): 13.317349314884552

Sorted 5' Splice Sites (High to Low Probability):
Position 12726: 0.9903813027769713
Position 16746: 0.9690479048839037
Position 12996: 0.9408429596100817
Position 3084: 0.9080083554304363
Position 10123: 0.8814693131653093
Position 13456: 0.8707003669192069
Position 15363: 0.8670777032590972
Position 12196: 0.8419949903903318
Position 173: 0.7835721220109708
Position 4224: 0.7671019707935287
Position 1276: 0.38928813979339655
Position 18845: 0.3875531238929857
Position 1221: 0.3396139656521377
Position 18796: 0.2679629575878782
Position 4180: 0.1887489053697218
Position 7060: 0.17351037534535985
Position 285: 0.1366398567549577
Position 5744: 0.08361563537996251
Position 1217: 0.06612113803619525
Position 15216: 0.057106551514363606
Position 338: 0.05636003093299413
Position 7064: 0.05038251267490488
Position 4684: 0.04703291913136359
Position 5160: 0.04349868613399879
Position 7607: 0.04051241844704485
Position 10524: 0.03828595672544427
Position 16912: 0.038025589817811435
Position 18817: 0.03688335863386822
Position 18254: 0.033690048847345146
Position 11701: 0.03309863119703451
Position 15122: 0.02797546676949235
Position 5642: 0.027341987245649266
Position 18310: 0.02705256974764367
Position 9097: 0.0257650807327698
Position 13292: 0.025337956335762024
Position 9508: 0.02445202950252819
Position 9332: 0.024298049031862636
Position 13923: 0.023542361505387237
Position 3071: 0.022361198374149457
Position 1231: 0.020761487271799682
Position 5759: 0.020360813993852873
Position 18348: 0.019327537962566515
Position 1312: 0.01807469717221666
Position 317: 0.01734877994321516
Position 620: 0.013032862134011038
Position 18157: 0.01290746907836177
Position 13175: 0.012424943277943456
