Gene = ASPM
index = 102
Annotated 5SS: [  554  2738  4364  6928 11599 13345 14410 16780 17508 18205 21649 21825
 22585 24307 24536 24780 28906 46264 50697 52611 53643 54788 55845 56499
 56765 58439 59892]
Annotated 3SS: [ 2593  2883  6822 11451 13098 14341 16637 17376 18028 21502 21738 22362
 24098 24392 24650 28710 41508 50529 52513 53432 54637 55652 56305 56609
 58261 59721 62267]
SMsplice 5SS: [   13   180   554  2738  4198  4364  6928 11599 14410 16780 17508 21649
 21825 22585 24536 24780 28906 50697 52611 53643 54788 55845 56499 56765
 58439 59892]
SMsplice 3SS: [   99   458  2593  4087  4264  6822 11451 14341 16637 17376 21502 21738
 22362 24456 24650 28710 50529 52513 53432 54637 55652 56305 56609 58261
 59721 62267]
top_k =  500
Partition function (log Z): 5.630273349326174

Sorted 5' Splice Sites (High to Low Probability):
Position 14410: 0.9996531125119983
Position 11599: 0.9903131709951837
Position 2738: 0.9863661696418061
Position 17508: 0.95782265254397
Position 22585: 0.9486996290514785
Position 16780: 0.9427831477510495
Position 4364: 0.9409036917842967
Position 554: 0.9408023926706787
Position 28906: 0.9290458454204502
Position 180: 0.8732769947347745
Position 24780: 0.8577449041415152
Position 24536: 0.8191461659108041
Position 4198: 0.6391044545530874
Position 21825: 0.6337960086727873
Position 21649: 0.5839050243366123
Position 5464: 0.5625200088504112
Position 18205: 0.4031388967496648
Position 21666: 0.34122499609690815
Position 4806: 0.2929708744126043
Position 3163: 0.1745366557263877
Position 30039: 0.17333810975201483
Position 24307: 0.15490757622241613
Position 13345: 0.149442494443578
Position 17650: 0.1422326007285323
Position 24828: 0.1393448492446589
Position 24220: 0.11112951059676385
Position 37120: 0.10333964882343064
Position 16032: 0.1006613724802327
Position 30461: 0.08948319483175299
Position 28265: 0.0642328731934874
Position 17003: 0.06316233580241956
Position 12020: 0.06261408576692372
Position 28590: 0.057645390834171244
Position 6932: 0.05746078869453656
Position 293: 0.05612030472737751
Position 5122: 0.05598404185166619
Position 16036: 0.05591338090462272
Position 1988: 0.05152912790151858
Position 24027: 0.04756458055039455
Position 23470: 0.04402293732583987
Position 7936: 0.043389757043650855
Position 14887: 0.03165820151870286
Position 7437: 0.03126634673429049
Position 2178: 0.02985056635878627
Position 4694: 0.028150810477714974
Position 7048: 0.02811757883497196
Position 14083: 0.023961109653721512
Position 11908: 0.019691008862354115
