Gene = FCGR2C
index = 550
Annotated 5SS: [  210  7103  8480 10059 10903 14251]
Annotated 3SS: [ 7081  8221  9803 10788 14212 18289]
SMsplice 5SS: [  210  2475  7103  8480 10059 10903]
SMsplice 3SS: [ 2380  7081  8221  9803 10788 14212]
top_k =  500
Partition function (log Z): -5.459414079283688

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.9228802017840124
Position 2475: 0.8740184481903341
Position 8480: 0.8246811811680402
Position 10903: 0.7152644675676852
Position 10059: 0.6907325913581874
Position 7103: 0.60959753262954
Position 1193: 0.5204430642829095
Position 14045: 0.3430699235428747
Position 9533: 0.27143515045015
Position 1854: 0.2140425144342619
Position 596: 0.1837499820323655
Position 15192: 0.18099124275016723
Position 7229: 0.11038132960656503
Position 787: 0.09311815057185838
Position 9899: 0.061888205729532304
Position 6831: 0.0531391757019987
Position 9325: 0.04826732492340329
Position 10378: 0.044353217366732464
Position 14049: 0.03807717593521415
Position 1869: 0.03673009938219396
Position 5547: 0.03671882296630668
Position 7957: 0.03586150235711707
Position 4001: 0.033066284370654786
Position 2880: 0.030586804330680322
Position 10366: 0.027291770170462686
Position 14460: 0.026477857818106857
Position 1845: 0.023472734955224627
Position 9311: 0.018647253185965287
Position 14918: 0.01714323731054241
Position 7304: 0.01691720020540667
Position 1818: 0.016451598806996967
Position 9865: 0.01408347986854109
Position 14102: 0.013115958150276415
Position 8388: 0.01208413605778072
Position 5640: 0.010701378649217996
Position 2649: 0.010339717228579154
Position 1683: 0.009822508046364135
Position 8879: 0.009641753038843
Position 1303: 0.009526400922709578
Position 9298: 0.008720276447659403
Position 9987: 0.008096076348362147
Position 9105: 0.00769063676290861
Position 8549: 0.0073059888065055405
Position 9733: 0.0063065350785408165
Position 2221: 0.005901046324693009
Position 10675: 0.005071501893908526
Position 7175: 0.005016757955952736
Position 3158: 0.004378057854428152
Position 2537: 0.0034490576594045615
Position 603: 0.0033481897480152874
Position 11510: 0.003203884115305795
Position 8593: 0.002792698301041197
Position 3055: 0.0026892561140194546
Position 6196: 0.0026110817718192417
Position 7662: 0.002483045917972426
Position 1546: 0.002271115979477388
Position 1000: 0.002103854532008642
Position 3139: 0.002098151566850685
Position 7870: 0.0016302640598287507
Position 2976: 0.0014466462610513353
Position 3013: 0.0011619242316771958
Position 706: 0.0007869625628431033
Position 1352: 0.00074860791968424
Position 7726: 0.0007116333176272265
Position 1562: 0.000642606853962757
Position 7212: 0.0005174325734953506
Position 1833: 0.00034465156118636633
Position 489: 0.0003211509306452352
Position 617: 0.00031546083506009073
Position 2023: 0.0002688773156508765
Position 331: 0.00018908708338261895
Position 864: 0.00012386827055414862
Position 3105: 0.00010239249041483
Position 388: 8.539603476909187e-05
Position 3364: 7.919461255043486e-05
Position 27: 6.803719282286244e-05
Position 4394: 5.7381143724064644e-05
Position 1096: 4.2310970897934186e-05
Position 1253: 3.589892163735783e-05
Position 975: 3.441445044320411e-05
Position 640: 2.6660666296805594e-05
Position 157: 1.5644653745968202e-05
Position 138: 1.550931467339373e-05
Position 299: 1.4943052301787617e-05
Position 370: 9.779277141531672e-06
Position 2765: 8.880309563442213e-06
Position 395: 7.732957860656453e-06
Position 214: 4.951480813193265e-06
Position 253: 4.038820420644773e-06
Position 95: 3.528107152094346e-06
Position 894: 3.2795886160239123e-06
Position 174: 2.1517106971447815e-06
Position 197: 1.334401238203262e-06
Position 380: 1.085974846018376e-06
Position 484: 6.342347961247997e-07
Position 57: 5.843378056530475e-07
Position 445: 5.154894337385448e-07
Position 283: 3.626372768144461e-07
Position 614: 2.878298481791596e-07
Position 584: 1.7964395391527204e-07
Position 404: 6.463805425337482e-08
Position 187: 5.328845725291899e-08
Position 66: 3.21421348213941e-08
Position 109: 2.2008611096361678e-08
Position 122: 1.037634814114466e-08
Position 13: 9.90678913014159e-09
Position 746: 1.5543887053699313e-10
Position 526: 9.962498596199099e-12
Position 406: 9.58944931113922e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 9803: 0.7909726497631243
Position 2380: 0.7588758101255237
Position 10788: 0.7338129866365043
Position 7081: 0.6572842990673938
Position 8221: 0.5672946320320734
Position 13946: 0.4608925510275595
Position 1069: 0.3320171612515549
Position 14212: 0.3249917230010029
Position 1749: 0.22492148356949823
Position 15046: 0.19735139444328606
Position 8376: 0.192539343837725
Position 14141: 0.18879757987435175
Position 9368: 0.1824574374049728
Position 466: 0.14558836787101323
Position 17131: 0.10087313988972434
Position 1165: 0.0996776594329212
Position 8224: 0.09038808315372654
Position 2348: 0.09028614352123915
Position 10292: 0.07555061736545823
Position 9391: 0.07351765208355408
Position 6982: 0.060168955736915684
Position 9172: 0.04874079188226185
Position 5503: 0.047177045318172794
Position 1761: 0.04575427597743443
Position 686: 0.04423321472516587
Position 1116: 0.04072484736276752
Position 13910: 0.040026009532203866
Position 6665: 0.037621556220686456
Position 16624: 0.034994483369401946
Position 15004: 0.03342184720957678
Position 16552: 0.03303786582491959
Position 3803: 0.029759506661717824
Position 16214: 0.02641576288973647
Position 7160: 0.025464872047111398
Position 9192: 0.02380726182359686
Position 1675: 0.018822442064184562
Position 9474: 0.017832780159754664
Position 2271: 0.016543820358172964
Position 7775: 0.015666947189569264
Position 849: 0.01441313756991833
Position 7707: 0.013611707372380088
Position 17476: 0.012725860166373022
Position 18318: 0.011976056575030387
Position 2591: 0.011816131225388604
Position 2929: 0.011699185754440164
Position 9696: 0.011392326428296407
Position 2245: 0.009843979368207008
Position 9841: 0.009802588805207376
Position 8740: 0.009260783628837442
Position 17080: 0.009253026497512489
Position 14087: 0.009157141128078401
Position 14787: 0.009100427135778938
Position 1091: 0.009095504271302192
Position 6728: 0.008936101553744061
Position 1040: 0.0088223737682243
Position 11417: 0.008440297914290632
Position 7526: 0.008350703654157342
Position 683: 0.008075194427332726
Position 14772: 0.008042810174763474
Position 2854: 0.007223724904021325
Position 15642: 0.006955470612406496
Position 937: 0.006795663165318321
Position 2688: 0.00678162970526957
Position 16708: 0.0066992993491122345
Position 723: 0.006603279425096954
Position 6595: 0.006581517927568169
Position 1529: 0.006507877537563681
Position 1465: 0.00643958230290296
Position 9030: 0.006313626641619304
Position 15287: 0.006089948289898128
Position 2404: 0.005880740452124367
Position 8977: 0.005468839846865809
Position 13780: 0.004032302880375143
Position 17059: 0.0038619833686661404
Position 11050: 0.003554035964703217
Position 2087: 0.0035416855374020397
Position 312: 0.0033412449994790388
Position 3834: 0.0032702061347061944
Position 10568: 0.003248523060326926
Position 16677: 0.003214554716299649
Position 7587: 0.003095131609266175
Position 2728: 0.003093571384084645
Position 13692: 0.0030319333182855087
Position 710: 0.0030103833679088134
Position 2139: 0.0027002311073957446
Position 1071: 0.0026903252202065578
Position 10412: 0.002633506985353083
Position 6029: 0.0026110817718192417
Position 13327: 0.0025478604127600122
Position 2631: 0.0022414786769454817
Position 13396: 0.0021067426101242736
Position 484: 0.0020591199501853483
Position 2823: 0.0018751800989618794
Position 13111: 0.001836449993306286
Position 12142: 0.0016044976630550975
Position 1035: 0.0015721460812063556
Position 2736: 0.0015221594770053748
Position 12085: 0.0013221550402848943
Position 11463: 0.0012909923363041765
Position 12399: 0.0012892527224251265
Position 2676: 0.0012812676503367812
Position 1224: 0.0012468796878174436
Position 435: 0.0012342615893302228
Position 2653: 0.001022572834616728
Position 1545: 0.0008462667020763158
Position 10995: 0.000810617376174162
Position 386: 0.0007566950142776578
Position 1130: 0.0005795682070003161
Position 817: 0.0005581200901445836
Position 1020: 0.0005321322472489359
Position 1795: 0.0005226769518978431
Position 559: 0.0005212441977921407
Position 5427: 0.0005025974930872155
Position 8633: 0.00043565277255545236
Position 370: 0.00042213765933256603
