Gene = NDUFAF2
index = 926
Annotated 5SS: [   254 128086 153904]
Annotated 3SS: [127995 153862 207574]
SMsplice 5SS: [   254  11857  28484  30276  47956  51836  55348 128086 153904 155599]
SMsplice 3SS: [ 11752  28313  30090  47735  51764  55191 127995 153862 155469 196751]
top_k =  500
Partition function (log Z): -103.41000651197615

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.7795728582462841
Position 1977: 0.6900278601382757
Position 7157: 0.24643893192300445
Position 11857: 0.23246337385412474
Position 300: 0.15498047508295282
Position 6810: 0.06485469080490121
Position 3828: 0.06364799392673075
Position 6419: 0.06330131661506418
Position 285: 0.038352319882154505
Position 6581: 0.03492769884135951
Position 6775: 0.03430659839846452
Position 3823: 0.029068155781207014
Position 4438: 0.019500268835332787
Position 830: 0.011915581263771798
Position 259: 0.00952337747184391
Position 3856: 0.008777876501829922
Position 6044: 0.008087469111387373
Position 4877: 0.006473490545739938
Position 3860: 0.005538567185162331
Position 131: 0.00469747928638144
Position 3638: 0.004556847487416595
Position 7333: 0.003718099323284658
Position 49: 0.0032419664854568464
Position 319: 0.0023727862873910485
Position 5001: 0.0022629447081314795
Position 1998: 0.001954635219999631
Position 465: 0.0014930212631889732
Position 2406: 0.0008536105788148207
Position 58: 3.93197457518875e-05
Position 1479: 2.4929850445387528e-05
Position 304: 9.827624267964405e-06
Position 3538: 7.116567460662583e-06
Position 3218: 5.8199078127917055e-06
Position 3186: 5.5319142376383446e-06
Position 193: 4.816179613596393e-06
Position 89: 2.354239560983743e-06
Position 181: 1.8149653081051957e-06
Position 267: 1.167714350187652e-06
Position 289: 1.0443483740218194e-06
Position 135: 7.634114630997171e-07
Position 2174: 5.188647409090627e-07
Position 526: 4.2920819495466397e-07
Position 118: 3.924129228951013e-07
Position 2209: 3.7611365133713664e-07
Position 385: 2.2655526228621842e-07
Position 237: 2.1731395926936502e-07
Position 613: 1.2910317973173448e-07
Position 563: 9.688461942163403e-08
Position 476: 8.488405520231687e-08
Position 282: 6.873524844933539e-08
Position 361: 5.806325123803394e-08
Position 667: 5.9787728556926765e-09
Position 1073: 4.843352815633083e-09
Position 1181: 4.342537941613817e-09
Position 834: 3.3575037518927117e-09
Position 979: 3.089547558924104e-09
Position 159: 5.577323556862181e-10
Position 1207: 5.463894665027472e-10
Position 1142: 3.2945717401405406e-10
Position 147: 2.8494050239074745e-10
Position 171: 3.0274137760010716e-11
Position 332: 1.5121074749987359e-12
Position 955: 4.565531260283056e-13
Position 939: 2.1713813719947894e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 7078: 0.385486715016657
