Gene = PXYLP1
index = 1104
Annotated 5SS: [   84 28427 46673 47677 55626]
Annotated 3SS: [28294 46513 47549 55485 60439]
SMsplice 5SS: [   84  6320 28427 30513 32828 33610 46673 47677 55626]
SMsplice 3SS: [ 6200 28294 30414 32755 33551 46513 47549 55485 60439]
top_k =  500
Partition function (log Z): -28.96266199185246

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.9867452379906493
Position 6320: 0.9174073294501353
Position 608: 0.5703599899285674
Position 11159: 0.523411470015733
Position 3727: 0.5100300388574562
Position 2491: 0.36157001689819696
Position 10589: 0.3127209572767482
Position 3129: 0.22583716657809313
Position 3966: 0.13655077835288978
Position 984: 0.1340995826334082
Position 13196: 0.13367351810918143
Position 7157: 0.07579308054839189
Position 3181: 0.07075912230138912
Position 1015: 0.06898349158836609
Position 12986: 0.060187450583018526
Position 752: 0.040901219646147825
Position 3133: 0.022998465481036314
Position 8421: 0.01312304513696045
Position 2788: 0.011936192220866676
Position 3758: 0.01064769582349193
Position 12216: 0.008820570202486189
Position 2418: 0.008027499848653943
Position 1278: 0.007028252588681328
Position 153: 0.006863946474346008
Position 2247: 0.0029142116527268694
Position 1298: 0.0027639926753590324
Position 1019: 0.002170378549967088
Position 142: 0.001883172154007857
Position 1265: 0.0011790559038174927
Position 7324: 0.0010232129484179023
Position 1024: 0.000947617490707472
Position 1427: 0.000879000248497477
Position 3781: 0.0008343907752710303
Position 173: 0.0008290683653368698
Position 730: 0.0005195403913801701
Position 6262: 0.0004773859748499291
Position 166: 0.0004565110551532474
Position 1075: 0.00042227790239249486
Position 2387: 0.0003491558612081204
Position 88: 0.0003264530057633025
Position 794: 0.00025873067594377284
Position 2174: 0.0002509988333903735
Position 832: 0.00021179334847998177
Position 250: 0.0001041780924967615
Position 600: 1.126959422104632e-05
Position 881: 8.754014176567768e-06
Position 585: 6.401046293603713e-06
Position 338: 5.967459842333786e-06
Position 1090: 5.380653436836624e-06
Position 934: 4.300650109737173e-06
Position 1139: 2.2947981154318272e-06
Position 114: 1.7404815259251178e-06
Position 988: 1.284904640510541e-06
Position 207: 1.245569205745101e-06
Position 347: 1.1031907480299388e-06
Position 695: 9.335560908942592e-07
Position 763: 9.135899967558023e-07
Position 1012: 8.806611811911374e-07
Position 190: 7.993812621853068e-07
Position 766: 7.227599253484397e-07
Position 430: 5.251457330066754e-07
Position 948: 3.0786069448157575e-07
Position 245: 2.2390936161327854e-07
Position 159: 1.231482805863859e-07
Position 120: 4.7970520980492013e-08
Position 1934: 3.011820064928706e-08
Position 400: 7.988572787795869e-09
Position 349: 3.996106809903482e-09
Position 1125: 1.3696702639426604e-09
Position 761: 1.1618233859374807e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 6200: 0.6885060661292929
Position 10959: 0.5782051786953313
Position 504: 0.3842317234917273
Position 3621: 0.38214323671547185
Position 10372: 0.3146911835051663
Position 2387: 0.31378252271631135
Position 12865: 0.26287759428672414
Position 19457: 0.26090405320889665
Position 6115: 0.22881845598361322
Position 3040: 0.19706282803665243
Position 12123: 0.1934891789527992
Position 900: 0.15509045163442786
Position 3057: 0.12059580102079427
Position 3569: 0.11909454416001648
Position 13084: 0.1088002011957058
Position 3868: 0.09610152888426343
Position 454: 0.09087010566829773
Position 6494: 0.06990844657057704
Position 375: 0.06078240462909605
Position 13246: 0.056852055981241344
Position 13661: 0.04867198705316954
Position 7033: 0.04182993167898281
Position 3876: 0.0402514238977142
Position 7455: 0.03303065240683758
Position 389: 0.02958907960600532
Position 906: 0.02799057951175838
Position 13794: 0.024386442902777444
Position 3674: 0.02044181827292902
Position 7085: 0.020113803322509775
Position 2354: 0.01977852082346991
Position 7127: 0.01778475147202981
Position 547: 0.01716763697378881
Position 2324: 0.0159602316079246
Position 7839: 0.015635742981890886
Position 8275: 0.01312304513696045
Position 1202: 0.012623582319822744
Position 9067: 0.009814831573258966
Position 884: 0.009722170163643467
Position 12395: 0.009541323268364675
Position 2173: 0.00944030796613292
Position 5848: 0.008964905089310495
Position 438: 0.008948208440926081
Position 2206: 0.007909528812561408
Position 2679: 0.005966264542951039
Position 7412: 0.005290202551771739
Position 12100: 0.005114548593378435
Position 474: 0.0049384704535911745
Position 939: 0.004806974594165959
Position 355: 0.004323727176057668
Position 2700: 0.004151095302491951
Position 2384: 0.00412653297211425
Position 13316: 0.003731027298083931
Position 879: 0.003633554829606415
Position 668: 0.00358158550127703
Position 645: 0.003425955065494306
Position 729: 0.0033834990374579693
Position 4409: 0.0030429327144823257
Position 7369: 0.0026141576207870457
Position 10624: 0.002509402517041546
Position 7744: 0.002443306860040753
Position 8960: 0.002386551528495692
Position 6462: 0.0023848935178532277
Position 8613: 0.0019096197388183348
Position 2880: 0.0018165868148065716
Position 3829: 0.0016344884934350202
Position 4266: 0.0013727598557459692
Position 7554: 0.0012575076584554312
Position 854: 0.0012406276997089852
Position 2659: 0.001169101934035849
Position 2391: 0.0011419316703079434
Position 4686: 0.0009868860433803065
Position 953: 0.0007544175272395734
Position 751: 0.000641959687220944
Position 607: 0.0006275988889987142
Position 2435: 0.0005862769406715355
Position 2051: 0.0005823216433477994
Position 4443: 0.0005232981085595515
Position 2626: 0.0005201642493771928
Position 6826: 0.0003967595858320221
Position 8520: 0.0003863820381446642
Position 2844: 0.0003447137771112531
Position 6604: 0.0003370258867378673
Position 4629: 0.00024063938822299608
Position 2891: 0.0001741659437007499
Position 207: 0.0001739626240468621
Position 4859: 0.00017037971030042413
Position 592: 0.00012633584680759577
Position 306: 0.00011910228777704784
Position 678: 0.00011871229433888685
Position 2127: 0.00011248830640730855
Position 4061: 0.00010690033657123504
Position 827: 6.416002289681721e-05
Position 2768: 5.690052783278932e-05
Position 1205: 4.5186096050408625e-05
Position 301: 4.350321326098685e-05
Position 4064: 4.278016814103816e-05
Position 391: 3.936488439734121e-05
Position 1295: 3.555435551231689e-05
Position 2111: 2.5675515456485943e-05
Position 243: 7.01122953334637e-06
Position 600: 5.79245861727199e-06
Position 612: 2.9321548536513663e-06
Position 552: 1.8374888652340826e-06
Position 269: 1.6887517658710996e-06
Position 724: 1.199316093209453e-06
Position 559: 6.714448199161569e-07
Position 2630: 4.563062888511093e-07
Position 993: 3.357618153947052e-07
Position 164: 3.1513481159791396e-07
Position 988: 2.845360349030324e-07
Position 771: 2.787312960973769e-07
Position 695: 2.764406784653079e-07
Position 756: 1.1523313269975149e-07
Position 615: 9.970600836248743e-08
Position 213: 9.076631591816484e-08
Position 225: 8.267349962793169e-08
Position 1813: 2.2694394863990197e-08
Position 186: 2.011882034927805e-08
Position 1874: 4.833864265080132e-09
Position 1831: 2.5899415202168003e-09
Position 148: 2.6188819852734963e-10
Position 1061: 2.288959601543597e-10
Position 172: 7.531265775887783e-11
Position 215: 7.095884163700552e-11
Position 180: 5.959286687806384e-11
