Gene = TM4SF19-TCTEX1D2
index = 1404
Annotated 5SS: [  110 10984 11419 14103 14630]
Annotated 3SS: [10781 11340 13932 14375 22141]
SMsplice 5SS: [  110 10984 11487]
SMsplice 3SS: [10781 11340 18751]
top_k =  500
Partition function (log Z): -10.862770599428304

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.9695271470234814
Position 10984: 0.7797858838797184
Position 11487: 0.606665737501575
Position 11419: 0.2947899386661911
Position 19032: 0.2943700502822156
Position 14103: 0.15169977667737194
Position 18852: 0.12917736531944315
Position 5692: 0.0865241325704815
Position 12015: 0.07362276251387154
Position 10829: 0.0694333874013037
Position 11396: 0.06217551628602336
Position 11247: 0.0589537931548349
Position 5759: 0.055011594488954124
Position 14630: 0.04847273600286792
Position 911: 0.04022305694571887
Position 18151: 0.039135385378252674
Position 12606: 0.034655152698419005
Position 4204: 0.029887062619874047
Position 14099: 0.02914091658520828
Position 14699: 0.02746764982658184
Position 5277: 0.023532534136662026
Position 11155: 0.021563121723365407
Position 4945: 0.02138094376160827
Position 128: 0.021258351474381248
Position 11689: 0.014882608584259703
Position 7752: 0.014579195758646026
Position 11208: 0.01425118568364814
Position 20251: 0.011983178660113307
Position 8189: 0.010916278793659268
Position 1883: 0.008903755798143355
Position 523: 0.0036342976583909085
Position 9199: 0.0036214180129821986
Position 12791: 0.00277580194709388
Position 70: 0.0027259556882984737
Position 11524: 0.0027068637800745044
Position 638: 0.0025067524419079743
Position 133: 0.0022288226332693524
Position 7362: 0.0022100034344319686
Position 2633: 0.002113416714159231
Position 2463: 0.0017272544310508273
Position 2801: 0.001627491859649129
Position 9231: 0.0015599662164703237
Position 11341: 0.001429666527469593
Position 5673: 0.0014220193698335974
Position 188: 0.0014153465548101686
Position 14285: 0.0013093786986326484
Position 5217: 0.0011370693752913333
Position 1987: 0.0010232959061856743
Position 12941: 0.001008170863491199
Position 4196: 0.000993852340269925
Position 3721: 0.0009050756086089119
Position 8271: 0.0009013233249834209
Position 2681: 0.000856182121075349
Position 12598: 0.0004550665290336486
Position 13609: 0.0003766762882575677
Position 13955: 0.0003714086595663018
Position 13933: 0.0003667242587750408
Position 11663: 0.00029637550817711403
Position 11543: 9.932043402979365e-05
Position 11746: 6.403542210961514e-05
Position 12: 5.2809785120539676e-05
Position 433: 5.033363870409164e-05
Position 11735: 4.729875760460916e-05
Position 11402: 3.786263235098995e-05
Position 11677: 2.5771620963493076e-05
Position 612: 1.4247717629803925e-05
Position 576: 1.1257442776466724e-05
Position 1647: 7.572846097883561e-06
Position 212: 6.223823223609785e-06
Position 304: 6.083648220181749e-06
Position 1429: 5.930459922978188e-06
Position 1029: 4.6824261132891495e-06
Position 617: 3.907429923581021e-06
Position 385: 3.470753097957927e-06
Position 258: 2.045545612822756e-06
Position 323: 1.9698579914939495e-06
Position 802: 1.2773146646766297e-06
Position 216: 1.6765153016242554e-07
Position 218: 1.2509249705441583e-07
Position 170: 3.289733345398646e-08
Position 75: 1.1994299741828313e-08
Position 249: 4.9512456406433925e-09
Position 34: 7.821013576137565e-10
Position 262: 3.1260446509364835e-10
Position 395: 4.7306324129657595e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11340: 0.9814905215263375
Position 18751: 0.6136879383960546
Position 10781: 0.37704833751654326
Position 10806: 0.25918422428683285
Position 13932: 0.22103152916070778
Position 22141: 0.20269001535981723
Position 10746: 0.1927617765450249
Position 19625: 0.16992465520934472
Position 11866: 0.15693495133237137
Position 11077: 0.0962365569731948
Position 5595: 0.06985860691832431
Position 17969: 0.055460081220925786
Position 5623: 0.053560792670042524
Position 14375: 0.05342961550470464
Position 20328: 0.04208913928373704
Position 14540: 0.041221225905603176
Position 13954: 0.03817674569715571
Position 12477: 0.038051316274870885
Position 13881: 0.030187919710901963
Position 19137: 0.028777925674707567
Position 841: 0.02676927696069395
Position 4095: 0.023846126552012157
Position 20141: 0.016719698588755192
Position 10749: 0.016537349880360853
Position 17775: 0.015544861322776559
Position 11582: 0.015521412074969553
Position 5111: 0.015113600239212472
Position 13702: 0.014188529419110476
Position 5691: 0.01319892469744515
Position 20180: 0.012029407249976498
Position 8080: 0.0119332117139817
Position 13777: 0.01088598267181293
Position 19121: 0.010427832291964652
Position 1757: 0.009965073202697135
Position 4861: 0.009822528952071743
Position 11588: 0.008678833795944434
Position 4855: 0.00758910829844062
Position 5028: 0.007262517511595043
Position 846: 0.006095829866878183
Position 8965: 0.0054747554057574584
Position 5572: 0.005416993609742422
Position 7636: 0.004936679523134683
Position 15338: 0.004794461112669129
Position 12689: 0.0046173491947798465
Position 14519: 0.00459136268135772
Position 4107: 0.004469519132755705
Position 374: 0.00444292520270488
Position 11802: 0.004378202287956194
Position 10940: 0.004303993117564139
Position 18274: 0.004121758845046137
Position 7604: 0.004101058494289691
Position 2538: 0.0036227964819623847
Position 702: 0.00349198851551216
Position 17875: 0.002962498349649447
Position 7679: 0.0028267379296097526
Position 14477: 0.0027889775937805527
Position 7586: 0.0027147198116119083
Position 14994: 0.002575586010113589
Position 4118: 0.00256526927537604
Position 4840: 0.0024861567827469517
Position 12597: 0.0023903479969331733
Position 14659: 0.002240028985789769
Position 14137: 0.0019250605937967953
Position 12553: 0.0017627311544992524
Position 7266: 0.0016661250873283395
Position 13485: 0.0015875052611933037
Position 4881: 0.001486481082539744
Position 13743: 0.001446813227121911
Position 5077: 0.0013755470397579428
Position 16166: 0.0012930795698272868
Position 11219: 0.0011932870437057414
Position 2346: 0.0011755203247295338
Position 789: 0.0010474029904582402
Position 11909: 0.0009690241635298676
Position 5666: 0.0009494149853874526
Position 5139: 0.0008954192670074476
Position 12818: 0.0008480627963686573
Position 11711: 0.0006583678772691079
Position 7099: 0.0005438783471036291
Position 286: 0.0005307401758690408
Position 3578: 0.0005170218644557602
Position 11993: 0.0005076266915938657
Position 12656: 0.00046911364225298035
Position 2782: 0.00037786136308708514
Position 2669: 0.0003704467876129142
Position 11543: 0.00033472496182051305
Position 671: 0.0003123695789389872
Position 2654: 0.00028230176017845306
Position 3610: 0.0002647457906541145
Position 13576: 0.00026178629972146555
Position 742: 0.0002614162055776628
Position 786: 0.0002594874699536457
Position 13527: 0.00024733809282407324
Position 378: 0.00023868287339977366
Position 2291: 0.00018043580104179957
Position 11807: 0.00016537434813613733
Position 2413: 0.00016262147903304576
Position 3543: 0.00014928928760374056
Position 12132: 0.00013871712863606418
Position 11661: 0.00013591985601965257
Position 449: 0.0001344754818962397
Position 2364: 0.0001277498231801382
Position 2324: 8.175806540344744e-05
Position 8574: 7.752597162242e-05
Position 5119: 6.822065856421986e-05
Position 258: 6.781342150334627e-05
Position 9581: 4.9081819581509105e-05
Position 4315: 4.713238232123377e-05
Position 763: 4.3339803664883306e-05
Position 599: 4.268229223759306e-05
Position 5986: 1.4820410528263125e-05
Position 886: 1.0124666888247782e-05
Position 3473: 8.46608521518806e-06
Position 2948: 8.23075202765342e-06
Position 4636: 7.838588758115601e-06
Position 3403: 7.537019300909584e-06
Position 3332: 6.6206704383072795e-06
Position 304: 6.439394597665544e-06
Position 2913: 5.793314086335564e-06
Position 3191: 5.542126699238191e-06
Position 3653: 5.114341286655674e-06
Position 2878: 4.898227690629211e-06
Position 3296: 4.619192560377885e-06
Position 2983: 4.5976032967359115e-06
Position 3226: 4.413346978092579e-06
Position 3018: 4.404479211006318e-06
Position 4717: 4.013009942051417e-06
Position 1409: 3.956976178775651e-06
Position 188: 3.893999413975336e-06
Position 972: 3.3550580094682736e-06
Position 3261: 3.2822903054685386e-06
Position 2843: 2.8028937296152173e-06
Position 1678: 2.7207921074402705e-06
Position 415: 2.3111578041806232e-06
Position 1180: 1.3350512636286906e-06
Position 323: 1.2459997019553207e-06
Position 1086: 1.172774319587994e-06
Position 1730: 1.1165607861956691e-06
Position 1460: 8.919776675513764e-07
Position 2675: 5.407559971842552e-07
Position 2348: 5.05716795199674e-07
Position 2331: 1.6475139957949898e-08
Position 2294: 1.2599865383788445e-08
Position 2296: 5.825890034654199e-09
Position 728: 4.38842606537782e-09
Position 815: 3.369891709804849e-09
Position 354: 2.5027920002469784e-09
Position 384: 1.6158667737828008e-09
Position 205: 5.05050568495551e-10
Position 338: 4.817531945467455e-10
Position 461: 4.47171380388357e-10
