Gene = CHMP5
index = 370
Annotated 5SS: [  206  1173  2958  5775  6282 11623 13284]
Annotated 3SS: [ 1067  2910  5680  6209 11513 13170 15866]
SMsplice 5SS: [  206  1173  2958  6282 11623]
SMsplice 3SS: [ 1067  2910  6209 11513 15866]
top_k =  500
Partition function (log Z): 6.368250254911286

Sorted 5' Splice Sites (High to Low Probability):
Position 11623: 0.9991261625470125
Position 6282: 0.996827286414532
Position 1173: 0.8976227707418165
Position 206: 0.8371794067339159
Position 2958: 0.6286239427399067
Position 11838: 0.4544119532162738
Position 5775: 0.41176410373950745
Position 13284: 0.38376888977745066
Position 885: 0.3598700040200021
Position 3701: 0.2728595366079916
Position 3559: 0.2361644725412816
Position 11866: 0.2269527790101959
Position 2124: 0.1765315296714975
Position 8308: 0.16078096245875956
Position 2327: 0.07931730585825372
Position 7004: 0.07801238170181816
Position 1178: 0.07543132631682418
Position 3554: 0.07077604201123577
Position 6714: 0.06461141253687727
Position 6690: 0.053491007154327704
Position 12022: 0.04496628413177727
Position 2829: 0.03727432347632851
Position 8591: 0.03420187627656567
Position 2498: 0.026090364655958816
Position 7233: 0.024757521430435313
Position 3922: 0.021441808499822548
Position 13258: 0.020233380524868495
Position 9343: 0.020125549370484587
Position 8562: 0.01982611640700238
Position 2403: 0.01981845700581554
Position 228: 0.013626516096861283
Position 6739: 0.01295627530180264
Position 3028: 0.0102744723276313
Position 2991: 0.010267634437121642
Position 14126: 0.009987801149412251
Position 15507: 0.009800130655649043
Position 1201: 0.008539293790467273
Position 15942: 0.007878897171496695
Position 4173: 0.007847529444784332
Position 8587: 0.007601976310991371
Position 2040: 0.007578641843567076
Position 854: 0.007266756311113856
Position 8171: 0.006638595266134563
Position 10310: 0.005826097428834734
Position 5297: 0.004970624697624777
Position 1812: 0.0037390434941909426
Position 13587: 0.0035751984321453537
Position 13363: 0.003521795052023031
Position 6531: 0.0032184957726039344
Position 8622: 0.0027305968989516033
Position 2376: 0.0021993777349026454
Position 3296: 0.0020571729968529556
Position 5909: 0.001892206214265342
Position 2821: 0.001671531565789485
Position 3707: 0.001658835927149313
Position 2050: 0.0015195655303551095
Position 3591: 0.0014730921682593384
Position 598: 0.0012358672321373043
Position 2106: 0.0011884325673991844
Position 13424: 0.0010289874999778576
Position 1753: 0.0010193144218345886
Position 2535: 0.0008919963410167447
Position 11732: 0.0008309031881431007
Position 1817: 0.0008251016776441472
Position 2481: 0.0006277685309153152
Position 1600: 0.0006130828600668231
Position 2469: 0.0006103664072931528
Position 3756: 0.0005668069462155942
Position 369: 0.0005649229613767483
