Gene = RP5-862P8.2
index = 1187
Annotated 5SS: [ 1066 18855 26188 27244 34526 44393 48299 48760 51943]
Annotated 3SS: [18673 26038 27067 34284 44269 48147 48661 51162 54536]
SMsplice 5SS: [ 1066  4690  9139 11149 16324 18855 27244 34450 44393 45015 48299 48760
 51943]
SMsplice 3SS: [ 4571  8971 11066 16169 18673 27067 34329 44269 44884 48147 48661 51851
 56283]
top_k =  500
Partition function (log Z): -23.77098053502121

Sorted 5' Splice Sites (High to Low Probability):
Position 27244: 0.957288790484447
Position 11149: 0.9132724259817521
Position 1066: 0.8803043384139648
Position 9139: 0.7599829736082865
Position 4690: 0.5909709539867096
Position 18855: 0.5011018603345617
Position 16324: 0.4908959799431363
Position 5685: 0.46900181842397826
Position 18910: 0.40298083991494077
Position 16310: 0.3226996341961011
Position 10643: 0.3022010794707125
Position 19598: 0.2405321764942967
Position 28992: 0.21463328488184574
Position 10697: 0.1529955606678829
Position 28413: 0.11287840248898756
Position 14042: 0.10999835845618848
Position 7764: 0.10237990017242457
Position 10817: 0.10184956881301546
Position 16392: 0.09836314458568828
Position 18534: 0.07631934807225157
Position 5595: 0.07567697379499286
Position 20289: 0.06674465028960791
Position 9982: 0.06524066528048052
Position 16595: 0.06335663692423482
Position 1523: 0.05349918488111437
Position 5562: 0.0399557575997974
Position 500: 0.03713598681769809
Position 10353: 0.030617202259922805
Position 2021: 0.02668928639168379
Position 5800: 0.026577857760749075
Position 459: 0.02449805784417251
Position 513: 0.024312762472492394
Position 1510: 0.022218622623664214
Position 1086: 0.019375823810262427
Position 9160: 0.01732190855112098
Position 609: 0.016599653844688405
Position 9588: 0.014748181529711303
Position 4105: 0.014614106059688162
Position 4521: 0.013832115706512776
Position 4475: 0.012699484763720232
Position 29188: 0.01160424251205382
Position 20079: 0.011192893954547927
Position 9832: 0.01046504721350726
Position 29586: 0.008405480051125699
Position 27947: 0.007192917630619791
Position 1515: 0.006596738052154974
Position 16293: 0.0058785985777909736
Position 9809: 0.0048893950325058335
Position 2905: 0.004212870755642598
Position 672: 0.003918750295543951
Position 17749: 0.00375265241219791
Position 9954: 0.0029765483246643218
Position 2808: 0.002361113080119268
Position 3761: 0.002142913298974344
Position 16601: 0.0019451609878712395
Position 16578: 0.0019170703394368078
Position 5006: 0.0015071289607607328
Position 2283: 0.0012867236360471896
Position 3163: 0.0010922079703095259
Position 2237: 0.0009413854046598165
Position 9114: 0.0006893544649057207
Position 4821: 0.0005263021353548253
Position 482: 0.00023096807261314717
Position 1153: 0.00021640105628281247
Position 702: 0.0001897481662124126
Position 21: 0.00012198023870581426
Position 1247: 7.974030672205202e-05
Position 1055: 6.354434354564748e-05
Position 674: 3.877320606992128e-05
Position 300: 3.761273258811655e-05
Position 1871: 3.5801184469974674e-05
Position 762: 3.341616710564156e-05
Position 1398: 3.2706742080134654e-05
Position 1385: 1.8304399834261108e-05
Position 453: 1.6411786380596023e-05
Position 972: 1.4848497527971037e-05
Position 855: 1.3595449722442521e-05
Position 1070: 9.84242859872725e-06
Position 1655: 8.88602993015486e-06
Position 1277: 8.614991782193182e-06
Position 1212: 3.673528876398202e-06
Position 3804: 2.8605041284063544e-06
