Gene = LARS
index = 762
Annotated 5SS: [  173  5114  9974 10751 14533 18351 22287 23254 24933 25258 28768 28927
 29487 30799 33039 38037 38189 38394 39249 39789 42457 47060 49763 51642
 52643 53683 53989 56226 58679 60169 62290]
Annotated 3SS: [ 4994  9885 10669 14394 18188 22173 23189 24864 25031 28679 28849 29432
 30657 32960 37950 38122 38310 39109 39575 42398 46995 49578 51550 52501
 53541 53877 56114 58573 60072 62156 68348]
SMsplice 5SS: [  173  5114  9974 10751 14533 18351 22287 23409 28768 28927 30799 33109
 38037 38189 38394 47060 49654 51642 52643 53683 53989 56226 58679 60169
 62290 62914]
SMsplice 3SS: [ 4994  9885 10669 14455 18188 22173 23189 28679 28849 30657 32960 37950
 38122 38310 46995 49578 51550 52501 53541 53877 56114 58573 60072 62156
 62780 68348]
top_k =  500
Partition function (log Z): 37.425164980821094

Sorted 5' Splice Sites (High to Low Probability):
Position 47060: 0.9924301680413402
Position 56226: 0.9896482593350783
Position 28927: 0.9815434436792804
Position 5114: 0.9796501331959014
Position 22287: 0.9757466392863894
Position 14533: 0.9704971648040804
Position 62290: 0.9571903683224646
Position 38189: 0.9532510982526197
Position 28768: 0.9528045451198525
Position 60169: 0.9360518831124888
Position 18351: 0.9334901356250974
Position 30799: 0.9163414026125009
Position 38037: 0.9151719488512817
Position 38394: 0.9067473844811952
Position 53683: 0.9062299088824046
Position 173: 0.8873677326693886
Position 52643: 0.8208429079914569
Position 9974: 0.8106511915162474
Position 58679: 0.7681772204494715
Position 39789: 0.7386300300190489
Position 62914: 0.7040604163569972
Position 33109: 0.6715154290556219
Position 25258: 0.6647887867033389
Position 29487: 0.6248700660489012
Position 23409: 0.5859065348473386
Position 10751: 0.5858750378567199
Position 51642: 0.5850103923602495
Position 49654: 0.5767426602435298
Position 53989: 0.5126742317399073
Position 21918: 0.44509374763101406
Position 31210: 0.4108454526601316
Position 49763: 0.3966067181713857
Position 39509: 0.34585575953292275
Position 66604: 0.32360888606728977
Position 39249: 0.316673372074792
Position 58837: 0.3139096639803782
Position 21497: 0.31275859467201533
Position 33039: 0.2960763721394836
Position 49404: 0.28437337707394317
Position 63028: 0.27341465287278666
Position 39253: 0.2687087710472029
Position 57430: 0.25726965967954907
Position 55682: 0.2512883153774944
Position 64367: 0.24604617744517393
Position 63966: 0.21961426671544282
Position 38506: 0.21578388656849604
Position 62658: 0.2114061511541929
Position 41117: 0.20354436968309444
Position 46065: 0.17661293232023842
Position 34534: 0.16369668028075726
Position 23254: 0.16362824995409175
Position 37860: 0.16276746407899703
