Gene = PDZK1IP1
index = 1009
Annotated 5SS: [ 190 2737 5054]
Annotated 3SS: [2627 4957 6011]
SMsplice 5SS: [ 190 2737 5054]
SMsplice 3SS: [2627 4957 6011]
top_k =  500
Partition function (log Z): 1.0189886983268748

Sorted 5' Splice Sites (High to Low Probability):
Position 5054: 0.9713531425539879
Position 2737: 0.9682087655018465
Position 190: 0.9565217610931823
Position 3087: 0.19147697549309067
Position 1062: 0.19062895466915047
Position 848: 0.15924411407709246
Position 3359: 0.04644370914981706
Position 502: 0.04041729403303776
Position 1513: 0.035864687624241665
Position 6064: 0.031732939951360506
Position 4151: 0.026201822798895907
Position 3070: 0.025625954068739968
Position 3431: 0.02399392211642633
Position 3466: 0.01763477779360081
Position 787: 0.017512642705955643
Position 3630: 0.017357401612059297
Position 3420: 0.01616644129454309
Position 238: 0.015865263051091136
Position 1258: 0.014442338061654418
Position 497: 0.014321704857880837
Position 3369: 0.014197133513274313
Position 4785: 0.011475781210295518
Position 1103: 0.011228647465958228
Position 5027: 0.010812835061619864
Position 5059: 0.010116816799272055
Position 3105: 0.00873193984279475
Position 4245: 0.006640250458084635
Position 4170: 0.006624859902415976
Position 739: 0.006064235145199427
Position 3635: 0.006019330724717749
Position 491: 0.005531595287482808
Position 2985: 0.005429689977738484
Position 6081: 0.004899548132685167
Position 3242: 0.004757451329007959
Position 1391: 0.003797679669306437
Position 2538: 0.003505756056619184
Position 2198: 0.0034921863824218494
Position 1020: 0.003202836089703283
Position 1468: 0.003192373436857984
Position 1453: 0.0031125072584627556
Position 1272: 0.002983281343645486
Position 2771: 0.0027712788468065457
Position 389: 0.002210221934458379
Position 987: 0.0019959443826469575
Position 3347: 0.0017547792485087842
Position 746: 0.001615957489359235
Position 5079: 0.0015176986783385677
Position 3873: 0.0014705975505921384
Position 773: 0.0014468254910073176
Position 2470: 0.001348442220544575
Position 4159: 0.001332131972322633
Position 1851: 0.0011546193567725637
Position 5117: 0.0010796440767476736
Position 2554: 0.0010235067195447493
Position 1066: 0.0008230745041214202
Position 2887: 0.0006297681820912385
Position 950: 0.0004716609256878983
Position 5272: 0.00031726153461686087
Position 6231: 0.00021561708259781425
Position 5010: 0.00019388701121291198
Position 768: 0.00017990461709656443
Position 393: 0.0001315858021441573
Position 181: 0.00011670036587312272
Position 5637: 0.00011224005260600661
Position 2722: 0.00010803108907902937
