Gene = HBP1
index = 640
Annotated 5SS: [   67 11102 13641 16982 17512 17721 20488 21357 27191 31341]
Annotated 3SS: [10917 13411 16839 17399 17607 20330 21211 26872 31198 32452]
SMsplice 5SS: [  225 11102 16982 17512 20488 21357 27081 31341]
SMsplice 3SS: [10917 16839 17399 20330 21211 26904 31198 32452]
top_k =  500
Partition function (log Z): 2.494096898194478

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.9917674537126433
Position 21357: 0.9623858058297671
Position 16982: 0.9400520121166901
Position 11102: 0.8669049447758969
Position 17512: 0.8332733581924073
Position 20488: 0.7090161997233652
Position 13641: 0.6176793579263187
Position 27081: 0.5303254519081491
Position 9021: 0.507699231316995
Position 31341: 0.4914067796894028
Position 14316: 0.4144124604272761
Position 5189: 0.3754958156964389
Position 27191: 0.3538753827648863
Position 4631: 0.2826343350976628
Position 1931: 0.1571599679946723
Position 4413: 0.15245699686172848
Position 20140: 0.15008564226348298
Position 14352: 0.14252527085397396
Position 17352: 0.1261128455305096
Position 4176: 0.11763761989961014
Position 24059: 0.10946470702684839
Position 19742: 0.10912666123532269
Position 14988: 0.10892087439288858
Position 17721: 0.099479887091482
Position 20452: 0.08677528423081225
Position 17282: 0.07755051126792928
Position 505: 0.06943860301037583
Position 27587: 0.06916365434084126
Position 22581: 0.06267256591598507
Position 14767: 0.062057665650118
Position 16967: 0.05994798788330681
Position 26534: 0.05056646031355291
Position 1170: 0.03971358697671671
Position 23989: 0.038015682336142935
Position 32546: 0.037622369123064464
Position 11451: 0.03562674080174376
Position 20653: 0.03243258735446895
Position 21335: 0.03152415630686
Position 5224: 0.026675747053696353
Position 5208: 0.024376402831204083
Position 26587: 0.023107395655492535
Position 4996: 0.023026632755741728
Position 27403: 0.01866605908506673
Position 22498: 0.017617656254213514
Position 16164: 0.016808947792871683
Position 6099: 0.016037292115224446
Position 1556: 0.015694397065131028
Position 11556: 0.015623077120769423
Position 497: 0.015038378713820784
Position 30054: 0.01482084247453105
Position 26016: 0.013942579158593198
Position 27609: 0.012671133173592494
Position 8127: 0.011946898296639325
Position 5785: 0.010591191865622492
Position 18825: 0.009266514815218797
Position 20649: 0.008815082726769887
Position 20419: 0.00827903097292247
Position 16119: 0.00801602035827322
Position 4946: 0.007665942951331098
Position 4014: 0.006651772697485462
Position 27170: 0.006362359896884302
Position 67: 0.0048962279342548865
Position 2252: 0.003758171138422976
Position 5554: 0.0033889364540015277
Position 27621: 0.003043403508764685
Position 4227: 0.0022152630930346445
Position 1335: 0.002023722333360134
Position 445: 0.0017731760419656714
Position 252: 0.0017622188999763435
Position 29770: 0.001499093524555232
Position 3773: 0.0014359043982412403
Position 17143: 0.0013921670390775877
Position 13564: 0.0013656937428230024
Position 1369: 0.0013590141887130003
Position 27044: 0.0010631226823571132
Position 2387: 0.001045978202686444
Position 19587: 0.0009647606968501816
Position 5254: 0.0008523575205904953
Position 26995: 0.000464830469167298
Position 154: 0.00037762602434931775
Position 522: 0.0003193912958241601
Position 240: 0.0002816885924610195
Position 2525: 0.00027316257105157557
Position 3765: 0.0002554299791928896
Position 27249: 0.00024481608021412145
Position 2957: 0.00019051897441579874
Position 1043: 0.0001873522649223986
Position 620: 0.00017533548786655546
Position 5376: 0.00017429336282619913
Position 21286: 0.00015972809632830572
Position 656: 0.00011400840230674762
Position 4627: 0.00010168337818731447
Position 17840: 9.583292000328963e-05
Position 2690: 7.845553152599807e-05
Position 4452: 6.859493445049374e-05
Position 49: 6.469402274696058e-05
Position 5402: 6.20895521198279e-05
Position 1446: 1.7539318393309116e-05
Position 258: 1.6167842120764814e-05
Position 638: 1.602719477235824e-05
Position 93: 1.1177656111738538e-05
Position 669: 9.63954162539461e-06
Position 605: 2.243173685139567e-06
Position 485: 1.959510231092974e-06
Position 142: 1.5439720497531263e-06
Position 114: 1.522914450689373e-06
Position 400: 1.2649410654513317e-06
Position 888: 1.1681891891593813e-06
Position 62: 8.000590754473865e-07
Position 169: 7.412339723433668e-07
Position 587: 4.809169891530102e-07
Position 71: 4.564171565414984e-07
Position 85: 3.3682665048252773e-07
Position 12: 2.4784342510351903e-07
Position 138: 2.4475081081725687e-07
Position 79: 2.156034462858008e-07
Position 177: 6.163022783688517e-08
Position 172: 4.850976882432718e-08
Position 232: 4.645705346460674e-08
Position 229: 1.543016408671263e-08
Position 174: 1.4443342204348165e-09
Position 180: 2.2722410439335156e-10
Position 311: 1.1069871833524182e-12
Position 347: 5.212729406886533e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 16839: 0.9999999999999972
Position 21211: 0.952278452185287
Position 20330: 0.8062580573547442
Position 10917: 0.7728268274931179
Position 31198: 0.6596083052302921
Position 17399: 0.6565137224482182
Position 26904: 0.5736593418574176
Position 32452: 0.5724223260741877
Position 14156: 0.46498598145303877
Position 8923: 0.44146364212234596
Position 13411: 0.43249508841731843
Position 5091: 0.42678305618789303
Position 26872: 0.3278219914043416
Position 4495: 0.27517907480217113
Position 27328: 0.20681429143862876
Position 17223: 0.19093324951232202
Position 13431: 0.18654996325182316
Position 4072: 0.1844528180377483
Position 17448: 0.15287626295483966
Position 14704: 0.14756438883311984
Position 20050: 0.1359947725514763
Position 19621: 0.10306653793955457
Position 10855: 0.09407811728277865
Position 14152: 0.09195174982821142
Position 23833: 0.08751204681344835
Position 26473: 0.07420727013467451
Position 8939: 0.06623558919464916
Position 333: 0.06456729853406615
Position 32646: 0.06451783438806191
Position 17607: 0.055885383005510526
Position 4355: 0.053751890108492094
Position 1893: 0.04724452956629557
Position 23935: 0.044970151949605144
Position 1850: 0.043143987427331394
Position 1736: 0.04103258179334534
Position 17630: 0.040109125179775884
Position 20558: 0.03906012765359482
Position 31225: 0.03705715961207725
Position 22497: 0.03560718692344145
Position 1076: 0.029848128995967414
Position 4257: 0.025929111324701343
Position 16017: 0.024824968151144905
Position 21233: 0.024490372684905302
Position 14730: 0.023414151209886765
Position 22539: 0.022855150026694724
Position 11299: 0.022175736752708355
Position 356: 0.021849608839811786
Position 29928: 0.021297714885368378
Position 22371: 0.020989942128662415
Position 1828: 0.020582910906977912
Position 17281: 0.01733297739465569
Position 25763: 0.01572988002724177
Position 4712: 0.01548200219401114
Position 1428: 0.015114448589141063
Position 23830: 0.015051818711858551
Position 5486: 0.013231305490934849
Position 4806: 0.012968897793867104
Position 21249: 0.012182200491831535
Position 7960: 0.011946898296639329
Position 11442: 0.011476367588723991
Position 11313: 0.010854491383358426
Position 19959: 0.010847540067390485
Position 5976: 0.01040559538149629
Position 17103: 0.010393001220240656
Position 4263: 0.009107587330278973
Position 32257: 0.008894304254847248
Position 31798: 0.00743469514378728
Position 27303: 0.006883296843014759
Position 29211: 0.006614518487782683
Position 18770: 0.00642164154767522
Position 996: 0.006340076339151986
Position 19708: 0.006060123295768121
Position 31452: 0.0057142376423983815
Position 30149: 0.005673531249116548
Position 6019: 0.0056316967337281575
Position 17119: 0.005610396999816255
Position 11349: 0.005522339359176443
Position 4576: 0.005297640924749377
Position 940: 0.0038991504660757952
Position 31517: 0.003847188199835677
Position 31707: 0.003713581564568841
Position 31535: 0.0036126737424163552
Position 27733: 0.003297650897204776
Position 19919: 0.0032433296446162147
Position 27285: 0.0031450436917245584
Position 3816: 0.003103173856264004
Position 17053: 0.0029928731822515832
Position 31173: 0.0028045071020325963
Position 29575: 0.0027626208089785304
Position 28262: 0.0027426249092899666
Position 17238: 0.0027199863827131326
Position 1710: 0.00264662920255393
Position 4827: 0.002269192065225183
Position 28026: 0.0020848199598996163
Position 30949: 0.0020435575626940425
Position 3894: 0.002032235710187272
Position 21162: 0.0020080567336042644
Position 2153: 0.0017473014084497403
Position 1747: 0.0015340741442068351
Position 20951: 0.0013690624320242875
Position 1123: 0.0013343682544690253
Position 18656: 0.0013029295718242457
Position 2130: 0.001237705997592652
Position 11378: 0.001220882838545968
Position 24341: 0.0011275188532368341
Position 17253: 0.0011149722609451226
Position 17552: 0.0011003161195802047
Position 1671: 0.0010982009332244675
Position 3589: 0.0010408321955933811
Position 29292: 0.0009800610685225962
Position 20922: 0.0009608456047234926
Position 22260: 0.0009143608922904036
Position 2295: 0.0009041345992293933
Position 18547: 0.000881308784112387
Position 26100: 0.0008341530114073719
Position 21131: 0.0008304865469814613
Position 4122: 0.0007603834534927734
Position 5436: 0.0007488228286891775
Position 3818: 0.0006668572447588133
Position 18687: 0.0006606349116069425
Position 1226: 0.0006493904391924213
Position 4223: 0.000635987283039699
Position 1368: 0.0006330915639620867
Position 19515: 0.00059064501399742
Position 5140: 0.0005207377176081152
Position 3908: 0.00044970338775776576
Position 3659: 0.00040190921101692425
Position 28007: 0.0003323268535318165
Position 25699: 0.00032532266862570354
Position 26817: 0.00026621980593337434
Position 3960: 0.00025412901693697934
Position 3603: 0.0002485929708238245
Position 19362: 0.00023128289709729307
Position 1332: 0.0002294980545432318
Position 954: 0.00021184937247509939
Position 1835: 0.00018628242872676266
Position 2321: 0.00017450515592584587
Position 5311: 0.00016897436460717972
Position 2136: 0.00016164719268363148
Position 17077: 0.00015976815590640255
Position 24321: 0.00014457322338277942
Position 19391: 0.0001428327857554688
Position 17262: 0.00014257177291982808
Position 5174: 0.00013642140073704716
Position 2654: 0.0001320692647887908
Position 2132: 0.00012662234614828805
Position 24738: 0.0001208610481336319
Position 27402: 0.00011143433796862537
Position 2386: 0.0001025971850618524
Position 2612: 9.077924188635501e-05
Position 1153: 8.828987590148141e-05
Position 3867: 8.40121341128438e-05
Position 385: 8.093587749669347e-05
Position 3935: 6.16613474677835e-05
