Gene = HAUS6
index = 638
Annotated 5SS: [  596  6446  8803  9949 13708 16029 16386 20247 22641 24944 26518 32901
 39606 40112 43032 45159]
Annotated 3SS: [ 6349  8723  9815 13559 15962 16336 20075 22446 24816 26414 32818 39538
 39925 42895 44117 46714]
SMsplice 5SS: [   79   596  5084  6446  8803  9949 13708 16029 20247 32901 43032]
SMsplice 3SS: [  447  4968  6349  8723  9815 13580 15962 20075 32818 42895 46971]
top_k =  500
Partition function (log Z): 3.850765341095666

Sorted 5' Splice Sites (High to Low Probability):
Position 20247: 0.9999818478406586
Position 26518: 0.9994088798262325
Position 32901: 0.9980500067897005
Position 8803: 0.9891863786876477
Position 79: 0.9801413950789291
Position 43032: 0.9731489917163896
Position 596: 0.9650897965982803
Position 9949: 0.9006265427126449
Position 13708: 0.8772991496884934
Position 16029: 0.8457656771846651
Position 6446: 0.7577734408232982
Position 16386: 0.6050129001359772
Position 47052: 0.5991292176394493
Position 22641: 0.5131542025558153
Position 5084: 0.47212833904481233
Position 9511: 0.3370668479941381
Position 24944: 0.31836262841416446
Position 5466: 0.23066138113600362
Position 5950: 0.22914096320641333
Position 5050: 0.21997771728748636
Position 19129: 0.1427341713974863
Position 1754: 0.11569801275511729
Position 22351: 0.10319060171882592
Position 10045: 0.08733980842446976
Position 5471: 0.07483722147315314
Position 8590: 0.06829413373898707
Position 2254: 0.06311014705092591
Position 7300: 0.06280320414142654
Position 5072: 0.0539314965206881
Position 6897: 0.05203581347931937
Position 6177: 0.04299840383637903
Position 24640: 0.03297721528037647
Position 9328: 0.029698538545843787
Position 15979: 0.023358894414093997
Position 2883: 0.02323992388589609
Position 8627: 0.022605505322017796
Position 15053: 0.02260520913799019
Position 11009: 0.02196903870614033
Position 17462: 0.021599635150706488
Position 234: 0.016898965403035964
Position 5961: 0.01480931967179586
Position 2569: 0.014217261148846397
Position 19141: 0.014156079385386076
Position 17955: 0.013255747243101038
Position 10456: 0.013141082699192407
Position 7865: 0.011454462297949232
Position 1861: 0.010918523890881467
Position 19579: 0.010224846733299013
Position 7429: 0.009573519144375663
Position 7561: 0.008412608001779428
Position 8877: 0.0058593475064198375
Position 5566: 0.005607040576394254
Position 2231: 0.005081312704689984
Position 4431: 0.004592416380098367
Position 22312: 0.0045131925526931274
Position 4446: 0.003577533751297856
Position 6680: 0.003034931784438054
Position 16246: 0.0030255578579372056
Position 20712: 0.0026605380289226265
Position 515: 0.002437096842088357
Position 8807: 0.002349415659758802
Position 8472: 0.00230322509350113
Position 6042: 0.0021481798272511617
Position 17606: 0.001632971900896135
Position 2264: 0.0014544532899899566
Position 4175: 0.0011694972628137706
Position 7861: 0.0010635013969394966
Position 9658: 0.0010592291796588465
Position 4315: 0.0010564979783895504
Position 37: 0.0010382467916550204
Position 12232: 0.0010306264612242233
Position 5092: 0.0010151185265126464
Position 9001: 0.0009844497457617194
Position 8842: 0.000872159833021041
Position 2288: 0.0008197966463376114
Position 1775: 0.0008093065952015569
Position 4359: 0.0007069212889708017
Position 4939: 0.0006976025501908506
Position 24081: 0.00046425369125864904
Position 14781: 0.0003453639228714525
Position 5990: 0.0002975564319363581
Position 300: 0.0002581753674290238
Position 3410: 0.00023381386853331716
Position 5556: 0.00021375834537812658
Position 228: 0.00013788578855401728
Position 9152: 0.0001163945729262026
Position 83: 0.00010495931414668452
Position 303: 8.149111831459302e-05
Position 7793: 7.788188076495861e-05
Position 676: 7.069346295704238e-05
Position 983: 5.9923060638277e-05
Position 5558: 5.540178799694561e-05
Position 888: 4.976269384089069e-05
Position 388: 4.061928717338067e-05
Position 277: 3.946413770666611e-05
Position 57: 3.2169749888039065e-05
Position 575: 2.9191023913623295e-05
Position 1460: 2.876860817307394e-05
Position 91: 2.4046830430079112e-05
Position 241: 2.327353387828384e-05
Position 775: 2.183015675786682e-05
Position 806: 2.0479601789925053e-05
Position 573: 1.2904028452399286e-05
Position 261: 1.0062935453002938e-05
Position 919: 7.207425023089266e-06
Position 2385: 7.096272525560828e-06
Position 1844: 6.572835381087665e-06
Position 2452: 5.915761472671215e-06
Position 897: 4.243647335533273e-06
Position 2443: 4.2044944430113346e-06
Position 10082: 4.160465292339897e-06
Position 167: 3.947846228100165e-06
Position 20139: 2.2392632816124696e-06
Position 1090: 1.929772362768108e-06
Position 483: 1.5335437050768677e-06
Position 694: 1.4908666461924363e-06
Position 24906: 1.3873570100367027e-06
Position 4062: 1.3304377910081368e-06
Position 20292: 1.0563693102307953e-06
Position 9896: 9.818218507948889e-07
Position 1099: 9.47879027313838e-07
Position 350: 7.472180699826303e-07
Position 2360: 7.42569004120858e-07
Position 1903: 7.38851072187907e-07
Position 258: 6.681726281046808e-07
Position 238: 6.088853804716576e-07
Position 2466: 5.6604041181485e-07
Position 945: 5.646604560042401e-07
Position 1150: 5.396146994684007e-07
Position 822: 5.203931543373909e-07
Position 1494: 4.952997717607934e-07
Position 1738: 4.762694267444121e-07
Position 335: 4.384214081206557e-07
Position 1900: 4.214267692793763e-07
Position 154: 3.555529048248072e-07
Position 702: 3.063367818103848e-07
Position 1175: 3.035841023835636e-07
Position 1021: 2.4595560152687375e-07
Position 22570: 2.4204929760248677e-07
Position 916: 2.2441636061403417e-07
Position 1354: 1.9568528468055653e-07
Position 663: 1.9308862837287546e-07
Position 1060: 1.5856687190203972e-07
Position 594: 1.2104112395293526e-08
Position 416: 7.1273150978784185e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 26414: 0.9994300388130503
Position 32818: 0.9981144501022008
Position 8723: 0.9974703102129225
Position 42895: 0.9904668268586783
Position 9815: 0.9846014564195017
Position 20075: 0.9750431367802602
Position 447: 0.9549205480849232
Position 15962: 0.8811498626831412
Position 4968: 0.7290997250529339
Position 13580: 0.7235178825991542
Position 6349: 0.7095023430514206
Position 46934: 0.4844347200860569
Position 46971: 0.43132573298988486
Position 16336: 0.321506516843429
Position 22548: 0.30861398528484163
Position 24816: 0.29605639094849706
Position 49831: 0.26012391060297313
Position 5803: 0.24783778250103833
Position 5373: 0.20721752617771888
