Gene = SNRPE
index = 1292
Annotated 5SS: [  99  608 2111 3505]
Annotated 3SS: [ 580 2047 3425 8261]
SMsplice 5SS: [ 612 3505]
SMsplice 3SS: [3425 8261]
top_k =  500
Partition function (log Z): -6.947375148039654

Sorted 5' Splice Sites (High to Low Probability):
Position 3505: 0.7672844089326862
Position 612: 0.6019096725310706
Position 341: 0.3770873897001395
Position 99: 0.108776672053862
Position 608: 0.0969860006230023
Position 7651: 0.06971435952267171
Position 129: 0.0601384442541321
Position 2111: 0.05530323927088969
Position 2231: 0.05437588647111422
Position 1670: 0.04311208983741252
Position 244: 0.03287599055300372
Position 495: 0.030065213235492442
Position 261: 0.02487656578954389
Position 1681: 0.02236077704122143
Position 6341: 0.020216279917826707
Position 1059: 0.018969513628266543
Position 135: 0.018957569056648717
Position 1345: 0.018852945667595076
Position 7642: 0.013355936705830202
Position 269: 0.011392836212183743
Position 650: 0.01129353750271473
Position 1005: 0.00915621133816412
Position 7610: 0.008496450167801884
Position 462: 0.008241532410814906
Position 5441: 0.007768077605677367
Position 1161: 0.00752116717414714
Position 8332: 0.007506812783393376
Position 148: 0.00628979743906564
Position 817: 0.005161433028929794
Position 81: 0.00504474071162138
Position 6980: 0.004436112422448719
Position 64: 0.0038891952212426815
Position 2115: 0.0038429380567119604
Position 3247: 0.0032710761089435763
Position 188: 0.0028191414050183633
Position 4020: 0.0026831298912484724
Position 8633: 0.0022714597358579345
Position 4638: 0.0021309609951994735
Position 6169: 0.002084866347210155
Position 5380: 0.0017498124833143116
Position 1002: 0.0017459930128661588
Position 2063: 0.0015138096496017525
Position 2688: 0.0014264921875347947
Position 367: 0.0012737523575208386
Position 733: 0.0012502735544456546
Position 4382: 0.0010476687889621164
Position 4034: 0.0010473736429475926
Position 1213: 0.0008221877968564984
Position 115: 0.0007764824131298918
Position 428: 0.0007266276921924543
Position 21: 0.0007080134269065111
Position 1984: 0.0005690172017432222
Position 87: 0.0004663976795645052
Position 3988: 0.0003980676499212752
Position 255: 0.00017824844510873288
Position 360: 0.00012455744115790686
Position 784: 0.0001227666123520017
Position 1434: 0.00010857240368313185
Position 1073: 9.320404466181377e-05
Position 887: 6.19495051768702e-05
Position 15: 5.87371581153834e-05
Position 780: 5.6498820390183765e-05
Position 72: 4.087934475973416e-05
Position 628: 4.023920887071891e-05
Position 1447: 3.268349570463194e-05
Position 272: 1.8160270456539324e-05
Position 394: 1.732359002105938e-05
Position 485: 1.5357427943795945e-05
Position 1548: 1.392197386801256e-05
Position 50: 9.875908931132282e-06
Position 405: 7.756730847454968e-06
Position 348: 6.463613896180889e-06
Position 863: 5.7153956598611386e-06
Position 247: 4.555772449398085e-06
Position 519: 4.426389284027237e-06
Position 1129: 3.747574381395687e-06
Position 715: 2.438468588733033e-06
Position 1020: 2.1029707739338252e-06
Position 183: 3.1979357313006855e-07
Position 32: 4.1282779742636393e-08
Position 23: 2.7092558602145218e-08
Position 292: 7.767235052755454e-10
Position 55: 6.697275562165324e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8261: 0.9220499246937646
Position 3425: 0.7287725397415932
Position 528: 0.30770334815675876
Position 2047: 0.1116570484756747
Position 7496: 0.09865014095870196
Position 1615: 0.07426564233994473
Position 566: 0.05009754500990277
Position 953: 0.04081317872512897
Position 6921: 0.038087749835370555
Position 3401: 0.035927752787980605
Position 6330: 0.023482635568329885
Position 304: 0.017178479826401402
Position 442: 0.010216729229136152
Position 1205: 0.009489590732115003
Position 466: 0.008873605561506867
Position 5266: 0.007739348925018042
Position 3873: 0.005303640396271919
Position 8493: 0.004182952704402719
Position 3359: 0.004082538710498623
Position 413: 0.0038095152563026977
Position 8846: 0.003570386003810785
Position 5330: 0.003396862426088527
Position 1160: 0.0032124302576166898
Position 4515: 0.003115873792981943
Position 1259: 0.0029960081205348123
Position 699: 0.0029425631780318415
Position 5999: 0.00230610933004224
Position 485: 0.0022681043912068438
Position 6469: 0.002250044374851953
Position 532: 0.002248537886525163
Position 2384: 0.002202150563008058
Position 6929: 0.0020355709787134306
Position 472: 0.0020257722786095017
Position 3456: 0.0019027681161391183
Position 3048: 0.001887418943335717
Position 8540: 0.0018779544780236001
Position 7736: 0.00144286427998908
Position 5036: 0.0014045585616876768
Position 3013: 0.001383657165607859
Position 4237: 0.0012900620354264702
Position 5282: 0.0012622421532038884
Position 1212: 0.0009356020008041735
Position 494: 0.0009137536716410229
Position 1328: 0.0008376729526107267
Position 5896: 0.0008258576801253577
Position 6906: 0.0008203911091852392
Position 5058: 0.0008177496152836563
Position 383: 0.0006768991810521926
Position 6951: 0.0006556349634983475
Position 8723: 0.000623927561127987
Position 423: 0.0005705308472343366
Position 580: 0.0005484547429934149
Position 7665: 0.0005448991299939965
Position 3780: 0.0005381145698136617
Position 5143: 0.0005378531868049805
Position 7099: 0.0005130268482406775
Position 712: 0.0005054044059439523
Position 7471: 0.00046624632159785774
Position 7712: 0.0004487829815680215
Position 6535: 0.0004399472597703836
Position 6312: 0.00041761672492898305
Position 3813: 0.0004070352073054426
Position 4075: 0.0003946916256919131
Position 322: 0.00033326814369572357
Position 3696: 0.00032681568019637144
Position 209: 0.0003165527917364849
Position 3939: 0.0003113279685638681
Position 420: 0.00029345377579244965
Position 4717: 0.00025249554901078956
Position 6465: 0.00025013987794689425
Position 4185: 0.00023082483970737056
Position 535: 0.00020188658298507178
Position 594: 0.00018021068013609738
Position 2139: 0.00016805229607244038
Position 2142: 0.00016690089170976692
Position 1981: 0.00014710937040240125
Position 4808: 0.00011895369820807242
Position 3892: 0.00010426402323187049
Position 3840: 0.00010091808963947199
Position 4374: 9.593545884378786e-05
Position 4903: 8.803053777287646e-05
Position 4544: 6.276228754543186e-05
Position 3611: 6.104628963132001e-05
Position 4086: 5.714182489107767e-05
Position 3909: 5.106297409670157e-05
Position 1726: 4.6991609139433675e-05
Position 111: 4.524856592773041e-05
Position 3557: 4.4353292528953074e-05
Position 1281: 3.2736992500327474e-05
Position 1229: 3.114069032925037e-05
Position 226: 1.94632491398026e-05
Position 3608: 1.8744583297721957e-05
Position 8584: 1.8437477992684584e-05
Position 901: 7.35803673939417e-06
Position 509: 7.117605112433049e-06
Position 161: 6.626353046345126e-06
Position 904: 4.714890546337831e-06
Position 268: 4.641485236694587e-06
Position 183: 4.02515953615873e-06
Position 172: 2.992036100380625e-06
Position 330: 2.168279717089589e-06
Position 325: 2.1236415198273897e-06
Position 812: 1.96899102677477e-06
Position 238: 1.0975911671199023e-06
Position 777: 8.767745699561741e-07
Position 119: 7.926299752389093e-07
Position 647: 7.826210592257308e-07
Position 247: 7.228949145099331e-07
Position 332: 4.1069667982119285e-07
Position 155: 3.996000026794461e-07
Position 234: 3.5052122974293154e-07
Position 340: 2.8920585628900387e-07
