Gene = SHISA4
index = 1253
Annotated 5SS: [ 360  909 1880 2861]
Annotated 3SS: [ 736 1745 2692 3091]
SMsplice 5SS: [ 360  909 2861]
SMsplice 3SS: [ 736 2692 3091]
top_k =  500
Partition function (log Z): -2.6280335661914966

Sorted 5' Splice Sites (High to Low Probability):
Position 2861: 0.8852176017170214
Position 360: 0.8700846926912899
Position 909: 0.556502080882924
Position 843: 0.43122762222054983
Position 1880: 0.2378503886124256
Position 1719: 0.11818270981455256
Position 559: 0.0534953683514541
Position 2865: 0.04024659678834535
Position 46: 0.026754241377569803
Position 87: 0.02371553299462924
Position 74: 0.015131019870701182
Position 1280: 0.01335181503630709
Position 129: 0.011810090397867885
Position 1961: 0.004817599534627796
Position 2184: 0.003113198737711963
Position 1472: 0.003058963020302218
Position 341: 0.002795206907788861
Position 337: 0.0019071379312841585
Position 552: 0.0016731767318833603
Position 1071: 0.0015465506568229695
Position 1063: 0.001391911482848988
Position 1103: 0.0012495073646470582
Position 2423: 0.0009763805552371588
Position 3008: 0.0006575746876574777
Position 2202: 0.0006218566313763192
Position 1146: 0.0005079011581351879
Position 1976: 0.00033547058914021636
Position 1267: 0.0003128053351100805
Position 2556: 0.0002726060135537994
Position 233: 0.0002532144096201075
Position 762: 0.00024185731008005356
Position 633: 0.00024133151975025375
Position 491: 0.00020765068485972124
Position 241: 0.00019418869610857473
Position 1889: 0.0001698505372747652
Position 3332: 0.0001262759516481005
Position 1585: 9.852794656468026e-05
Position 481: 9.211193270915362e-05
Position 1535: 6.899492722982856e-05
Position 1419: 6.63655471734457e-05
Position 3201: 5.833694511102731e-05
Position 1180: 4.939536795969009e-05
Position 3214: 4.88067884305894e-05
Position 644: 4.016230234668964e-05
Position 608: 3.1131978432788516e-05
Position 91: 1.1909766803350065e-05
Position 1203: 7.69734451773961e-06
Position 389: 5.761928632541989e-06
Position 3169: 5.4650497958901085e-06
Position 668: 5.180953224004904e-06
Position 1077: 1.8608918616934285e-06
Position 483: 1.636040977668672e-06
Position 795: 1.2156594080360669e-06
Position 34: 1.0644082512666234e-06
Position 631: 2.1072369950483518e-07
Position 913: 1.9120102577274255e-07
Position 151: 1.1797384224989099e-07
Position 1196: 8.532576875528259e-08
Position 759: 3.4005539843006836e-08
Position 80: 3.096669457149048e-08
Position 807: 2.815914124404366e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 736: 0.9777563187870473
Position 3091: 0.7485794083110572
Position 2692: 0.6361873616515811
Position 1745: 0.21633153781839123
Position 2944: 0.15515788222537294
Position 2748: 0.13649094128696213
Position 2778: 0.12671213402661805
Position 1607: 0.0631704894513238
Position 1550: 0.052058283940744375
Position 3169: 0.04230906048532219
Position 3117: 0.018240151825174775
Position 1179: 0.013791760336372033
Position 1671: 0.010851831066028732
Position 453: 0.010219453573469142
Position 2632: 0.007440922860859229
Position 2697: 0.006407646910166117
Position 3029: 0.006338791657492355
Position 2975: 0.00604956669600364
Position 958: 0.005527316382647347
Position 2833: 0.0040790599729843245
Position 1279: 0.0037884662952903997
Position 2958: 0.0036853577187567813
Position 1752: 0.0036160630889253546
Position 2801: 0.0036091712661258887
Position 2758: 0.003566047080315311
Position 2713: 0.0035076756638173926
Position 1490: 0.0031614813200902033
