Gene = GET4
index = 585
Annotated 5SS: [  249  9583 10099 10968 14515 15867 17264 17420]
Annotated 3SS: [ 9503 10016 10817 14375 15725 17187 17346 18781]
SMsplice 5SS: [  249  9583 10099 10968 14515 15867 17264 17420 18929]
SMsplice 3SS: [ 9503 10016 10817 14375 15725 17187 17346 18781 19387]
top_k =  500
Partition function (log Z): 15.477823335139949

Sorted 5' Splice Sites (High to Low Probability):
Position 249: 0.9995221216402834
Position 14515: 0.9906672810341209
Position 9583: 0.9865621041437046
Position 17420: 0.9863246300976439
Position 17264: 0.982978317904154
Position 15867: 0.9622727474282091
Position 10968: 0.8780770955251126
Position 10099: 0.7663494930217752
Position 10145: 0.2125540187074405
Position 5829: 0.17734139570178967
Position 7644: 0.16165878614573076
Position 15420: 0.13487996879418154
Position 15454: 0.12003260033102608
Position 7686: 0.10951855869838543
Position 2754: 0.09660568942306337
Position 9230: 0.09217766563554097
Position 18267: 0.09087887863817379
Position 5560: 0.07390096675236528
Position 5878: 0.07075260016246714
Position 6661: 0.0706726954442504
Position 10527: 0.05827976050280228
Position 12300: 0.05178974349099039
Position 5355: 0.0511600185853449
Position 14282: 0.03626801948017469
Position 5025: 0.03291571692505247
Position 10392: 0.026996074299577923
Position 17734: 0.025446305717224706
Position 17098: 0.024294059023744336
Position 7293: 0.022912320179738405
Position 7189: 0.02244900728926133
Position 12751: 0.02183825675676707
Position 3396: 0.018671019318419205
Position 5587: 0.018508071585980918
Position 11952: 0.017825236434928386
Position 17828: 0.01780441029108205
Position 2716: 0.017652067182260187
Position 7843: 0.017532101185609064
Position 17838: 0.016719766747314242
Position 11864: 0.016616863890462175
Position 7648: 0.016434194810506033
Position 9245: 0.01634712614097213
Position 8943: 0.01634047396048159
Position 17063: 0.01558288554203812
Position 15399: 0.015253136757119845
Position 16591: 0.015107547256863127
Position 14039: 0.014313188115287633
Position 18157: 0.013816372822327795
Position 15085: 0.012707896277799361
Position 16868: 0.012539129523124885
Position 5795: 0.011856176832303387
Position 12660: 0.011766560326056769
Position 16897: 0.010754251169406277
Position 12457: 0.010716531479272616
Position 18179: 0.010388431460336975
Position 11616: 0.00860562400594861
Position 17460: 0.008488280182226839
Position 11417: 0.008125770048012005
Position 17031: 0.00725959342067158
Position 16801: 0.0068041281926639365
Position 16833: 0.006191161246977046
Position 16317: 0.006101125328858287
Position 14053: 0.006064611953012122
Position 4841: 0.0058948836913599156
Position 9972: 0.005843616900156291
Position 17743: 0.005683486238773932
Position 14483: 0.005586598317125857
Position 16932: 0.0054481412751581255
Position 10430: 0.005354424087814442
Position 11294: 0.005278632004665958
Position 4549: 0.004904108022688585
Position 16626: 0.004482616290065322
Position 16731: 0.004398277866643231
Position 16696: 0.004219164695589115
Position 16766: 0.0040984317363112295
Position 9638: 0.004048463890544669
Position 16964: 0.003845211633436558
Position 16429: 0.003676387771900187
Position 12533: 0.0036745581391737997
Position 13028: 0.0034030254180888934
Position 10161: 0.003351311725353367
Position 11397: 0.003322600493754002
Position 10457: 0.0032863305710832476
Position 17919: 0.003143441813510236
Position 16489: 0.002765739119895565
Position 16999: 0.0026319540463802674
Position 18477: 0.0025193522208899863
Position 14057: 0.002345783246352546
Position 4591: 0.0021842195421990563
Position 10656: 0.002142304198141216
Position 15272: 0.0021288643173649415
Position 12664: 0.002097315224425739
Position 17818: 0.0020516704596158083
Position 16464: 0.002004611630747633
Position 17464: 0.0016814813875971877
Position 17493: 0.0016552987892536363
Position 16661: 0.0016415890263985094
Position 1579: 0.0016363125037254353
Position 2770: 0.0015713138597413182
Position 17254: 0.0015224898870623018
Position 3400: 0.0014569983260953685
Position 14519: 0.0014506207121059854
Position 10706: 0.0014242415720500967
Position 18380: 0.0013585296008818554
Position 14491: 0.0013058271814017457
Position 10435: 0.0012870149028663658
Position 18899: 0.0010749489361466945
Position 18271: 0.0009848706759603
Position 18142: 0.0009781072069199104
Position 18062: 0.0009119439744393534
Position 5097: 0.0008487109887344986
Position 10782: 0.0008453996652036175
Position 11027: 0.0007892333906219341
Position 11375: 0.0007448235290025378
Position 18134: 0.000717225141015592
Position 18433: 0.0006909532923572172
Position 12878: 0.0006599303517647744
Position 10250: 0.000626791126529324
Position 10080: 0.0005948866718789932
Position 11370: 0.0005381215143857031
Position 17803: 0.0005342093696358575
Position 18452: 0.00048429493013082536
Position 14388: 0.0004475060334791457
Position 10801: 0.0004036024399780842
Position 228: 0.0003854153332748108
Position 15726: 0.0003795746992070128
