Gene = SMCO1
index = 1278
Annotated 5SS: [ 207 5847]
Annotated 3SS: [5696 7034]
SMsplice 5SS: [ 263 5847]
SMsplice 3SS: [5696 7034]
top_k =  500
Partition function (log Z): -8.16838397747457

Sorted 5' Splice Sites (High to Low Probability):
Position 5847: 0.973924827402174
Position 263: 0.7652803991545981
Position 7129: 0.3244872405246053
Position 6872: 0.2566688882401092
Position 207: 0.0779326950263936
Position 5241: 0.06930195447705256
Position 333: 0.0548233329965262
Position 6840: 0.046929958284265175
Position 4542: 0.04620485584794274
Position 694: 0.0356356194456131
Position 1313: 0.02898554637982874
Position 378: 0.022252048025507058
Position 7396: 0.014330093346968591
Position 7136: 0.012560733716366469
Position 6730: 0.011062150397249353
Position 7303: 0.007941824795637155
Position 1568: 0.0067792695772683
Position 961: 0.00605944732223057
Position 7746: 0.005841398634461467
Position 7274: 0.0054230589157715885
Position 426: 0.005341636913125263
Position 5786: 0.005199813610279599
Position 1457: 0.004558352960045508
Position 1863: 0.004388225770564848
Position 4691: 0.003806709870008145
Position 1032: 0.0037691295282650064
Position 2473: 0.003766618019879351
Position 1101: 0.0034337665785396042
Position 7351: 0.00341318655688367
Position 714: 0.002863462671562788
Position 6070: 0.0026688363265537883
Position 661: 0.0025932249561232993
Position 7540: 0.0025633481221342957
Position 241: 0.0025275623275568255
Position 1088: 0.0024328379669448148
Position 7171: 0.0024262030378020597
Position 4520: 0.0017292209076657833
Position 846: 0.0015749776268532722
Position 1411: 0.0013970203810993675
Position 549: 0.001022846525179836
Position 5927: 0.0009559206176591159
Position 1379: 0.0009323078566250308
Position 861: 0.0009031050354266641
Position 5094: 0.0008290871600620435
Position 5887: 0.0007524905287464829
Position 5851: 0.000698780862318142
Position 6904: 0.0006693722693375905
Position 6241: 0.0006398289967477794
Position 699: 0.0005988787004070086
Position 4656: 0.0005630899108776141
Position 8021: 0.0005324810618788209
Position 1225: 0.0005236262716405666
Position 788: 0.0004993625603976475
Position 2660: 0.0004959057006357427
Position 5312: 0.00042782831194849194
Position 4972: 0.0004028649053678243
Position 2779: 0.0003747785176167106
Position 2300: 0.0003623737549440692
Position 5903: 0.0003217529511866865
Position 1998: 0.0003044671962450431
Position 750: 0.00025374239089656506
Position 2628: 0.00024072258484748535
Position 6692: 0.0002298590973181258
Position 1598: 0.00021696145868784245
Position 1815: 0.0002140782993296916
Position 5173: 0.00020862063833704047
Position 1081: 0.00020104940155691364
Position 4793: 0.00019964794751898334
Position 2162: 0.0001746401493998013
Position 29: 0.00014559518902411566
Position 3: 0.00010357138446076279
Position 5833: 5.5565961579044e-05
Position 6158: 5.023674249696916e-05
Position 6648: 4.168481461685975e-05
Position 6876: 3.223113844127736e-05
Position 59: 2.1584333018223697e-05
Position 10: 1.6532198937267955e-05
Position 5869: 1.1363212708098007e-05
Position 6276: 1.1042493683865019e-05
Position 933: 3.0841221955729983e-06
Position 471: 2.022890336703462e-06
Position 619: 1.975361480228576e-06
Position 537: 1.9220834167487824e-06
Position 757: 1.1638159319162057e-06
Position 631: 1.1386623958213544e-06
Position 394: 8.380704064706099e-07
Position 682: 7.58020947708734e-07
Position 634: 7.550783135931565e-07
Position 351: 5.994679865672165e-07
Position 640: 4.658216860597218e-07
Position 338: 3.661642362229599e-07
Position 601: 3.365871722113833e-07
Position 543: 2.2160707270714403e-07
Position 326: 4.282328264213324e-09
Position 484: 2.1808127026556676e-09
Position 115: 2.6264734397431055e-10
Position 125: 5.580746238823591e-12
Position 320: 2.344976220260322e-12
Position 803: 2.300778454974487e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5696: 0.9840296061465118
Position 7034: 0.8746303657344453
Position 7816: 0.21491352924705998
Position 6675: 0.13828286958534397
Position 6772: 0.13444737463016126
Position 7636: 0.13363153767991343
Position 5093: 0.0544610672727983
Position 4444: 0.037578085089577336
Position 8378: 0.0227809934240518
Position 6432: 0.022634898030002903
Position 7573: 0.021644635061988708
Position 6647: 0.016145049353894308
Position 7621: 0.013459971962533932
Position 5132: 0.013032799368034644
Position 6730: 0.009585576916836038
Position 7067: 0.009030769231523026
Position 7395: 0.008878003538123784
Position 1095: 0.007792382839399205
Position 6014: 0.006189760042766702
Position 6941: 0.005954569980557892
Position 4390: 0.005949447303325391
Position 5994: 0.005400229600855442
Position 6036: 0.0053783647429583555
Position 1745: 0.004700808442136586
Position 6928: 0.004544594357908224
Position 6593: 0.003802788988043629
Position 860: 0.00372019487347388
Position 1255: 0.0036646694590551066
Position 4367: 0.0034913551203866145
Position 8337: 0.0033648499318401624
Position 7788: 0.003293135111173322
Position 1225: 0.003276775177405165
Position 6596: 0.0032750023271438168
Position 5701: 0.003015992251637803
Position 7533: 0.002898677274516521
Position 7012: 0.0027162090384099777
Position 6689: 0.0025925203337782477
Position 6456: 0.002540719748690743
Position 2344: 0.002502137296623905
Position 4578: 0.002387445589162433
Position 7281: 0.001991465310906138
Position 774: 0.0019787233719520798
Position 1258: 0.0019011222996636193
Position 5970: 0.001832526284959451
Position 7970: 0.0017735248708230956
Position 4387: 0.0016795116476275656
Position 1329: 0.0016753522964607105
Position 7514: 0.0016162435881055088
Position 542: 0.00161264978566778
Position 4856: 0.0014665779008961744
Position 910: 0.001420240161893526
Position 5099: 0.001352157451946143
Position 931: 0.0012836372751327274
Position 2204: 0.001168722862088121
Position 1478: 0.0010710421708638982
Position 7150: 0.0010554398358855854
Position 1436: 0.0010125344474900748
Position 4350: 0.0009687099693186685
Position 7559: 0.000958257558917616
Position 6530: 0.0009459314244196675
Position 7371: 0.0009375938587707303
Position 8342: 0.0008780359142503823
Position 7499: 0.0008765634903839175
Position 6622: 0.0008447403440822183
Position 8147: 0.000809145509167337
Position 5769: 0.000730006620412477
