Gene = P4HTM
index = 994
Annotated 5SS: [  722  1026 11740 12708 14372 15282 15979 16299]
Annotated 3SS: [  943 11548 12610 14208 14971 15828 16174 16797]
SMsplice 5SS: [  503  1026 11674 12708 15979 16299]
SMsplice 3SS: [  943 11548 12610 15828 16174 16797]
top_k =  500
Partition function (log Z): 5.318544127969649

Sorted 5' Splice Sites (High to Low Probability):
Position 1026: 0.9994532915345722
Position 12708: 0.9890888411546803
Position 16299: 0.9683192642232454
Position 503: 0.8200856519226121
Position 15979: 0.7552835115391625
Position 11674: 0.6772808506257979
Position 14372: 0.6512379529715637
Position 6928: 0.5867257001180655
Position 15043: 0.3525887168858885
Position 9769: 0.23678334427374503
Position 15702: 0.2296803390900235
Position 14130: 0.22720459783439106
Position 4680: 0.21411362861938263
Position 14068: 0.2135288028550939
Position 722: 0.19981491138411864
Position 15829: 0.1841486967917049
Position 14866: 0.17254613227781235
Position 7668: 0.15797881478876635
Position 6528: 0.12567923438447898
Position 14332: 0.11981581443128625
Position 13677: 0.10251225138347231
Position 8784: 0.10247176477644743
Position 11735: 0.08745076642065744
Position 14105: 0.08437116303311208
Position 6357: 0.06273305535470143
Position 11740: 0.06097250180389369
Position 1530: 0.05207883196970486
Position 5623: 0.04896592652245652
Position 13595: 0.046812552305426865
Position 6178: 0.04139438878978573
Position 13685: 0.03499444606201634
Position 14134: 0.032204294666994815
Position 15543: 0.031429763579569156
Position 15282: 0.029394024840383667
Position 4464: 0.026801705139183993
Position 2381: 0.024717036645392074
Position 4500: 0.023970637319224594
Position 10267: 0.023657284450926123
Position 13525: 0.02263310548637597
Position 1336: 0.020111842643482144
Position 14298: 0.015451491628111495
Position 6374: 0.01507527033643507
Position 585: 0.014890488083534244
Position 13950: 0.013717981796768041
Position 16273: 0.013221344645882266
Position 825: 0.012495392116167554
Position 15926: 0.011973630755256568
Position 60: 0.011204951072488936
Position 14870: 0.010563884749494972
Position 13194: 0.010247060983755323
Position 829: 0.008166713488549554
Position 9378: 0.0076485430586023685
Position 16677: 0.006099831032092177
Position 13614: 0.005509675641296136
Position 15381: 0.004719858745544133
Position 12846: 0.004550909521381305
Position 13711: 0.004508157934352669
Position 15030: 0.004460973629589208
Position 1451: 0.0035870080193168546
Position 12880: 0.003524978969328977
Position 12740: 0.0033798396596290965
Position 1248: 0.0031461774201097556
Position 7199: 0.003079091047679951
Position 4171: 0.0028243302384340628
Position 12763: 0.0027331329692118394
Position 13383: 0.0020267110952795772
Position 693: 0.001846086225157215
Position 13458: 0.0016907304293982855
Position 15162: 0.0016843022173867236
Position 73: 0.001467557650637886
Position 12702: 0.0014134877346525141
Position 4195: 0.0012588833688365513
Position 175: 0.0011505635207116794
Position 13135: 0.0008874062535757798
Position 12913: 0.000868346657172653
Position 4219: 0.0008460022465108278
Position 16092: 0.0007158790025824824
Position 565: 0.0007079611006598718
Position 127: 0.0006783649630165713
Position 12987: 0.0006612574336524582
Position 14290: 0.0005712022420127598
Position 6338: 0.0005711514347802196
Position 554: 0.00057053108531106
Position 1188: 0.0003406825615573037
Position 383: 0.00031952715694431703
Position 4698: 0.00031576697180547185
Position 13538: 0.0003143141707668298
Position 795: 0.0002540049967682457
Position 16973: 0.0001846355158147984
Position 258: 0.00015475888914736797
Position 577: 0.000140570906256803
Position 16803: 0.00011734513450083959
Position 16621: 0.00011710334325832352
Position 84: 8.254896143575247e-05
Position 266: 6.718268272626239e-05
Position 1067: 5.5894704281570526e-05
Position 436: 5.5126946440956064e-05
Position 563: 5.3426059971062086e-05
Position 507: 4.332028882419403e-05
Position 363: 2.124374062563636e-05
Position 299: 1.8747031890607493e-05
Position 17026: 1.6310747702901416e-05
Position 90: 1.4343210865925293e-05
Position 590: 1.2928292633418022e-05
Position 1030: 1.0337489797925918e-05
Position 1571: 9.940655297864269e-06
Position 957: 7.821700068209674e-06
Position 1158: 5.70001227877327e-06
Position 1439: 5.473127508648685e-06
Position 3093: 4.443129578334546e-06
Position 660: 4.353343531281387e-06
Position 859: 3.826617774548734e-06
Position 2348: 3.7525692574252474e-06
Position 3056: 2.697241187350718e-06
Position 2742: 1.8936756923242236e-06
Position 2360: 1.862162812730955e-06
Position 514: 1.6820324274536202e-06
Position 3014: 1.3319344241550539e-06
Position 3760: 1.2630624896563455e-06
Position 1101: 1.2284690049152072e-06
Position 125: 1.1359437089434985e-06
Position 904: 1.042470598525893e-06
Position 58: 1.0197781615649069e-06
Position 1400: 8.606924460978787e-07
Position 944: 3.5414442445167145e-07
Position 1093: 2.930295825206105e-07
Position 3202: 2.3204248383166662e-07
Position 962: 2.221208107709422e-07
Position 927: 1.5758625168718624e-07
Position 1072: 6.205839526111764e-08
Position 16735: 2.607952504957683e-08
Position 1877: 1.0054662318605047e-08
Position 16470: 7.755242381985394e-09
Position 16328: 2.7919163427388916e-09
Position 16337: 2.488126214651182e-09
Position 569: 6.276007649055746e-10
Position 296: 6.870265945048245e-11
Position 26: 4.881996497468277e-12
Position 611: 4.572068518999699e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 16174: 0.98395891776285
Position 943: 0.9777663281337517
Position 12610: 0.975095638256905
Position 16797: 0.8698806327543344
Position 11548: 0.8024882681061014
Position 14208: 0.7747073628158883
Position 6837: 0.5867257001180656
Position 15828: 0.4706414810284595
Position 13843: 0.32755301417183397
Position 14971: 0.30012436371773854
Position 15466: 0.2562622072657692
Position 13969: 0.22175188261543316
Position 13499: 0.20532194058562084
Position 9599: 0.20307322506781986
Position 4609: 0.1907485161043443
Position 15887: 0.17212422218299905
Position 15777: 0.15748450716483944
Position 7455: 0.152548394515131
Position 14735: 0.1044017901627206
Position 8681: 0.10247176477644741
Position 6404: 0.09663992116563692
Position 6268: 0.0856927720890051
Position 16565: 0.07096667969728129
Position 15542: 0.06407350037774093
Position 621: 0.06394682342404391
Position 14697: 0.061107370234193326
Position 15800: 0.05516329189577931
Position 1322: 0.03525747157302464
Position 9707: 0.03371011920592509
Position 5430: 0.03019365593659272
Position 16405: 0.028486871012668852
Position 6072: 0.02796257286107446
Position 14949: 0.027354803655335106
Position 14828: 0.026477119968366908
Position 15955: 0.025332066375639825
Position 10012: 0.02365728445092612
Position 11604: 0.023215850744247687
Position 6243: 0.021726018255753602
Position 2236: 0.021658038367370194
Position 752: 0.01931987442862362
Position 14023: 0.018923778737264873
Position 4416: 0.018327144644854024
Position 4110: 0.017658301219426038
Position 1371: 0.01556279354697237
Position 14760: 0.01503910004172666
Position 4517: 0.012995675252881362
Position 15952: 0.012656498809674298
Position 14763: 0.01260895624080146
Position 15116: 0.011792660972931784
Position 13281: 0.011550562296445084
Position 12354: 0.011228983877516625
Position 6115: 0.010901650578703263
Position 12440: 0.009452464294324645
Position 4316: 0.00938380841214312
Position 12799: 0.009036756922729124
Position 17101: 0.008753713468249682
Position 14133: 0.008550866951199549
Position 1219: 0.007839139918784549
Position 1237: 0.007745246961569558
Position 9243: 0.007648543058602363
Position 5564: 0.007387611530445369
Position 5479: 0.007379639244303295
Position 899: 0.007327660974559584
Position 16925: 0.006211449402878616
Position 4364: 0.005766916718808006
Position 14922: 0.005496763649713379
Position 7398: 0.005430420273635412
Position 1186: 0.005069982044419697
Position 13091: 0.004936264288000983
Position 4422: 0.004813375557771182
Position 15311: 0.004719858745544134
Position 16431: 0.004622903730203419
Position 12828: 0.004387587820026107
Position 15196: 0.004201344741677918
Position 16176: 0.003862053466091882
Position 13946: 0.003209451606762003
Position 4499: 0.0031709858794245777
Position 1442: 0.0028100335224335287
