Gene = NUB1
index = 968
Annotated 5SS: [  148  3768  7542  9784 11184 14252 14524 18549 25427 26270 27189 32503
 34245 35113]
Annotated 3SS: [ 3648  7373  9724 11112 14068 14428 18441 25239 26161 27035 32397 34148
 34934 35347]
SMsplice 5SS: [  148  3768  7542  9784 10495 11184 14524 18549 20483 25427 26270 27189
 32503 34245 35113]
SMsplice 3SS: [ 3648  7373  9724 10393 11112 14428 18441 20417 25239 26161 27035 32397
 34148 34934 35347]
top_k =  500
Partition function (log Z): 12.156033627541985

Sorted 5' Splice Sites (High to Low Probability):
Position 14524: 0.9925791893454758
Position 26270: 0.9914816053561712
Position 7542: 0.9537081791700847
Position 148: 0.8985450682525756
Position 34245: 0.8969904498754598
Position 27189: 0.8546337569484124
Position 3768: 0.8377320019010901
Position 35113: 0.8344062780186416
Position 9784: 0.7890829685984694
Position 11184: 0.7446857963549787
Position 20483: 0.6904962483356554
Position 32503: 0.5734036478425347
Position 18549: 0.5698112089710758
Position 10495: 0.5138999571971165
Position 25427: 0.48770103581465346
Position 14252: 0.47705430893169476
Position 25518: 0.4673970974166919
Position 25810: 0.44988036655383074
Position 4694: 0.3914111584625178
Position 33285: 0.3446788764320797
Position 4064: 0.25666275607237615
Position 20741: 0.24683277246935406
Position 19822: 0.23352868403530733
Position 26727: 0.21834178228980353
Position 11198: 0.21013218189391897
Position 26518: 0.1613358058034834
Position 32545: 0.12288780284649573
Position 12309: 0.12204966534352095
Position 20790: 0.10427757676047301
Position 2755: 0.0886290424211557
Position 25715: 0.08359685961355623
Position 4270: 0.07720625440701526
Position 20490: 0.06474977637951351
Position 27452: 0.060854296948445755
Position 10643: 0.05480580293726845
Position 7905: 0.05149333368188497
Position 35753: 0.04964455400012743
Position 267: 0.04503231345135478
Position 18759: 0.041878860390865816
Position 20874: 0.04182573740046233
Position 9556: 0.04059648257111081
Position 10277: 0.035515447403536834
Position 10043: 0.03487609220516882
Position 3884: 0.029897971841718125
Position 9955: 0.028972388177491246
Position 33152: 0.027766616832787396
Position 22064: 0.025941625537537927
Position 384: 0.023664823324566753
Position 3750: 0.022996859685842894
Position 9872: 0.022936242745201736
Position 10074: 0.021753307231601918
Position 9881: 0.02111509006564157
Position 3187: 0.0207890736407819
Position 10668: 0.02059364796199244
Position 8279: 0.019042384450543317
Position 9251: 0.0182441306926451
Position 3818: 0.017962982957280407
Position 3587: 0.017452167190753733
Position 30010: 0.016796804579343485
Position 216: 0.016535922328910418
Position 10501: 0.015796445245435775
Position 10018: 0.01463013783115064
Position 9812: 0.014613425169658521
Position 7724: 0.014548780517039455
Position 3583: 0.014445952227984225
Position 4864: 0.013451783965841775
Position 26846: 0.01248474727990531
Position 9548: 0.011863797438778516
Position 7987: 0.010703140558258798
Position 10297: 0.010573696038986571
Position 391: 0.009909562176819743
Position 35505: 0.009774412846937646
Position 19552: 0.009380846886923234
Position 4487: 0.009364916144178885
Position 9951: 0.008689386926894898
Position 1985: 0.008574259701010974
Position 3892: 0.008341355651251204
Position 25736: 0.00816326755291953
Position 4393: 0.007854070780498344
Position 15703: 0.00733223922111006
Position 19079: 0.007290671011516614
Position 12074: 0.007283609672620792
Position 34287: 0.0069541487451741865
Position 6825: 0.0068389997072904616
Position 8605: 0.006564176237107408
Position 13668: 0.006359029838967703
Position 7515: 0.0063531185830313
Position 9851: 0.006025710585336676
