Gene = JAZF1
index = 725
Annotated 5SS: [   281 188835 285524 340046]
Annotated 3SS: [188761 285326 339875 347766]
SMsplice 5SS: [   281   9352   9898  10101  17528  23834  24130  30722  43445  43677
  68142  85125 188835 199621 212453 216576 230726 232364 232669 266491
 267352 268285 285524 316684 316899 317221 335995 340046 340490 342388
 344560 344794]
SMsplice 3SS: [  9238   9766   9975  17355  23704  23965  30665  43309  43528  68059
  85003 188761 199449 212290 216498 230583 232255 232585 266410 267289
 268207 285326 316574 316761 317105 335893 339875 340207 342280 344480
 344676 347766]
top_k =  500
Partition function (log Z): -155.7328060632308

Sorted 5' Splice Sites (High to Low Probability):
Position 17528: 0.9970760071034882
Position 24130: 0.9945518776159022
Position 281: 0.9930440583050865
Position 9898: 0.7700479559530535
Position 9352: 0.7234049968596524
Position 10101: 0.559627385118191
Position 6624: 0.4113572630423023
Position 23834: 0.4004550184298961
Position 15700: 0.3566243642224855
Position 6619: 0.31481511352779
Position 4973: 0.2695092621297102
Position 30722: 0.25544772403544086
Position 10148: 0.230412471085545
Position 9296: 0.21626901976549986
Position 18940: 0.21010168946482954
Position 4662: 0.1067329990156765
Position 10668: 0.07978152104064988
Position 30001: 0.07640353448358264
Position 30764: 0.07405420052860275
Position 1535: 0.06016999461128622
Position 26017: 0.0582908319766677
Position 8972: 0.052539371194636274
Position 5246: 0.050642892080175125
Position 7710: 0.031526434854813816
Position 18067: 0.03044026064047516
Position 8422: 0.02897960669314202
Position 6307: 0.027803359555178733
Position 18325: 0.020463881150373984
Position 10055: 0.020213621252022033
Position 1950: 0.01972830965422716
Position 7148: 0.01727763993036976
Position 9599: 0.01669092246464525
Position 18089: 0.013864118066066515
Position 5009: 0.013106303447449773
Position 8339: 0.01025371116400085
Position 3046: 0.007144584737901863
Position 4906: 0.007082306921270311
Position 9393: 0.006811744312540913
Position 2114: 0.006365259403824595
Position 296: 0.005583552542969189
Position 9872: 0.004348617843499933
Position 4892: 0.003957180848567325
Position 4621: 0.0036598204971402108
Position 3739: 0.002935357690091115
Position 919: 0.0017702473920887553
Position 9318: 0.0015095629983892537
Position 2957: 0.0010160541497683862
Position 1658: 0.0007070251279596923
Position 1542: 0.0006665010813766321
Position 7500: 0.0005756633322422
Position 3792: 0.0005648288201643705
Position 1886: 0.0005304760241418741
Position 1448: 0.00038733164647874807
Position 4723: 0.0003450852520624704
Position 1874: 0.0003387554703770629
Position 3256: 0.00033645720378576465
Position 1494: 0.0003109337064470485
Position 2130: 0.0003052249444742879
Position 10095: 0.00023394562766480386
Position 3825: 0.00023331888942759464
Position 3137: 0.0002320057078508197
Position 4167: 0.0002084209766262366
Position 3699: 0.000205715079086265
Position 10064: 0.00017576982330178392
Position 414: 0.00012001229018496421
Position 443: 9.915665540580902e-05
Position 7096: 3.454457799540584e-05
Position 18866: 3.157510252422348e-05
Position 914: 2.890596896689733e-05
Position 9397: 2.4403252633113624e-05
