Gene = FLAD1
index = 559
Annotated 5SS: [  39  708 5491 6349 6899 7170 9428]
Annotated 3SS: [ 482 4745 6200 6799 6979 9353 9542]
SMsplice 5SS: [  39 5491 6899 7170 9428]
SMsplice 3SS: [5417 6799 6979 9353 9542]
top_k =  500
Partition function (log Z): -6.323675724076727

Sorted 5' Splice Sites (High to Low Probability):
Position 6899: 0.8036686164799351
Position 5491: 0.6554007968501985
Position 9428: 0.5660506939345634
Position 7170: 0.49125688818352736
Position 6349: 0.41301739211971483
Position 39: 0.34069753784095785
Position 275: 0.30055452669109006
Position 708: 0.282929353730315
Position 191: 0.17186953738392624
Position 4839: 0.1182698955584613
Position 9315: 0.10176380365777901
Position 9454: 0.08477214818480375
Position 222: 0.0844594063064156
Position 4809: 0.07284616242052483
Position 5340: 0.06092107772271017
Position 1045: 0.04782160810478033
Position 4242: 0.04227816106407095
Position 6433: 0.034897239023608154
Position 6980: 0.03212746687082521
Position 5290: 0.02710971783928707
Position 207: 0.02552796742708795
Position 9409: 0.016233098166530506
Position 6633: 0.01597651539485431
Position 6916: 0.015165320335244415
Position 1039: 0.011840850126036863
Position 4249: 0.010863336390655407
Position 9434: 0.0067820090963916155
Position 4667: 0.002402552291494558
Position 790: 0.0008878110977549449
Position 279: 0.0008531578247198531
Position 18: 0.0006724967811662207
Position 4860: 0.0004704772652817252
Position 404: 0.0003738432402764198
Position 2529: 0.00030583844175367114
Position 483: 8.714400909665639e-05
Position 141: 5.104418662781773e-05
Position 800: 4.2384766775147404e-05
Position 75: 3.995048636750322e-05
Position 272: 3.703463055495843e-05
Position 577: 3.570685101339617e-05
Position 60: 2.5362040583589158e-05
Position 340: 1.706199798170962e-05
Position 105: 1.1575772796779167e-05
Position 148: 3.4885309386736156e-06
Position 120: 2.7358476051927003e-06
Position 297: 2.350285780258823e-06
Position 358: 8.683949914978242e-07
Position 420: 6.400246505876345e-07
Position 583: 2.791108638952459e-07
Position 385: 7.877646737974235e-12
Position 45: 1.6044372238932558e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9542: 0.8593632049170211
Position 6799: 0.8012866947624752
Position 9353: 0.6036279532301733
Position 5417: 0.5963682056815917
Position 6979: 0.547519548899422
Position 6200: 0.2909809618047797
Position 9205: 0.18529803905957992
Position 482: 0.13782517308932085
Position 4745: 0.11210941953993694
Position 6338: 0.08294765295682735
Position 5098: 0.07997558936735588
Position 4711: 0.05547964894965215
Position 6830: 0.054998717691783015
Position 4106: 0.05302749163702697
Position 5139: 0.048778876002347024
Position 6156: 0.03763500567150972
Position 4606: 0.025770743949316464
Position 6220: 0.023763192273751507
Position 605: 0.02115250760257117
Position 664: 0.02042954066828377
Position 899: 0.019136527776025015
Position 5326: 0.019087736126081126
Position 7105: 0.017043787946034995
Position 9289: 0.01577285054419002
Position 6094: 0.015682271897278954
Position 513: 0.012898883497534158
Position 637: 0.012501565907162143
Position 368: 0.01190452941896111
Position 759: 0.011515596396543773
Position 7120: 0.010368162904024196
Position 6532: 0.008647824382797122
Position 823: 0.006961042043352399
Position 6393: 0.005624612684122798
Position 6992: 0.005065526270748224
Position 537: 0.0032736462608551078
Position 820: 0.0032264968930079117
Position 6847: 0.003180931188120632
Position 786: 0.002002140030723865
Position 432: 0.001698460236008787
Position 980: 0.001547340095058452
Position 527: 0.0015188651365753152
Position 8295: 0.0014711954393228437
Position 9594: 0.0013492571957428772
Position 4650: 0.0013354699965692283
Position 7458: 0.0013333766182006249
Position 9118: 0.0012096161087069039
Position 7604: 0.0011735880143887304
Position 7505: 0.0008900176711900041
Position 9691: 0.0007584741023871245
Position 497: 0.0006986639995215856
Position 1893: 0.0006259901329353238
Position 2390: 0.000449775724026655
Position 7040: 0.0004384380981326671
Position 5073: 0.00037700214215118615
Position 977: 0.00031297609773086227
Position 1915: 0.00024403513557883581
Position 904: 0.00023819494735353812
Position 7549: 0.0002191713623271933
Position 4007: 0.00018275880686126114
Position 4899: 0.00017187406630367195
Position 9631: 0.00016931392327706386
Position 4666: 0.0001411887375648282
Position 4611: 0.00013751675211997293
Position 2411: 0.00010978510702960957
Position 5727: 7.59175000969829e-05
Position 946: 5.660488885732155e-05
Position 1550: 4.300424197169794e-05
Position 613: 3.350920362910623e-05
Position 929: 3.334465726512467e-05
Position 798: 3.271245441622175e-05
Position 3697: 2.2606846133527156e-05
Position 1897: 1.7035232798569978e-05
Position 374: 1.650125902052703e-05
Position 546: 1.6467777744006347e-05
Position 1106: 1.1910071327819047e-05
Position 722: 9.770119443868837e-06
Position 1708: 4.46840269521182e-06
Position 397: 3.118872335132598e-06
Position 595: 2.9468455258614695e-06
Position 693: 2.4665045123810495e-06
Position 408: 2.0908448078264564e-06
Position 436: 1.6612755506127493e-06
Position 370: 1.2761729849098222e-06
Position 607: 9.111020862692142e-07
Position 618: 7.232499687094735e-07
Position 413: 2.217912283178041e-07
Position 698: 2.1683568503843512e-07
Position 927: 1.5500261698376456e-07
Position 622: 1.5019701924686732e-07
Position 707: 1.3234213399578177e-07
Position 615: 9.749939117170174e-08
Position 332: 5.8811657498771934e-08
Position 727: 5.516240843296466e-08
Position 418: 5.4919907820634264e-08
Position 1017: 2.6181068244722565e-08
Position 958: 1.7961226112257826e-08
Position 221: 1.5394025345171604e-08
Position 278: 1.480658589435806e-08
Position 842: 1.4389475863469393e-08
Position 171: 1.5745965122472383e-09
Position 310: 1.4259205078579564e-09
Position 178: 1.3283951783769212e-09
Position 153: 5.419642414165209e-10
Position 103: 3.497948874057655e-10
Position 204: 2.593766972048576e-10
Position 155: 1.6450156090942844e-10
Position 184: 1.4054255385914577e-10
Position 225: 1.2707090851709864e-10
Position 123: 1.1039224284982231e-10
Position 110: 1.0969240473223173e-10
Position 190: 5.829630857581163e-11
Position 230: 4.618648586702006e-11
Position 227: 3.8163799495574487e-11
Position 99: 3.789906121071946e-11
Position 247: 3.204923631558264e-11
Position 194: 1.7544634091161098e-11
Position 127: 9.11119201414745e-12
Position 113: 8.882907213021992e-12
Position 82: 7.164541758883458e-12
Position 120: 6.138280977021203e-12
Position 262: 4.624194911768884e-12
Position 85: 4.42968275576698e-12
Position 272: 3.160484570762565e-12
