Gene = ADGRL4
index = 33
Annotated 5SS: [    86   1649  60445  67531  68619  68912  70424  79833  85106  86536
  88889  89085 113621 115195]
Annotated 3SS: [  1498  60291  67459  68438  68727  70306  79626  84931  86331  88667
  89017 113528 115025 115501]
SMsplice 5SS: [    86   1649  15558  46932  60445  68619  68912  70424  78651  80988
  86536  87434  88889 105698 110139 113621]
SMsplice 3SS: [  1498  15299  46827  60291  68438  68727  70306  78504  80881  86331
  87340  88667 105610 110031 113528 115501]
top_k =  500
Partition function (log Z): -59.060854478126295

Sorted 5' Splice Sites (High to Low Probability):
Position 1649: 0.8995140464850201
Position 86: 0.8814502403983866
Position 1318: 0.3988280675575136
Position 2059: 0.35495308689019633
Position 3737: 0.2989939669290536
Position 1778: 0.2625324417523416
Position 8900: 0.16918411354452717
Position 1793: 0.14519270398667966
Position 4079: 0.04075630185724083
Position 1179: 0.03774578535676856
Position 2037: 0.03521631940995583
Position 6323: 0.032862674578617114
Position 115: 0.027694388642792604
Position 657: 0.022086349545360037
Position 1684: 0.01661550062762493
Position 3805: 0.00971777188562239
Position 6414: 0.00885938130841073
Position 4056: 0.007709052484412753
Position 162: 0.007599186107155615
Position 274: 0.007517086721809489
Position 138: 0.0062963358897184275
Position 2010: 0.005945011847747628
Position 392: 0.005727139586697962
Position 502: 0.002849637980857789
Position 464: 0.0026950695365700003
Position 648: 0.002671874101674831
Position 1157: 0.0020994101591645066
Position 483: 0.0017300330868101148
Position 182: 0.0015985105951049025
Position 506: 0.000906899258927469
Position 216: 0.0005988612481547707
Position 1282: 0.00047119947242930087
Position 561: 0.00037608673435123616
Position 2018: 0.0003479246842292474
Position 259: 0.00022156542782929316
Position 1631: 9.71245022316729e-05
Position 627: 7.866378986781296e-05
Position 106: 7.398789838461172e-05
Position 733: 7.379434613079507e-05
Position 180: 6.346219852912956e-05
Position 752: 4.190816251898854e-05
Position 1008: 3.348460780368276e-05
Position 1974: 2.36811433091771e-05
Position 3756: 2.3555528400410792e-05
Position 583: 1.1549408547241699e-05
Position 90: 1.1183670418353973e-05
Position 311: 7.25255326690828e-06
Position 631: 2.757053071693221e-06
Position 230: 1.0996065605926737e-07
Position 3: 1.0207230271381012e-07
Position 118: 9.187217385244712e-08
Position 285: 8.84396793745369e-09
Position 515: 3.969226167151829e-09
Position 313: 1.6202800842148215e-09
Position 451: 1.1089681325479385e-09
Position 341: 6.53014750318339e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1498: 0.6311739837901157
Position 1894: 0.39765899630218154
Position 1724: 0.3960313796109119
Position 8716: 0.3846133660910429
Position 9273: 0.3524676622993849
Position 3601: 0.3221335676111194
Position 1475: 0.2700747242756135
Position 1103: 0.2087515407220405
Position 3893: 0.18569523222046147
Position 1025: 0.09908630515282985
Position 9977: 0.0915338773217574
Position 1256: 0.052773568713886256
Position 11166: 0.03626471370491696
Position 6214: 0.029068064038050193
Position 9600: 0.019410368386273566
Position 4196: 0.01893859093257558
Position 6024: 0.014988117134863496
Position 3570: 0.014808743919964097
Position 7847: 0.014617401376042057
Position 1624: 0.012737188382015228
Position 1233: 0.01144748543626201
Position 1052: 0.011264585226159208
Position 354: 0.007997256613819167
Position 1548: 0.007274045240629105
Position 6549: 0.0071003809988072885
Position 6045: 0.006406760718120611
Position 6390: 0.006363391818006994
Position 1140: 0.006012692468373115
Position 1882: 0.005859458443776089
Position 1400: 0.005542523634129113
Position 1281: 0.005105981541365931
Position 6074: 0.005059022265341144
Position 1912: 0.004916889070889236
Position 5764: 0.004843034568012738
Position 5330: 0.004681050008452922
Position 7488: 0.0038018247163823134
Position 1843: 0.003618863723563908
Position 8867: 0.0030258070622622367
Position 536: 0.002256573764675154
Position 311: 0.002118634309241961
Position 5664: 0.002048832556519327
Position 3288: 0.0020294131763339703
Position 3005: 0.001940792507285705
Position 5969: 0.001875859172986342
Position 1170: 0.0017383719576570629
Position 2385: 0.0015118642899778108
Position 2184: 0.00150297913595116
Position 307: 0.0014908576889516257
Position 1157: 0.001476472957901283
Position 5396: 0.001251013969249467
Position 987: 0.0011961072034139537
Position 601: 0.0011827165254186408
Position 5784: 0.0011533955046514972
Position 1354: 0.001070818845643244
Position 4325: 0.0010444428705919525
Position 2278: 0.0008617629398416033
Position 1219: 0.0006786056955662937
Position 5306: 0.0005498122490927046
Position 1115: 0.0004906356911295511
Position 1597: 0.00047190999627289644
Position 2707: 0.0004573138102453297
Position 3440: 0.0004559423903252996
Position 2649: 0.00044219555248527106
Position 2129: 0.0004393669092231633
Position 541: 0.00039808225131068896
Position 624: 0.0003609316188194187
Position 5810: 0.00034777912055284217
Position 1144: 0.00032482541254216617
Position 409: 0.0003044853036045906
Position 4119: 0.0002962094919110213
Position 3734: 0.00028641080103569233
Position 572: 0.00026658089590792926
Position 1030: 0.00026366867470525255
Position 456: 0.0002572764264217516
Position 1648: 0.00025298148944457905
Position 2885: 0.00018785253664108093
Position 1177: 0.0001824325003807861
Position 2058: 0.0001493344182570234
Position 259: 0.00012812772619559814
Position 3542: 0.00012511993441628125
Position 994: 9.979148158805231e-05
Position 1782: 9.629429092071931e-05
Position 273: 8.752484563197187e-05
Position 3618: 7.411881023277115e-05
Position 425: 7.038832205704243e-05
Position 1120: 6.964838030574837e-05
Position 2181: 6.48591975054106e-05
Position 587: 6.27323231789217e-05
Position 502: 5.749283103835038e-05
Position 1785: 5.576345521364155e-05
Position 2082: 5.4833385383174315e-05
Position 1688: 5.43384055872635e-05
Position 821: 5.199435037952147e-05
Position 1117: 4.213825869940343e-05
Position 903: 2.982418654321188e-05
Position 226: 2.6023575715102566e-05
Position 279: 2.1870061889423086e-05
Position 709: 1.6982043221279696e-05
Position 391: 1.2001727737196504e-05
Position 1404: 1.0923778715114168e-05
Position 371: 1.0301767244406317e-05
Position 639: 7.958368945634727e-06
Position 1318: 4.414795970260521e-06
Position 1008: 2.825404465204875e-06
Position 318: 1.3862001857841351e-06
Position 651: 8.752414449140079e-07
Position 1949: 8.009339292774271e-07
Position 481: 5.026445146676119e-07
Position 506: 3.884564280605382e-07
Position 460: 3.3587740635025286e-07
Position 551: 9.744955293266111e-08
Position 216: 8.257870067262336e-08
Position 389: 5.734702304142294e-10
Position 515: 5.223317883979107e-10
Position 159: 2.0846798459970305e-10
Position 161: 2.6027372651495575e-11
Position 167: 2.493704780491476e-11
Position 202: 1.717135829520797e-11
Position 205: 1.5131072608241613e-11
Position 180: 1.0653900439772667e-11
Position 432: 9.686424607886219e-13
Position 85: 1.7500164931094722e-13
Position 141: 7.994535520492453e-18
