Gene = KIF12
index = 745
Annotated 5SS: [ 123  943 1451 1757 2671 3007 3844 4035 4705 4877 5172 5651 5829 6516
 6725]
Annotated 3SS: [ 866 1315 1620 2578 2849 3724 3929 4601 4785 5084 5559 5723 6414 6605
 7056]
SMsplice 5SS: [ 123  756  943 1244 1451 1757 2671 3844 4035 4705 4877 5172 5651 5829
 6319 6516 6725]
SMsplice 3SS: [ 627  866 1071 1315 1620 2578 3724 3951 4601 4785 5084 5559 5723 6209
 6414 6605 7056]
top_k =  500
Partition function (log Z): 36.3989517199214

Sorted 5' Splice Sites (High to Low Probability):
Position 5172: 0.9827446737076864
Position 4877: 0.9810311928324066
Position 123: 0.9724206679613056
Position 4705: 0.9707201815827446
Position 943: 0.9688150301253907
Position 756: 0.9640756155072923
Position 4035: 0.9608054682475372
Position 5829: 0.9553016166051147
Position 5651: 0.9215124114541504
Position 1451: 0.9128671836425097
Position 2671: 0.8327082970669017
Position 6516: 0.8295437303757616
Position 1757: 0.721445088451922
Position 1244: 0.6878297106339285
Position 3844: 0.5444527922506652
Position 6319: 0.5020322008928606
Position 3007: 0.44842887849653496
Position 6725: 0.44693348665959715
Position 2934: 0.24762571006503112
Position 1786: 0.24667848568316902
Position 351: 0.22386256329053755
Position 2693: 0.12723043190242755
Position 420: 0.11137857363033052
Position 3871: 0.0954605208047719
Position 6307: 0.08132721789895797
Position 6352: 0.042247275141949786
Position 5463: 0.038003379867496176
Position 1555: 0.03777906048249118
Position 6540: 0.03125481896828714
Position 2720: 0.031151571108620574
Position 3428: 0.03100516421941803
Position 628: 0.02858467254034124
Position 559: 0.027102841727791278
Position 1267: 0.02583022295358285
Position 2144: 0.02399966387067986
Position 3326: 0.0231143760141097
Position 3027: 0.020403787056054456
Position 6328: 0.01940515611477991
Position 6691: 0.01936821488820909
Position 6903: 0.019244832703531868
Position 3528: 0.015787406798016695
Position 5456: 0.01538129944628238
Position 45: 0.014965344694781366
Position 3522: 0.014839170747736705
Position 293: 0.014094434699388857
Position 983: 0.011683782393278181
Position 4441: 0.01126608624330943
Position 2926: 0.01124583844531048
Position 1539: 0.01031535428576602
Position 6236: 0.007190509967761292
Position 1184: 0.005436206862293765
Position 3454: 0.004396280106460865
Position 6667: 0.00438257156445348
Position 1874: 0.003872988872605992
Position 236: 0.0034536192486937945
Position 5844: 0.002894332191603282
Position 4832: 0.00268689548736209
Position 499: 0.0026705709848000294
Position 2750: 0.0026369731395827576
Position 6664: 0.002413341075019078
Position 1551: 0.0019897031834070584
Position 3474: 0.0018926363996596505
Position 6954: 0.0017533735162220516
Position 2724: 0.0016510604324119344
Position 671: 0.001643587035059798
Position 5850: 0.0011970423517262637
Position 7153: 0.0011840778865040778
Position 5685: 0.0011033228615827386
Position 3801: 0.001031549129249289
Position 1708: 0.0009209413184867074
Position 2893: 0.0009024478573785037
Position 5363: 0.000851141905673075
Position 5155: 0.0008213908987311741
Position 6775: 0.0008066821310546092
Position 2203: 0.0007582867198629085
Position 5516: 0.0007156728874163701
Position 1167: 0.0007004130675511878
Position 3568: 0.00050069511443527
Position 1792: 0.0004992348780614546
Position 6930: 0.0004655578561423183
Position 1759: 0.0003922308543158042
Position 6520: 0.00036469195013840594
Position 387: 0.00034694592292040734
Position 3370: 0.00027664448181201535
Position 6501: 0.00026023814410227735
Position 4170: 0.00025962517860788557
Position 1212: 0.00024452944139252263
Position 6935: 0.0002366121918201162
Position 6922: 0.00023377346799682958
Position 4727: 0.00023129052635692722
Position 3832: 0.00022985039413450664
Position 3930: 0.00021520350383529412
Position 2762: 0.0002073070375984017
Position 6437: 0.00019844732321985638
Position 5000: 0.00019833171075818014
Position 1761: 0.00019240644728252387
Position 6314: 0.00018735780833125529
Position 724: 0.0001731081738818796
Position 73: 0.0001569446678502903
Position 1178: 0.00013163935589562497
Position 452: 0.00011171293493509907
Position 1401: 0.00010831710471622305
Position 1229: 0.00010717144847829697
Position 717: 0.00010049713515298525
Position 3098: 9.40971197991175e-05
Position 577: 8.94692327481199e-05
Position 5614: 8.286079195522224e-05
Position 519: 7.992279048644079e-05
Position 1155: 7.29821914677451e-05
Position 2889: 6.214834362136899e-05
Position 4576: 4.764279700213584e-05
Position 4039: 4.575198371652359e-05
Position 1724: 4.5501895479184365e-05
Position 5280: 4.454326389705667e-05
Position 5521: 3.6775448962620213e-05
Position 1711: 3.4069760128617136e-05
Position 2675: 2.916840611579785e-05
Position 5655: 2.8975212774239555e-05
Position 5595: 2.848933484106344e-05
Position 5432: 2.7398326210886656e-05
Position 760: 2.739223273801311e-05
Position 316: 2.52641581572093e-05
Position 828: 1.793831863143513e-05
Position 5478: 1.60054838457939e-05
Position 389: 1.3397332536739e-05
Position 539: 1.283178618811572e-05
Position 424: 1.1727699372204942e-05
Position 2303: 1.1689191616418615e-05
Position 676: 1.0632312105824965e-05
Position 3029: 9.050797088195967e-06
Position 334: 7.981809524701327e-06
Position 4850: 7.279075582898636e-06
Position 2579: 6.2017813627346685e-06
Position 1331: 5.679197725283455e-06
Position 1325: 4.866581596299601e-06
Position 1303: 4.772752878379453e-06
Position 4743: 4.765516675669086e-06
Position 1888: 1.0443504529724073e-06
Position 15: 4.800911141358763e-07
Position 32: 2.924144422518127e-07
Position 5943: 1.596033819433638e-07
Position 5976: 1.5718895083558847e-07
Position 224: 1.2672412141526045e-07
Position 90: 9.186727082117634e-08
Position 467: 2.982105390387524e-08
Position 255: 1.1595667379793693e-08
Position 426: 8.534669787097699e-09
Position 221: 2.472592661636624e-09
Position 49: 1.2937745953764134e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3724: 0.9798919933922123
Position 4785: 0.9793096685863593
Position 6414: 0.9753848101037259
Position 1620: 0.9699099922525779
Position 866: 0.9612304731033974
Position 5084: 0.9600521807936316
Position 5723: 0.948812295892027
Position 5559: 0.920927261506133
Position 4601: 0.9093958136030321
Position 2578: 0.8104319602356926
Position 1071: 0.76021740391843
Position 627: 0.7520656028984448
Position 1315: 0.5798595784329917
Position 6605: 0.5596629433296092
Position 3951: 0.5517688188374514
Position 6209: 0.5437036734565462
Position 7056: 0.5017935667368708
Position 2849: 0.4496396241752154
Position 1341: 0.24762218878133097
Position 2549: 0.18512433972714246
Position 6882: 0.17366795153670578
Position 2922: 0.15224733212638292
Position 271: 0.1280400926647376
Position 575: 0.09466475250069803
Position 235: 0.08497893788363439
Position 253: 0.07979502375578171
Position 595: 0.07187001080055268
Position 1360: 0.07066194811536496
Position 3368: 0.06761617939525838
Position 450: 0.06134505322420245
Position 2835: 0.05725463314597569
Position 6152: 0.05689549150814758
Position 3929: 0.049723553234270086
Position 2824: 0.04612954838245448
Position 5396: 0.045850179277690646
Position 6643: 0.03963688654818266
Position 6608: 0.03613171872416201
Position 202: 0.028074716973818217
Position 497: 0.022735552369649033
Position 5044: 0.021281153582028273
Position 6122: 0.020535225579344285
Position 4638: 0.017835731564413416
Position 1989: 0.016014543088606524
Position 3956: 0.015806391387672838
Position 4619: 0.014582866882817772
Position 6172: 0.013843745743200343
Position 7138: 0.01356065015651769
Position 3249: 0.013455041754484453
