Gene = EIF2B3
index = 490
Annotated 5SS: [   118   5590   8296  45105  59983  89256 104999 106793 110993 111933
 128907]
Annotated 3SS: [  5432   8149  44944  59870  89165 104870 106601 110914 111783 128802
 135606]
SMsplice 5SS: [   118   5590   8296  45105  59983  89256 101972 104763 104999 106709
 110993 111933 117860 128907]
SMsplice 3SS: [  5432   8149  44944  59870  89165 101886 104650 104870 106601 110914
 111783 117775 128802 135606]
top_k =  500
Partition function (log Z): -65.0943849342857

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.9650354277888776
Position 8296: 0.8760867703010089
Position 5590: 0.8500016191814365
Position 5898: 0.18028024774704246
Position 10197: 0.17422830141264
Position 16633: 0.15381820340777355
Position 10767: 0.1062404683829507
Position 9715: 0.10275009934928138
Position 5605: 0.07310705278059651
Position 10193: 0.024812771187885517
Position 191: 0.018467753262406673
Position 5865: 0.01504196683667147
Position 11721: 0.013957861543965357
Position 5552: 0.0105954597786532
Position 12868: 0.00795878386520009
Position 130: 0.0058484021862839465
Position 9238: 0.004138672158043421
Position 5954: 0.0039700184414707615
Position 1282: 0.0036441302707700602
Position 273: 0.003162798411754991
Position 547: 0.0030485945752530778
Position 10048: 0.0029608908630757032
Position 6907: 0.001920194376932904
Position 395: 0.0017446204084357508
Position 7638: 0.001695421032211388
Position 4937: 0.0015577888066380546
Position 5869: 0.0013548448323853297
Position 177: 0.0013282175777742137
Position 438: 0.0013167028575034483
Position 10201: 0.0012823927767237296
Position 1047: 0.0012353601415472763
Position 1604: 0.0012120497492181471
Position 882: 0.0011328839174611282
Position 2672: 0.0009760439062722517
Position 5002: 0.0009215819436904442
Position 10519: 0.000868666804697951
Position 5722: 0.0008005641693594966
Position 10719: 0.0007972558306879891
Position 10020: 0.0006783894467675775
Position 2745: 0.0006416790368974231
Position 125: 0.0006321901974820006
Position 383: 0.000615626866928585
Position 5469: 0.0006021260347220679
Position 6436: 0.0005714745927292486
Position 528: 0.0005665182855001212
Position 10165: 0.0005295121293518347
Position 5679: 0.000484940260765759
Position 5752: 0.0004411765840160307
Position 3201: 0.00042328314652876855
Position 5985: 0.0003849737656217219
Position 7498: 0.00037114744355293196
Position 255: 0.00034270483030837917
Position 4560: 0.0002972171830691511
Position 6071: 0.00026077054278960017
Position 1273: 0.00025004521357058327
Position 5093: 0.00021197047354290784
Position 4695: 0.00018334544310749236
Position 4388: 0.00017859841285142194
Position 6224: 0.00016723889817016376
Position 253: 0.00015699196785277342
Position 8108: 0.00015414806050237901
Position 2557: 0.0001468069412629915
Position 6230: 0.00014024196648299185
Position 1572: 0.00013462231039202693
Position 1433: 0.0001296919869992907
Position 5104: 0.00012506296557257966
Position 201: 0.00012143987687439276
Position 3592: 0.00010740614791896208
Position 2704: 8.931100067882051e-05
Position 781: 8.536050820987504e-05
Position 2658: 7.932345359042629e-05
Position 2598: 7.241282708821297e-05
Position 4605: 6.499419013944884e-05
Position 10248: 1.9935307032273743e-06
Position 10211: 9.536035181357326e-07
Position 3196: 8.307217875439596e-07
Position 247: 6.50969220575946e-07
Position 74: 4.217946393120442e-07
Position 245: 3.434746446842967e-07
Position 219: 2.506526652093534e-07
Position 43: 2.3945195374261754e-07
Position 8: 2.305551882539953e-07
Position 835: 1.681531959859457e-07
Position 661: 1.316188065779308e-07
Position 216: 1.0405177996970513e-07
Position 389: 9.947784048734923e-08
Position 65: 8.609127292576236e-08
Position 262: 8.150957008048688e-08
Position 494: 6.03206198581278e-08
Position 666: 3.752624382183489e-08
Position 6063: 2.5917814178218896e-08
Position 161: 6.0389659844067184e-09
Position 12: 1.1290839352162803e-09
Position 51: 2.9298916597899544e-10
Position 24: 1.8883735838207362e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5432: 0.9020080334521048
Position 8149: 0.8529955847680577
Position 17458: 0.21758427293928348
Position 16565: 0.2170130104171034
Position 10621: 0.16301594883371995
Position 14035: 0.10884493401282908
Position 5751: 0.10220940300750847
Position 11403: 0.08475786700249004
Position 10117: 0.08381543627482059
Position 13576: 0.06214975883367397
Position 12913: 0.05715195013358081
Position 18249: 0.05291224139461866
Position 10369: 0.05221592641483919
Position 9671: 0.051316228654730345
Position 5717: 0.04916004440030241
Position 10044: 0.04602224716238052
Position 9602: 0.04577782085675843
Position 21423: 0.0398983516424391
Position 10073: 0.03922912396844476
Position 9848: 0.028252948614040166
Position 5529: 0.026808231395627633
Position 17716: 0.022806210972218598
Position 8171: 0.020766536704034617
Position 17741: 0.020731972743818695
Position 10019: 0.019973790503977993
Position 5658: 0.017522200420951806
Position 8197: 0.016850114487383775
Position 5787: 0.01293719757663483
Position 13488: 0.012511780024425706
Position 11844: 0.011523258299073124
Position 10641: 0.010853788959953231
Position 5725: 0.010349756760228057
Position 9955: 0.010297479869948249
Position 12805: 0.010241563937971496
Position 13572: 0.007988757280485207
Position 14389: 0.00761277481976886
Position 9650: 0.007112990355215478
Position 16204: 0.006557363238145896
Position 10434: 0.006253533125832104
Position 5454: 0.006083848481662228
Position 11960: 0.005297440983907734
Position 13596: 0.005052933177116947
Position 11421: 0.0050434788642874364
Position 8152: 0.004872694317605693
Position 15735: 0.0046198354346506515
Position 10617: 0.004604911498505857
Position 13245: 0.004090055339985393
Position 7370: 0.0037266718840202728
Position 5506: 0.0033495933852910214
Position 15996: 0.0031588400948776778
Position 5457: 0.003086845983275559
Position 11377: 0.0030052762199625177
Position 8386: 0.0026878015469689103
Position 6140: 0.00261092316321276
Position 12138: 0.0024673087361195543
Position 9715: 0.0021896234266889475
Position 10468: 0.0020879594946840545
Position 312: 0.0020657759142739124
Position 9619: 0.0020367710067535206
Position 11588: 0.0018265366041498499
Position 8406: 0.001712887315826034
Position 9217: 0.001685839124826238
Position 9167: 0.0015010638884424012
Position 5809: 0.001489938011968006
Position 6813: 0.0012872590879699879
Position 945: 0.00128044682766875
Position 13333: 0.001170863156922116
Position 2433: 0.0011245973781918868
Position 12649: 0.0010924448403507407
Position 1173: 0.001068914919236787
Position 12909: 0.0010653546347467854
Position 12625: 0.001044286385722316
Position 4674: 0.001038082347743038
Position 250: 0.0009897557671935358
Position 9899: 0.0009697685952843951
Position 4464: 0.0008783714471555645
Position 1538: 0.0007867676517830154
Position 11978: 0.0007328661134120733
Position 11631: 0.0007326909635872429
Position 1031: 0.0007180989212506226
Position 5702: 0.0006691587924612237
Position 5632: 0.000657837814478328
Position 9184: 0.0006494465381149557
Position 5493: 0.000574637724309577
Position 1139: 0.0005741763440583602
Position 926: 0.0005630671838419503
Position 8184: 0.0005484015757016107
Position 6721: 0.0005472315378862041
Position 11399: 0.0005431423913358828
Position 9014: 0.0005047537211814709
Position 11788: 0.0005014867056831677
Position 4841: 0.0004802043997859296
Position 4694: 0.00044811675097271975
Position 2601: 0.000447530286992974
Position 11956: 0.00043153119660782624
Position 8359: 0.00043017180283172474
Position 5589: 0.00042818150495936417
Position 679: 0.0003620316385189853
Position 10574: 0.0003506559898003308
Position 1209: 0.00033871180760564393
Position 5021: 0.00033703343911548614
Position 9314: 0.00032463839928627606
Position 5824: 0.0003212043989867703
Position 6952: 0.0003192910061316608
Position 2457: 0.0003155776828825377
Position 7516: 0.00031535906346478624
Position 5958: 0.00031447131279177185
Position 5865: 0.00031332444311376933
Position 7140: 0.0002966199117639834
Position 1492: 0.00028647879671076665
Position 11073: 0.00026233785795894094
Position 4670: 0.00024054155720660503
Position 799: 0.00021361390597695825
Position 2956: 0.0002039774754312403
Position 4867: 0.00019473676571882771
Position 716: 0.00018440710166228987
Position 5964: 0.00017965083444889375
Position 8009: 0.00013561883588965383
Position 6839: 0.0001340798780185741
Position 8382: 0.0001332026969073805
Position 8588: 0.0001318597778486016
Position 5831: 0.00012869654397372867
Position 223: 0.00012242517800894285
Position 3038: 0.00011335090040166998
Position 1170: 0.00011080587783676078
Position 3430: 0.0001074061479189624
Position 3173: 0.0001067854924834021
Position 339: 0.00010361655586330027
Position 8542: 9.329193478589967e-05
Position 1329: 9.18732138853418e-05
Position 1337: 9.050895587030928e-05
Position 764: 8.863010217255656e-05
Position 6671: 7.936082067533056e-05
Position 7366: 7.366067796473547e-05
Position 6979: 7.197912740882928e-05
Position 4229: 7.150271326179044e-05
Position 424: 7.061620724509737e-05
Position 4750: 6.814457928609947e-05
Position 2532: 6.739440660676096e-05
Position 4353: 6.59167999366636e-05
Position 2636: 4.692845158504855e-05
Position 4180: 4.117889965296846e-05
Position 9694: 3.7432202669215086e-05
Position 1046: 2.9423218550515802e-05
Position 1233: 2.8179920214781368e-05
Position 8061: 2.4417896459296732e-05
Position 8896: 2.420277152338002e-05
Position 683: 2.3224313036444734e-05
Position 2484: 2.279703546746126e-05
Position 2644: 2.0489339056712875e-05
Position 4496: 1.9690771091675652e-05
Position 744: 1.5416185584620865e-05
Position 265: 1.4269463867071013e-05
Position 1448: 1.4250850033845943e-05
Position 636: 1.4200487864193103e-05
Position 1090: 1.3385969020896124e-05
Position 379: 1.2447534625906323e-05
Position 700: 9.544232789017242e-06
Position 5279: 8.868796242023394e-06
Position 388: 8.091841413862615e-06
Position 1842: 7.985138357673104e-06
Position 5360: 6.313438588387029e-06
Position 5233: 5.756752609435045e-06
Position 5306: 1.4620311301949484e-06
Position 8263: 4.021425465895221e-08
Position 6819: 2.0702738177342156e-08
