Gene = DOLPP1
index = 461
Annotated 5SS: [ 108 3669 4008 4207 4517 5168 5699]
Annotated 3SS: [3567 3922 4106 4417 5038 5608 7870]
SMsplice 5SS: [ 108 3669 4008 4207 4517 5699]
SMsplice 3SS: [3567 3922 4106 4417 5608 7870]
top_k =  500
Partition function (log Z): 11.109355740974436

Sorted 5' Splice Sites (High to Low Probability):
Position 3669: 0.992351740572349
Position 5699: 0.9579079350113349
Position 4008: 0.9341234216500466
Position 4517: 0.9303715915392456
Position 4207: 0.790342588064007
Position 108: 0.5097970897392637
Position 5168: 0.4638360064164008
Position 27: 0.4065610079869247
Position 1570: 0.28951462379495335
Position 1870: 0.242849145465982
Position 7044: 0.20059067794201696
Position 4325: 0.16934571389091288
Position 5901: 0.12646852284921625
Position 7211: 0.08645594590007968
Position 5905: 0.08356173341955393
Position 1915: 0.06172640014613319
Position 1020: 0.04982044159137204
Position 5133: 0.04835147323386183
Position 2647: 0.04640581506930078
Position 7034: 0.04324796412887346
Position 3785: 0.036637859024710034
Position 8062: 0.035162539502292034
Position 370: 0.03464328824269006
Position 5679: 0.03254122636962911
Position 5443: 0.03233667688033179
Position 6174: 0.0289571954759492
Position 7671: 0.026314712538396318
Position 4132: 0.021315927566142215
Position 5434: 0.0188082213145941
Position 5997: 0.018265672078044762
Position 2006: 0.01708851969791256
Position 7911: 0.01628154261941932
Position 2930: 0.016109982078878315
Position 8021: 0.015964216996803615
Position 77: 0.014933419736132532
Position 3423: 0.014750907447739535
Position 7724: 0.014381461248822985
Position 961: 0.014300557692688252
Position 833: 0.013286383001953386
Position 5921: 0.013284944545654358
Position 4223: 0.012172099708231436
Position 530: 0.009168875237474334
Position 3216: 0.008720464489669039
Position 8365: 0.008412363442086011
Position 1193: 0.008400701908189876
Position 4045: 0.00808888352968306
Position 4035: 0.007912298745341353
Position 5070: 0.007689818061114281
Position 6060: 0.00745826949477644
Position 759: 0.006797360540189281
Position 2719: 0.006320318430479452
Position 7021: 0.006005417806241509
Position 8661: 0.005179873933593448
Position 7071: 0.00493483497250862
Position 7258: 0.004774737918071566
Position 4787: 0.00440864577738401
Position 7747: 0.004375212187258451
Position 8498: 0.004256268132491927
Position 1404: 0.004111180764912052
Position 2246: 0.003398889801747414
Position 1575: 0.0033815566841113
Position 7915: 0.0033029240474009187
Position 2678: 0.003164757066028379
Position 2791: 0.00309013801501324
Position 4949: 0.0027360050094553047
