Gene = FTSJ2
index = 568
Annotated 5SS: [  37 2781]
Annotated 3SS: [2490 6633]
SMsplice 5SS: [471]
SMsplice 3SS: [2490]
top_k =  500
Partition function (log Z): -11.066444866693258

Sorted 5' Splice Sites (High to Low Probability):
Position 2669: 0.5030827024800694
Position 471: 0.2869114500734166
Position 283: 0.16227500484364382
Position 3865: 0.1487067786240874
Position 554: 0.14181804063868234
Position 2781: 0.13499202914348246
Position 224: 0.12100752832264844
Position 37: 0.11247549805671815
Position 4184: 0.09105976695977254
Position 2627: 0.06366848584303185
Position 903: 0.05095743036619222
Position 359: 0.04066458837363605
Position 3018: 0.02039122817688177
Position 86: 0.01817573754815979
Position 2274: 0.018064187880731396
Position 1511: 0.013860344886967517
Position 1355: 0.011890977204166889
Position 1543: 0.010317692093295604
Position 2747: 0.009494500765886132
Position 478: 0.008389204926074279
Position 721: 0.006694416505427394
Position 4843: 0.0057263067375187115
Position 2491: 0.005213853079323101
Position 948: 0.004733569775211128
Position 2762: 0.0037834493531585423
Position 695: 0.0028343018109635476
Position 1881: 0.0026419277733973636
Position 1272: 0.002427451289316402
Position 1083: 0.0022017319378281434
Position 698: 0.002006117462608081
Position 108: 0.0019084542423588914
Position 192: 0.0018805758426748787
Position 1156: 0.0018663503599827954
Position 2504: 0.001820615927690644
Position 3747: 0.0018067400230872917
Position 1684: 0.0017791777993423912
Position 4890: 0.001531594115839592
Position 1851: 0.0012744455804172012
Position 2246: 0.0012271372692651522
Position 5483: 0.0011789471650109967
Position 127: 0.0010561082255018774
Position 5539: 0.0010020844614706459
Position 4011: 0.00098359788807496
Position 5805: 0.0009355754611970628
Position 4758: 0.0009091463289994721
Position 393: 0.0008682131080574905
Position 496: 0.0007055587876194087
Position 1516: 0.000691051263450783
Position 998: 0.00048707426531954535
Position 79: 0.0004471009450080149
Position 804: 0.0004394147356374242
Position 1463: 0.00042934863908616807
Position 966: 0.000388171149010644
Position 908: 0.00031209840612274233
Position 3526: 0.00028023451522054583
Position 1680: 0.0002753543287417812
Position 551: 0.0002663780522075083
Position 1348: 0.0002619308969326907
Position 830: 0.00017502519290440798
Position 95: 0.00012922201828627488
Position 673: 0.00012141977700038241
Position 1428: 8.716113802506784e-05
Position 2283: 7.682266270595319e-05
Position 1090: 4.045298047433343e-05
Position 1823: 3.569652032145964e-05
Position 510: 3.220303946237269e-05
Position 61: 3.0429649629582122e-05
Position 1654: 2.976435789156509e-05
Position 1804: 2.545426491569751e-05
Position 1162: 1.9201566412790004e-05
Position 277: 1.6494582492343972e-05
Position 1528: 5.951726901823042e-07
Position 76: 5.076937280769799e-07
Position 198: 4.4909820037072e-07
Position 2718: 3.697588177567344e-07
Position 2708: 3.486636851702973e-07
Position 2903: 3.199043191999437e-07
Position 2641: 2.8153673592960223e-07
Position 2921: 2.1620079716975601e-07
Position 2753: 1.7405020107727652e-07
Position 251: 1.5409791089081552e-07
Position 2967: 1.1552263746679511e-07
Position 2710: 1.039851621055718e-07
Position 482: 1.0310474709529762e-07
Position 420: 3.70845644265973e-08
Position 146: 4.546621918144092e-09
Position 388: 1.9784397417725597e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2490: 0.5623695822443588
Position 6633: 0.4887896859381163
Position 2521: 0.33260775097495276
Position 3738: 0.14866372961923632
Position 3260: 0.07460171536302648
Position 4689: 0.04483037462864435
Position 4098: 0.03726727146055795
Position 5518: 0.031982034098715056
Position 3580: 0.023234246037566967
Position 4059: 0.019451606787394396
Position 4566: 0.01587270082172488
Position 6772: 0.014315187036280366
Position 1653: 0.012753640456462892
Position 4009: 0.012710209825739406
Position 5971: 0.012035285346738875
Position 5855: 0.010022198571212827
Position 6696: 0.008933663908518071
Position 4187: 0.008751520113689702
Position 581: 0.008507884828305508
Position 3768: 0.008462019393239794
