Gene = RBBP5
index = 1117
Annotated 5SS: [  161  6158  7227 16988 18159 20416 21864 22105 22275 23027 24690 25334
 27143]
Annotated 3SS: [ 6131  7053 16846 17995 20305 21743 21950 22202 22908 24619 25103 26950
 33199]
SMsplice 5SS: [  161  6158  7227 18159 20416 20642 21864 22105 23027 24690 27143 33289]
SMsplice 3SS: [ 6048  7053 18051 20305 20534 21743 21950 22908 24619 26950 33199 35108]
top_k =  500
Partition function (log Z): 15.378454216878422

Sorted 5' Splice Sites (High to Low Probability):
Position 24690: 0.9982257303580693
Position 7227: 0.9980288064111819
Position 18159: 0.990776563328158
Position 22105: 0.9888556150296965
Position 20416: 0.9853182528750745
Position 21864: 0.9555853720539818
Position 23027: 0.8981992948442552
Position 6158: 0.8688610197570764
Position 27143: 0.7318643616231515
Position 161: 0.6811675429027808
Position 20642: 0.6761635624792468
Position 33289: 0.6317166196312104
Position 16988: 0.47617317934224684
Position 17300: 0.3749761970883155
Position 27469: 0.3499076695880403
Position 27029: 0.2643659725677157
Position 22275: 0.2630418240199686
Position 330: 0.2627680195523272
Position 25334: 0.244213002420377
Position 6068: 0.1446292217636289
Position 26292: 0.12199682572165953
Position 20977: 0.08539633507752034
Position 20861: 0.08438417637541307
Position 23840: 0.08333892283745778
Position 23009: 0.07218585964197394
Position 7611: 0.06871856578775906
Position 20790: 0.06296539651752542
Position 6440: 0.057007984839828524
Position 20682: 0.0460249769497826
Position 22704: 0.04574454639531135
Position 24074: 0.04406180058445394
Position 18635: 0.037866275723317425
Position 24031: 0.03784907269635499
Position 26285: 0.03671230738107068
Position 1702: 0.0347007027610217
Position 23714: 0.03402034777445366
Position 634: 0.03296902979058653
Position 20649: 0.021160944846986045
Position 199: 0.020607885533082
Position 30599: 0.018189788249555493
Position 20854: 0.01798075695305358
Position 26299: 0.017852733050964065
Position 98: 0.017656645698155025
Position 484: 0.01720549305877546
Position 19567: 0.017017496376976415
Position 2883: 0.016915981864947572
Position 25402: 0.01676190601373693
Position 23296: 0.016531543340587235
Position 539: 0.014925377286188535
Position 6938: 0.014812237735623814
Position 30265: 0.013283169033586886
Position 25159: 0.012996646985113675
Position 21856: 0.012493196539418558
Position 2930: 0.012193717875557971
Position 1359: 0.010781741558620809
Position 26205: 0.009469613504867165
Position 16872: 0.009218691840111634
Position 25748: 0.007598980335823175
Position 6490: 0.0068190948542708255
Position 21068: 0.006473202158042666
Position 26408: 0.005940309968513693
Position 3255: 0.005644089411220013
Position 6064: 0.005421550126249849
Position 34030: 0.0035281114146893484
Position 23390: 0.0034806213488112543
Position 30605: 0.0034638493080791843
Position 31794: 0.0034223140793826243
Position 34141: 0.003333022262530994
Position 20420: 0.00289136684216451
Position 20693: 0.0028400854136291097
Position 27107: 0.0025160104329292423
Position 23254: 0.0018748042300588013
Position 24026: 0.0017247651420100683
Position 24147: 0.0017040524899025343
Position 24041: 0.0014595233901185324
Position 33349: 0.0013427658058600502
Position 26338: 0.0013316314977281818
Position 22248: 0.0012416079273320404
Position 7110: 0.0011692835360829132
Position 23808: 0.0010502474379932094
Position 22130: 0.0010307904875357125
Position 22272: 0.0009748791850119794
Position 22279: 0.0008359102795943163
Position 22754: 0.0007849092932565386
Position 23534: 0.0007393987967603884
Position 1764: 0.0005667927732476602
Position 22099: 0.0004718475670512671
Position 22109: 0.0004373043680929381
Position 21868: 0.0003763904915174397
Position 25732: 0.000365793508021632
Position 1506: 0.0003386033987097066
Position 23710: 0.00033544745948692225
Position 27339: 0.0003172905545020606
Position 22057: 0.0003169376595137823
Position 27644: 0.00031087144836046773
Position 22685: 0.0003093479610811376
Position 656: 0.00028803489167686624
Position 29235: 0.00025987980855140657
Position 25992: 0.00023781747831256488
Position 23214: 0.00013257656837746033
Position 21931: 5.662376548256421e-05
Position 1150: 4.544483661650454e-05
Position 27793: 4.472479427906684e-05
Position 1045: 2.3411730722833e-05
Position 22444: 1.7722681964704936e-05
Position 427: 1.7495848440409683e-05
Position 132: 1.6833542398170587e-05
Position 20611: 1.6189177904628272e-05
Position 827: 1.4919238057381363e-05
Position 334: 1.2663272618146952e-05
Position 725: 1.2360978184277456e-05
Position 7213: 1.138514883722339e-05
Position 435: 7.2626716677791515e-06
Position 22457: 4.612491797477874e-06
Position 258: 2.3555423338472628e-06
Position 153: 1.8132286703946916e-06
Position 393: 4.981714079590703e-07
Position 73: 4.941869239582571e-07
Position 173: 3.808261174112941e-07
Position 100: 2.5964720160029403e-07
Position 233: 1.5952678392382668e-07
Position 459: 1.3140918976354242e-07
Position 527: 1.309842478655588e-07
Position 514: 5.934229883250848e-08
Position 289: 3.844307509176188e-08
Position 103: 3.5427384898247114e-08
Position 41: 1.845909615639502e-08
Position 22: 1.7664652038932865e-08
Position 194: 1.6580734863490688e-08
Position 593: 9.26532331762575e-09
Position 742: 5.144450906221482e-09
Position 54: 3.545923661301433e-09
Position 708: 9.654550527974186e-11
Position 181: 4.462676773702042e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 24619: 0.9943657519047971
Position 26950: 0.9685465963044259
Position 21950: 0.9462759616675305
Position 22908: 0.9202712222925725
Position 20305: 0.801925213066815
Position 18051: 0.6767229928331729
Position 35108: 0.6596132472821723
Position 20534: 0.5548283920171656
Position 7053: 0.5511681864442052
Position 21743: 0.5115441013080455
Position 16846: 0.4808113986596766
Position 7109: 0.442779140390381
Position 21766: 0.39151012726988266
Position 5908: 0.35996876820003015
Position 17184: 0.35114389400969587
Position 33199: 0.34416919409987523
Position 6048: 0.33044088554120943
Position 6131: 0.3283711872344191
Position 17995: 0.31405357049498606
Position 33202: 0.3039530329712236
Position 22202: 0.23849556520699566
Position 33715: 0.19565225607139564
Position 20589: 0.19236450369650304
Position 27255: 0.17953884980572102
Position 26194: 0.1675996184585976
Position 27258: 0.14255909925530552
Position 20352: 0.142436483219214
Position 25204: 0.12026655184009817
Position 20793: 0.11621183326842095
Position 23618: 0.10461549138337656
Position 23953: 0.08210868732856351
Position 25103: 0.07734757354573221
Position 21670: 0.06480962581467087
Position 20717: 0.05479468453983449
Position 22562: 0.0509700818472447
Position 33426: 0.05090033981658719
Position 20324: 0.048161765348374456
Position 7519: 0.04522209557206749
Position 30415: 0.04002814094600691
Position 20885: 0.04001210049021633
Position 6253: 0.03796461778868921
Position 25025: 0.036824770694262175
Position 22017: 0.034421232041201455
Position 1603: 0.03303641542833821
Position 26953: 0.027251007525619795
Position 26122: 0.02607546817562673
Position 17180: 0.02383230307861966
Position 33379: 0.02379683279612679
Position 426: 0.020188080145883074
Position 6373: 0.02011413867497223
Position 22227: 0.018863403706714993
Position 23173: 0.017084356206145346
Position 18334: 0.01624419245556443
Position 22933: 0.015696028722629877
Position 20542: 0.015334892875108776
Position 27350: 0.015033282199514936
Position 2646: 0.014839303167624364
Position 23714: 0.014449051543294109
Position 250: 0.013953106795480353
Position 30118: 0.013283169033586884
Position 22003: 0.012460234015152302
Position 24989: 0.011035113755540789
Position 7367: 0.010909743968630021
Position 22856: 0.010268225340249109
Position 6802: 0.010077459403025764
Position 27261: 0.008709770072796608
Position 19441: 0.008660644585208654
Position 25228: 0.00836290297970283
Position 22888: 0.00831235964076597
Position 20928: 0.008053594565761296
Position 25158: 0.007936509445628282
Position 25620: 0.00785105981303222
Position 22891: 0.0078016204359820564
Position 1238: 0.007433866619528511
Position 33963: 0.007221668619611951
Position 18486: 0.007075244069170613
Position 20511: 0.006432697548598121
Position 554: 0.006018104404197411
Position 31698: 0.005847259939488149
Position 18577: 0.005810493655147214
Position 2786: 0.005724725016840147
Position 27280: 0.005705914652219749
Position 18439: 0.005484599960425457
Position 2622: 0.005334229745586685
Position 23116: 0.0049611256887814835
Position 6858: 0.004813550761599776
Position 34360: 0.004710946596889999
Position 16690: 0.0045804725226820395
Position 25162: 0.0044732254856907116
Position 7393: 0.004221713445810653
Position 22240: 0.004114964322333798
Position 19365: 0.004024260015818106
Position 19515: 0.003892948198531948
Position 25367: 0.003860434399823131
Position 20610: 0.003796585020570137
Position 7082: 0.0037370123975041056
Position 33747: 0.0034868819122468604
Position 5853: 0.003381154693567432
Position 27417: 0.003185295724205831
Position 2789: 0.0030108557492097314
Position 24379: 0.0029884924075212725
Position 18500: 0.0027646970391145267
Position 538: 0.0027131426994587535
Position 3192: 0.0026775717222900833
Position 27664: 0.0025946771185277988
Position 405: 0.0025238786180521787
Position 27437: 0.0024809565105217077
Position 20567: 0.0024749086149815796
Position 7538: 0.002450661898663692
Position 7477: 0.0024134699160719498
Position 2997: 0.0023405923471516397
Position 24011: 0.0021746734466532415
Position 27643: 0.0019245819585268808
Position 1242: 0.0018897046686722028
Position 25165: 0.0017499779465976525
Position 27541: 0.001686980786840213
Position 25309: 0.0013850955350626002
Position 1524: 0.0013839694259692378
Position 7129: 0.0013781434458364262
Position 24052: 0.0013742141869708916
Position 21779: 0.001367788686585887
Position 33668: 0.0013605207810565953
Position 33567: 0.001350733289899379
Position 30516: 0.0013313178541282833
Position 26887: 0.0013173409621931973
Position 31573: 0.0012946668742768515
Position 33510: 0.001264717367079943
Position 20954: 0.0012456806274907162
Position 20633: 0.001243643791724845
Position 333: 0.001146835006619169
Position 22960: 0.001098603471430492
Position 27516: 0.0009954444530351882
Position 30697: 0.0009935055591507819
Position 22624: 0.0009247594223098845
Position 27100: 0.0008865115116067037
Position 20970: 0.000876334891408486
Position 1155: 0.0008325187702622735
Position 28239: 0.0008241499651253642
Position 6258: 0.0007806760387499515
Position 29167: 0.0007732137044794156
Position 20906: 0.0007421010173564121
Position 22734: 0.0007378355565539151
Position 24558: 0.0007264389512568907
Position 297: 0.0006699942890890809
Position 1560: 0.0006691310666093507
Position 7317: 0.0006592836345972369
Position 6294: 0.0006470600766796005
Position 6412: 0.0006334981340816512
Position 7437: 0.0006184754617452872
Position 22265: 0.000615233332540011
Position 29071: 0.0005844563815431198
Position 26813: 0.0005799178493440391
Position 23881: 0.000578139878454279
Position 7333: 0.0005744007403717756
Position 7490: 0.0005726610851986179
Position 22942: 0.0005703627213183413
Position 23198: 0.00056904363795767
Position 7301: 0.0005516371417718843
Position 28583: 0.0005481541342013921
Position 7543: 0.0005244229228305026
Position 22041: 0.0004902019984251997
Position 18517: 0.0004870485438951756
Position 25392: 0.00047354907430892075
Position 3119: 0.0004537109417809194
Position 19383: 0.00043964357741768943
Position 6395: 0.00043688495865594636
Position 20833: 0.00043266156158090774
Position 1260: 0.000423817107825507
Position 22863: 0.00040241600167004513
Position 27094: 0.0003677504647468443
Position 27948: 0.000251778737934573
Position 32433: 0.0002511126008995209
Position 25829: 0.000248974357652255
Position 21963: 0.0002486029876646547
Position 21689: 0.0002128428088465522
Position 31863: 0.00020823402426299985
Position 31895: 0.00020310252517776234
Position 2882: 0.00020058606124459468
Position 21430: 0.00018185576839319377
Position 614: 0.00017853769978819372
Position 1505: 0.00017797961335248042
Position 3018: 0.00017221439999737007
Position 187: 0.0001627156425274532
Position 22479: 0.0001484311467442899
Position 442: 0.00013323326845471293
Position 237: 0.0001295366163711848
Position 20488: 0.0001276513495536424
Position 22043: 0.00012640395025186916
Position 23566: 0.00012239451424506548
Position 1131: 0.0001145715139849739
