Gene = STYXL1
index = 1352
Annotated 5SS: [  342 17583 19362 26153 34262 42745 44246 47114]
Annotated 3SS: [17478 19299 26010 34115 42598 44147 47000 51403]
SMsplice 5SS: [  342 14196 14368 17583 19362 26153 34262 42745 44246 47114]
SMsplice 3SS: [14059 14296 17478 19299 26010 34115 42598 44147 47000 51403]
top_k =  500
Partition function (log Z): -8.068054246448636

Sorted 5' Splice Sites (High to Low Probability):
Position 19362: 0.9999999895054233
Position 26153: 0.9999994022170162
Position 34262: 0.9999982144949924
Position 42745: 0.9978387511170692
Position 17583: 0.9693531042702948
Position 342: 0.9567516479142811
Position 44246: 0.7823902755828954
Position 14196: 0.7292231909997735
Position 14368: 0.6153299437312235
Position 47114: 0.534141939690194
Position 47161: 0.38255679747665877
Position 42945: 0.32904660811415826
Position 13400: 0.17061584029593724
Position 7293: 0.09448383686755178
Position 12656: 0.06938484395467297
Position 12192: 0.06571765038245017
Position 13431: 0.05405328914129479
Position 49056: 0.04658576445728853
Position 192: 0.04145434118265443
Position 12667: 0.03701881647135382
Position 50333: 0.03451847930528079
Position 14269: 0.033465146527946805
Position 18563: 0.03320728317614501
Position 18090: 0.029117794864693288
Position 12975: 0.023747009295556332
Position 13259: 0.01784762365144326
Position 47166: 0.01744066895995844
Position 18986: 0.015564365095700174
Position 50975: 0.012470352536795574
Position 18626: 0.008557062012970414
Position 45624: 0.00757873571414636
Position 18829: 0.006333448010565886
Position 44268: 0.005442658379666388
Position 19139: 0.004732273717957687
Position 18608: 0.003927037397416533
Position 47049: 0.0029978429849334453
Position 10674: 0.002769861862766469
Position 10693: 0.0027325798733254694
Position 12102: 0.0027060398125194405
Position 18079: 0.0025291977715674947
Position 42877: 0.002261128004757384
Position 12196: 0.0020970015853948483
Position 48707: 0.002022467512333207
Position 10748: 0.0016926357460796161
Position 10877: 0.0016630336965161672
Position 18365: 0.0013947427956230605
Position 91: 0.0011707740093894574
Position 347: 0.0006232368936720411
Position 27304: 5.699884576620228e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 34115: 0.9999982144949924
Position 42598: 0.9978387511170692
Position 26010: 0.9230893762324133
Position 19299: 0.9218158292397903
Position 47000: 0.8065487998492462
Position 14059: 0.7979117277784775
Position 44147: 0.7414570028766002
Position 17478: 0.6575046231169146
Position 14296: 0.45447538564642653
Position 51403: 0.4153451901340992
Position 42854: 0.338497802225216
Position 17475: 0.3118484811533803
Position 13206: 0.22216969538952477
Position 50292: 0.16862253210109118
Position 47048: 0.15135308457832156
Position 48868: 0.10758502946729179
Position 12546: 0.10719444014984095
Position 14259: 0.0967597076301665
Position 7181: 0.09190797135465291
Position 19275: 0.07818416909866177
Position 26037: 0.07691002598460298
Position 12061: 0.0705206917803644
Position 50920: 0.062455510202933294
Position 50074: 0.05689816088090912
Position 50361: 0.05570610544575163
Position 18462: 0.04917637126177046
Position 44155: 0.04369605880631222
Position 51120: 0.035343586887138394
Position 14099: 0.028871460203872167
Position 51283: 0.0270235228579401
Position 48057: 0.026889436588183213
Position 18035: 0.023951774432586826
Position 12781: 0.022956229571742138
Position 50576: 0.022347962298575146
Position 13285: 0.020347057699150486
Position 18911: 0.020296639362556185
Position 50871: 0.020131504101746776
Position 49205: 0.01824407945489839
Position 48892: 0.00883153933597416
Position 45552: 0.007775218547312099
Position 47485: 0.006438239763522417
Position 10548: 0.00627284539840353
Position 50953: 0.006201522342964577
Position 48550: 0.005326506954170982
Position 49956: 0.005123087229903298
Position 47787: 0.003770746247708354
Position 17957: 0.0037414733780452127
Position 44004: 0.003134567136078462
Position 18725: 0.0028484604270583662
Position 17738: 0.0021329487661164064
Position 51188: 0.0021273217043318673
Position 47407: 0.0020886085778164896
Position 18056: 0.0018207960595123184
Position 51333: 0.001757202039271743
Position 47811: 0.0014094961160409215
Position 44355: 0.001399702956200222
Position 18306: 0.0013947427956230616
Position 7244: 0.0013540233700619203
Position 47373: 0.0012304912590207044
Position 10748: 0.0011708117760286356
Position 45818: 0.0011418943518316617
Position 50402: 0.0010671969709783887
Position 10525: 0.0009222320837680263
Position 7057: 0.0007986392623816619
Position 49209: 0.000562517484477994
Position 46097: 0.000527323013352888
Position 49084: 0.0005120168010813532
Position 10794: 0.0004922219204875315
Position 7194: 0.00042320288344779443
Position 48735: 0.0003651319602714702
Position 48626: 0.0002644180827512162
Position 45698: 0.00016722330892390055
Position 44760: 5.4272708623319763e-05
Position 43005: 2.8306784202637028e-05
Position 27467: 1.6396425477348053e-06
Position 36406: 1.1494526317793114e-06
Position 36129: 8.633283611395427e-07
Position 27121: 3.4865978172151775e-07
Position 27149: 2.0649312626910533e-07
Position 23393: 4.0679058567966304e-08
Position 23061: 2.8627358693627648e-08
Position 22222: 1.4876183015341867e-08
Position 27086: 1.4835549671399545e-08
Position 22776: 1.4174833203598829e-08
Position 20391: 1.1397554942521172e-08
Position 20947: 6.007188221821771e-09
Position 22524: 4.900827430750563e-09
Position 21818: 4.533910271573927e-09
Position 20788: 3.125802893791217e-09
Position 20856: 2.107269426302882e-09
Position 20563: 2.0783339616296633e-09
Position 19526: 1.2432008326209672e-09
Position 21455: 7.207240296753141e-10
Position 20763: 6.075973410187715e-10
Position 19446: 2.880386287593088e-10
Position 11296: 7.6113971267957e-12
Position 5018: 5.231788223568732e-12
Position 520: 1.553404201376313e-12
Position 4418: 7.209228753898935e-13
Position 593: 5.977555354744635e-13
Position 4244: 4.0193322665646273e-13
Position 4390: 3.166177157217423e-13
Position 4166: 2.96351038613271e-13
Position 423: 2.22295496815745e-13
Position 445: 1.9598327443263386e-13
Position 3476: 1.8684999249759027e-13
Position 3881: 1.7691181967864498e-13
Position 749: 1.6140631204970475e-13
Position 3439: 1.510362851619827e-13
Position 429: 1.0492211439555264e-13
