Gene = PERM1
index = 1012
Annotated 5SS: [2149 4531]
Annotated 3SS: [4404 4759]
SMsplice 5SS: [ 268 2149]
SMsplice 3SS: [2048 4759]
top_k =  500
Partition function (log Z): -6.583311331561653

Sorted 5' Splice Sites (High to Low Probability):
Position 2149: 0.9481876817519561
Position 268: 0.5273436614336793
Position 451: 0.5161818618339463
Position 4813: 0.4079821880405368
Position 4531: 0.2705494507840135
Position 252: 0.10680421966463298
Position 1810: 0.05918712237586034
Position 691: 0.048777035647735466
Position 5074: 0.03018027547028328
Position 754: 0.02951001009267254
Position 722: 0.025551583243419322
Position 260: 0.02361807718040614
Position 5060: 0.022562529077344146
Position 295: 0.020223668631580462
Position 4924: 0.01943833694062147
Position 1844: 0.01329662199724847
Position 1509: 0.010155188654341035
Position 561: 0.007457792762663359
Position 577: 0.005121066821726153
Position 5383: 0.004803134146609478
Position 388: 0.0037561573573718057
Position 1880: 0.0036881192755767655
Position 2720: 0.002790078185737574
Position 1974: 0.0017961398268310773
Position 5101: 0.0009403596963097551
Position 4488: 0.0008685677489756782
Position 1422: 0.0007961783710622979
Position 4388: 0.0007598665337477855
Position 4537: 0.00044815524786222174
Position 1272: 0.00040189701052009577
Position 5693: 0.0003662305655159206
Position 565: 0.0002633086559988084
Position 1480: 0.000258918100377041
Position 2741: 0.0002523756244317918
Position 2566: 0.00018234819654173212
Position 2773: 9.981028777017484e-05
Position 4711: 8.646747305698704e-05
Position 2681: 5.7981442090294615e-05
Position 2726: 5.504098130325182e-05
Position 4600: 4.85782782444217e-05
Position 2711: 2.7322343864160708e-05
Position 2066: 2.6842807323521052e-05
Position 71: 1.9303159646386305e-05
Position 121: 1.7199500550646812e-05
Position 73: 1.3740512190911415e-05
Position 5093: 1.1615015681126688e-05
Position 14: 8.495781514736061e-06
Position 314: 7.086352948995627e-06
Position 473: 6.378403843452031e-06
Position 116: 5.414792248971856e-06
Position 21: 2.2845023585946105e-06
Position 31: 2.175311473016865e-06
Position 5570: 1.2587892036136928e-06
Position 50: 9.620165014715222e-07
Position 154: 5.794606982022913e-07
Position 371: 2.1315181950658863e-07
Position 234: 1.6936532005962954e-07
Position 145: 1.9540587837848758e-08
Position 276: 5.047252821291924e-09
Position 338: 3.034995070851086e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2048: 0.9487985900000261
Position 4759: 0.5228651228005153
Position 4643: 0.3233695806043501
Position 358: 0.18563672547505053
Position 5246: 0.17830427982469443
Position 4441: 0.13943303678603125
Position 5433: 0.13181247159194764
Position 4470: 0.102966262251279
Position 608: 0.07864155061037796
Position 4972: 0.07490262177959321
Position 5155: 0.06850080467208981
Position 1655: 0.042098222554114856
Position 5499: 0.0402558214038587
Position 4404: 0.03765190530486581
Position 5382: 0.02764271147619809
Position 4812: 0.022231053476696353
Position 1745: 0.016032751869283414
Position 4373: 0.014126061644948909
Position 367: 0.012315130315628255
Position 1390: 0.011833393037433292
Position 4707: 0.011417121051952058
Position 637: 0.01083482143090808
Position 4445: 0.009887051942342046
Position 5159: 0.008453717856005424
Position 330: 0.006826789478637996
Position 1723: 0.006457492587153187
Position 4688: 0.006125493987560759
Position 487: 0.005980733400910581
Position 327: 0.005706182653137694
Position 371: 0.005469949250389022
Position 2005: 0.005126709462880268
Position 2537: 0.004913777489453719
Position 5645: 0.004187889961247914
Position 1670: 0.0034667183056597
Position 4885: 0.0028849934611995106
Position 2565: 0.002538183089652052
Position 1351: 0.00240330936988456
Position 410: 0.002207983423867514
Position 4917: 0.002137060106113007
Position 4912: 0.0019648686552915995
Position 1705: 0.001602614238399001
Position 1863: 0.0015298911766035877
Position 2263: 0.0015018688325930704
Position 5296: 0.0012678381355410266
Position 1586: 0.001194597311306385
Position 5504: 0.0011874416628885492
Position 1778: 0.0011779030863483095
Position 5785: 0.0010520374352105005
Position 4387: 0.0010502794256285826
Position 2510: 0.0010175702385700884
Position 588: 0.000906428836774278
Position 514: 0.0008922345292370488
Position 2413: 0.0008444880089087123
Position 5534: 0.0007126704669065519
Position 2266: 0.000681491431558384
Position 4530: 0.0006556980670602973
Position 1578: 0.0006471194802097958
Position 4720: 0.0006199502105306182
Position 2616: 0.000597417423193846
Position 4724: 0.000587195666871164
Position 2452: 0.000529345196191213
Position 4904: 0.0005159542484636929
Position 500: 0.00045647186647218503
Position 786: 0.00044917875694353487
Position 2140: 0.0003943867416552779
Position 2667: 0.0003663648749037848
Position 4329: 0.0003342967948134526
Position 541: 0.0003143092441162774
Position 1128: 0.00031208238786256936
Position 2749: 0.0002620631966937919
Position 2647: 0.0002572289494179539
Position 405: 0.000242749736221442
Position 473: 0.00023101372976264844
Position 1298: 0.0002291828648927783
Position 4368: 0.00021940295946972966
Position 1534: 0.0002047806282656081
Position 2581: 0.0001973083295738342
Position 644: 0.00017661004404038183
Position 4736: 0.00015847359492805063
Position 2078: 0.00013682201747485597
Position 1248: 0.00013072456433765436
Position 3313: 0.00011401863654417016
Position 1973: 0.00010637077117055612
Position 1175: 8.570838425787786e-05
Position 2436: 7.04662628462352e-05
Position 734: 7.03627559444737e-05
Position 2105: 5.6989045344260525e-05
Position 2347: 5.659323843234458e-05
Position 2423: 5.126714982319744e-05
Position 721: 4.527859135626458e-05
Position 2171: 4.4636913131536114e-05
Position 5569: 9.284146159303257e-06
Position 1947: 9.175090510608954e-06
Position 428: 6.449589521926764e-06
Position 416: 5.082917489886137e-06
Position 4550: 3.6079993098153234e-06
Position 1440: 2.721740464369708e-06
Position 188: 2.6361235605114457e-06
Position 302: 1.427212169623409e-06
Position 1066: 6.411817358620007e-07
Position 455: 4.3612848639922435e-07
Position 299: 2.5984940207485017e-07
