Gene = MOCS2
index = 854
Annotated 5SS: [ 509 1238 2683 7663 8401 9349]
Annotated 3SS: [ 1115  2537  7534  8249  9224 11091]
SMsplice 5SS: [  48 2683 4894 7663 8401 9349]
SMsplice 3SS: [ 2537  4692  7534  8249  9224 11091]
top_k =  500
Partition function (log Z): 5.012854389225609

Sorted 5' Splice Sites (High to Low Probability):
Position 2683: 0.9762288117025035
Position 9349: 0.9716224917777593
Position 48: 0.9613445798301692
Position 7663: 0.9273096309550913
Position 8401: 0.7416407753666183
Position 4894: 0.608492461437891
Position 2873: 0.3903327944553752
Position 8013: 0.2935274820842607
Position 10734: 0.16337650407308973
Position 2432: 0.1540843222359425
Position 2984: 0.14032845073458933
Position 1238: 0.12796817072735672
Position 10448: 0.12790526396249408
Position 10882: 0.11352177243702057
Position 9089: 0.09897029129871603
Position 10326: 0.09241791902230645
Position 10613: 0.08729373547157475
Position 9537: 0.05590565743709282
Position 5989: 0.04912181459852399
Position 7788: 0.04327575775327243
Position 6080: 0.041427265569901096
Position 2420: 0.03815445421470869
Position 2365: 0.037610887166961586
Position 2038: 0.033343836995844936
Position 11153: 0.031006941074560403
Position 6161: 0.028817000379304198
Position 509: 0.027554599216028788
Position 6233: 0.025834492078784074
Position 6165: 0.024372771399157347
Position 3279: 0.024368148332201477
Position 6229: 0.023699703106645795
Position 3148: 0.023110979067675414
Position 6695: 0.020235873139583367
Position 9560: 0.018002304912808423
Position 5674: 0.017344841233594956
Position 8126: 0.015709357348613288
Position 702: 0.0151542021508956
Position 5939: 0.014763901780313782
Position 713: 0.013856647678778207
Position 137: 0.013624960018511195
Position 5823: 0.013475141352859722
Position 7924: 0.01336417116153519
Position 2687: 0.013176415354431974
Position 9331: 0.011842344160003874
Position 9791: 0.010853492358877533
Position 10878: 0.01069674331150229
Position 2267: 0.009115882259620654
Position 10808: 0.008912211269919541
Position 9684: 0.008530187097422781
Position 4751: 0.008031810447852417
Position 7659: 0.007526159121956698
Position 1779: 0.006907415126239812
Position 8571: 0.006737329644403262
Position 79: 0.006627904153507358
Position 3962: 0.005981386560149761
Position 5310: 0.005842779152204039
Position 688: 0.0057367827511927635
Position 11313: 0.004863895759720118
Position 1116: 0.004746076650158212
Position 1352: 0.0047458522936645615
Position 6396: 0.0039707767385360375
Position 1078: 0.003855872125055349
Position 7623: 0.0038340079012870523
Position 7619: 0.0035624307882744723
Position 9761: 0.00354740525184099
Position 965: 0.0034791620107124054
Position 2407: 0.003054342858483287
