Gene = AGMO
index = 38
Annotated 5SS: [   296   1875  17244 131011 143458 167903 171176 171345 174610 176570
 195876 196502]
Annotated 3SS: [  1743  17091 130906 143361 167835 171109 171264 174474 176452 195792
 196395 360655]
SMsplice 5SS: [   350   1875   2375  17244  45221  53682  53956  55364  63199  93286
 107115 123491 131011 143458 162399 167753 167903 171345 174572 176570
 195939 196502 298170 335208 344975 358987]
SMsplice 3SS: [  1743   2189  17091  45163  53542  53858  55180  63131  93151 106991
 123324 130906 143361 162325 167512 167835 171228 174474 176452 195792
 196395 297960 335075 344859 358746 360655]
top_k =  500
Partition function (log Z): -171.8118800938495

Sorted 5' Splice Sites (High to Low Probability):
Position 1875: 0.9942887354139536
Position 2375: 0.9364553196772692
Position 17244: 0.7292093133375986
Position 350: 0.4880282103304159
Position 296: 0.46621458766482393
Position 13725: 0.3829637478185434
Position 1320: 0.026824593823817404
Position 3002: 0.02051564962654768
Position 275: 0.01741391385779756
Position 3163: 0.008215939842568468
Position 9776: 0.0042779984692117665
Position 13757: 0.0040734545182477015
Position 355: 0.0040440287055073555
Position 2370: 0.003917047501683709
Position 740: 0.0036940542946207215
Position 5516: 0.0036577975825752436
Position 3908: 0.0032004218532742583
Position 6622: 0.003144252785927129
Position 1924: 0.0019630726030021545
Position 2976: 0.0017667271573368986
Position 4680: 0.0012164524888475293
Position 620: 0.0010302376990571572
Position 6418: 0.0007963201352415566
Position 4324: 0.0006540660733614289
Position 4147: 0.0006493564723791296
Position 4588: 0.0005947136718251452
Position 3527: 0.0005593142021684624
Position 7057: 0.0005195500894010822
Position 3840: 0.0004992866670589744
Position 572: 0.00042677632680103325
Position 1559: 0.00042193522344378715
Position 896: 0.0003880292546631335
Position 1817: 0.00037462742529344937
Position 1887: 0.000370785296607283
Position 1376: 0.0003263836375062931
Position 3209: 0.0003232621242929686
Position 1023: 0.0002956770486466804
Position 494: 0.00027286256017836145
Position 287: 0.00024505195940291945
Position 203: 0.0002293828890753862
Position 6500: 0.00019390293880154936
Position 4377: 0.00015141878912332737
Position 797: 0.0001418491364106648
Position 4910: 0.00011383607329828995
Position 2757: 0.00010432035877723546
Position 1879: 9.440289113333261e-05
Position 578: 7.05768256915067e-05
Position 1839: 6.356890436567818e-05
Position 698: 5.546985005950757e-05
Position 25: 4.758821026425613e-05
Position 823: 4.696984611338398e-05
Position 3862: 4.164393260558457e-05
Position 2755: 2.551554327812661e-05
Position 20: 2.494092848128391e-05
Position 974: 2.367337648831362e-05
Position 969: 2.12902529066355e-05
Position 777: 1.948267084134109e-05
Position 1014: 1.52542764629666e-05
Position 760: 1.3993068680537446e-05
Position 1687: 1.2925126600495753e-05
Position 4698: 1.2310751153889539e-05
Position 2886: 1.1937178151701103e-05
Position 3024: 1.0406948384750696e-05
Position 878: 9.751823370466593e-06
Position 1853: 9.047158428296113e-06
Position 1436: 8.375072272621922e-06
Position 629: 5.718504185646323e-06
Position 918: 5.410051587655604e-06
Position 1395: 4.682901621766304e-06
Position 1601: 4.026427684076132e-06
Position 6494: 3.6616794513069276e-06
Position 843: 3.5027115100419302e-06
Position 703: 3.2825163334716137e-06
Position 2559: 2.5448761558153357e-06
Position 1241: 2.474672663715203e-06
Position 2236: 1.2667369439197649e-06
Position 3306: 8.669830523234459e-07
Position 3251: 6.80662542174658e-07
Position 3113: 3.257748817825304e-07
Position 27: 2.836254314603149e-07
Position 3263: 2.3282914077434172e-07
Position 47: 1.2113964315430758e-07
Position 246: 1.031634434895698e-07
Position 542: 8.866072147518696e-08
Position 223: 7.85415469483142e-08
Position 36: 7.57706625030029e-08
Position 446: 5.271749863643132e-08
Position 549: 4.4578536432214095e-08
Position 370: 3.475009881178058e-08
Position 103: 2.495949187800407e-08
Position 1860: 2.378072071525285e-08
Position 197: 2.1843114286087508e-08
Position 75: 1.1752631350405701e-08
Position 606: 9.311418457412476e-09
Position 2110: 7.70951308456788e-09
Position 56: 3.871048420576267e-09
Position 375: 3.546000664726656e-10
Position 422: 3.521646788599268e-10
Position 435: 5.512179657064412e-11
Position 226: 4.835679957523226e-11
Position 514: 3.607722155070539e-11
Position 94: 2.336589278111017e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1743: 0.9290187714187282
Position 2189: 0.8603289252701087
Position 17091: 0.7655457211589785
Position 13644: 0.40512166083063533
Position 17654: 0.28878106008425514
Position 20309: 0.25837728331662635
Position 20236: 0.18205096993672087
Position 1790: 0.052293704846747106
Position 2290: 0.04232212759021037
Position 13890: 0.03408640960905748
Position 4232: 0.022420848540109745
Position 7000: 0.020976165062095386
Position 13035: 0.020730529264914952
Position 2307: 0.01964596274608075
Position 2915: 0.01792897298844923
Position 6490: 0.013829056043217677
Position 4488: 0.01329234021622945
Position 14161: 0.012769020984827772
Position 3095: 0.010982430376809366
Position 5392: 0.010374505262791859
Position 3373: 0.007682898569201811
Position 1637: 0.007115694303513573
Position 9629: 0.006941074778629878
Position 7734: 0.005877385031375484
Position 2265: 0.005673958692401339
Position 2131: 0.00563661391387436
Position 13814: 0.005092594590380299
Position 14726: 0.005082062649767984
Position 11590: 0.004511105596341095
Position 2919: 0.00431437798489837
Position 1597: 0.004284357482728048
Position 2219: 0.003958239320511036
Position 11758: 0.003785753286245401
Position 3791: 0.003709721235147718
Position 13467: 0.003692641701441699
Position 2235: 0.0035738709678008063
Position 9968: 0.0034112897925024513
Position 13683: 0.003330211306955668
Position 701: 0.002644175682417874
Position 5389: 0.0025453104912540178
Position 10146: 0.0023214102163518126
Position 2505: 0.0022770562502359487
Position 1715: 0.002072970736614291
Position 1156: 0.0019175984264797616
Position 6878: 0.0018971678359121593
Position 9862: 0.0017282647989875157
Position 673: 0.0016802694406568646
Position 7584: 0.0016787956509698805
Position 2230: 0.001390208336094932
Position 3062: 0.0013582906440131573
Position 7115: 0.0013103296671791416
Position 2716: 0.0011134971402112519
Position 1804: 0.001084590199693259
Position 4304: 0.0010675731989501724
Position 1274: 0.0009751052989800933
Position 4535: 0.0009687362645029913
Position 6379: 0.0009588824651876987
Position 1308: 0.0009292800733763429
Position 4679: 0.0009101638119246977
Position 1233: 0.0007880492908490264
Position 3746: 0.0007688388368316213
Position 1849: 0.0007080412942877918
Position 2811: 0.0006980827961576963
Position 6176: 0.0006887019113431003
Position 5892: 0.000618498178279397
Position 8955: 0.0006139697411890096
Position 3817: 0.0004980179970385353
Position 4987: 0.0004642842332339373
Position 2863: 0.0004301966913122977
Position 6528: 0.00037161326525319584
Position 8734: 0.0003626914278368704
Position 8477: 0.000362456072734324
Position 3492: 0.0003479689529753795
Position 523: 0.00031786069412362115
Position 1681: 0.00028468136171196323
Position 7902: 0.00026808299718634164
Position 2618: 0.0002667439529830238
Position 2670: 0.0002625672553539702
Position 481: 0.00025761058323589683
Position 5417: 0.00024148820949124617
Position 4649: 0.0002376300248897784
Position 5186: 0.00023344927155136125
Position 4430: 0.00022010962876148243
Position 1036: 0.00020496843850700366
Position 1271: 0.00019600060296401665
Position 4624: 0.00019543548445492354
Position 1070: 0.00019400098606943327
Position 3892: 0.00017084447954192068
Position 1816: 0.00015951861415719885
Position 3907: 0.0001549364608245132
Position 5028: 0.0001543485556840494
Position 1062: 0.00014188949200806756
Position 2195: 0.00012352210352025383
Position 6549: 0.00012179800779260317
