Gene = FAM120AOS
index = 523
Annotated 5SS: [1446 3114]
Annotated 3SS: [2992 5894]
SMsplice 5SS: [ 853 3114]
SMsplice 3SS: [2992 5894]
top_k =  500
Partition function (log Z): -11.576968951065023

Sorted 5' Splice Sites (High to Low Probability):
Position 853: 0.7612553002415596
Position 1702: 0.31118585520789543
Position 1446: 0.2894455549952643
Position 321: 0.11856928748370542
Position 6335: 0.09585643377368416
Position 5789: 0.06904687481239671
Position 3105: 0.06747251413389661
Position 6045: 0.06151374737665072
Position 3076: 0.03769985023221828
Position 366: 0.020934290225141223
Position 769: 0.01966188022374451
Position 3906: 0.0093286671910653
Position 3310: 0.005067219760755364
Position 5224: 0.004644338163003265
Position 2592: 0.004052844594017201
Position 207: 0.003950443455187374
Position 228: 0.0027742903419750143
Position 254: 0.002681604755778631
Position 2505: 0.0022295357931599643
Position 212: 0.0013345821047066255
Position 5463: 0.0012806130304289323
Position 551: 0.001243132045000167
Position 2598: 0.0011737712659594002
Position 3176: 0.0011453597846403354
Position 543: 0.001062952354463829
Position 3118: 0.0009276224764520484
Position 6685: 0.0006558838247144236
Position 1156: 0.0005493085537620867
Position 3198: 0.00047698256966021243
Position 3954: 0.0004179108380747086
Position 2851: 0.00036402862427394874
Position 262: 0.00032165001916099065
Position 639: 0.0002165062402716521
Position 128: 0.00020718752114880614
Position 1285: 0.0001985950809332678
Position 1239: 0.00018896426919737098
Position 421: 0.000144067146225629
Position 936: 7.005098903193676e-05
Position 1458: 5.579018186154316e-05
Position 130: 5.1929946068383055e-05
Position 348: 5.154987858269038e-05
Position 1512: 3.718606111520963e-05
Position 1485: 3.3480194536489854e-05
Position 243: 3.327946572408118e-05
Position 833: 3.0376107958901156e-05
Position 601: 2.2812448042450774e-05
Position 846: 2.0770151441790846e-05
Position 505: 2.0583293462963795e-05
Position 90: 1.82969984158811e-05
Position 103: 1.5514611227718647e-05
Position 962: 8.4689005887107e-06
Position 409: 5.999288600133751e-06
Position 669: 4.669445775684181e-06
Position 510: 4.414144394095911e-06
Position 42: 3.2240612244805562e-06
Position 278: 7.917944121694605e-07
Position 424: 6.781237103042369e-07
Position 383: 5.518795592466936e-07
Position 857: 5.7583691771689484e-08
Position 167: 8.187121158694008e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5894: 0.74277098097802
Position 1364: 0.20502421880528576
Position 1586: 0.20338553622482997
Position 6488: 0.15532293134497444
Position 2992: 0.11205042583976027
Position 1541: 0.07312147140988573
Position 6173: 0.044060583122052584
Position 5685: 0.04119003719928874
Position 6798: 0.029000738476552705
Position 731: 0.023554049243537746
Position 1850: 0.019964801008560084
Position 5760: 0.019636744521224502
Position 6457: 0.017620852094209834
Position 6096: 0.017590257160007325
Position 6206: 0.016123298907855865
Position 1601: 0.014948655521955937
Position 5102: 0.013976260790114804
Position 5742: 0.013204899511134027
Position 3803: 0.011422184730737169
Position 6438: 0.010771209388740403
