Gene = ATPIF1
index = 117
Annotated 5SS: [138 320]
Annotated 3SS: [ 227 1703]
SMsplice 5SS: [138 320]
SMsplice 3SS: [ 227 1703]
top_k =  500
Partition function (log Z): -4.130810077225284

Sorted 5' Splice Sites (High to Low Probability):
Position 138: 0.9916737427211344
Position 320: 0.9530987873091458
Position 1115: 0.04897480339036902
Position 626: 0.016253168822606304
Position 1637: 0.004357056291368167
Position 1437: 0.00326181657179966
Position 796: 0.002471432145329109
Position 824: 0.001937411503883693
Position 271: 0.0017571579735918424
Position 99: 0.0006443738416073169
Position 862: 0.00048402959917405637
Position 1855: 0.0004154830336238941
Position 341: 0.00023305917463077583
Position 34: 0.00017957127754255053
Position 1548: 0.00017186722351048367
Position 410: 0.00016022929452162832
Position 1846: 0.00015739806511626728
Position 939: 0.00013631325337362492
Position 1013: 0.00013465231397292364
Position 1240: 0.00010315541027409517
Position 334: 7.721395017223274e-05
Position 1562: 7.676062748932221e-05
Position 153: 6.231279868426665e-05
Position 681: 6.138573752509131e-05
Position 914: 4.819189983993629e-05
Position 92: 2.8062285541685142e-05
Position 557: 2.781707645810093e-05
Position 629: 2.674792350886848e-05
Position 1661: 1.5072828820190553e-05
Position 57: 5.684780645304847e-06
Position 843: 5.015577582957346e-06
Position 151: 2.440412842548313e-06
Position 90: 3.5762414293294426e-07
Position 65: 9.831556894655706e-08
Position 458: 7.823966979197755e-08
Position 80: 5.4929853371015054e-08
Position 494: 5.383674017163456e-08
Position 658: 3.821102020163836e-08
Position 660: 2.8280779571405474e-08
Position 1277: 2.7006773288363518e-08
Position 1159: 2.538441834791939e-08
Position 610: 7.055998501453892e-09
Position 196: 6.54046471763576e-09
Position 615: 3.912207449579552e-09
Position 237: 2.1947916939631893e-09
Position 543: 1.7516761850318414e-09
Position 525: 1.6634303338063573e-09
Position 510: 1.4082721217126444e-09
Position 208: 1.0982205180451979e-09
Position 227: 2.419187709334048e-10
Position 399: 6.058123186149306e-11
Position 210: 3.149246076056907e-11
Position 216: 2.973348751255044e-11
Position 477: 4.152576768498668e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 227: 0.9620989896507289
Position 1703: 0.3725351174756464
Position 499: 0.18256885350560467
Position 936: 0.05211138626779101
Position 437: 0.050084839919323124
Position 1521: 0.0500527247050397
Position 1562: 0.04868877650066394
Position 752: 0.03702377041456895
Position 1013: 0.03475153171121536
Position 1942: 0.02244810835484352
Position 1401: 0.022316342090508756
Position 1627: 0.021605383347355653
Position 625: 0.021547345706603962
Position 1159: 0.018547752332532825
Position 1277: 0.018276765211832656
Position 208: 0.016658143022247284
Position 1436: 0.00990637554401715
Position 1297: 0.00867425678663398
Position 1710: 0.006686515115982727
Position 693: 0.0056622652565206915
Position 969: 0.004877593970124149
Position 1542: 0.004358246776706786
Position 805: 0.00417792581503106
Position 1750: 0.004132906540279869
Position 458: 0.004029178582893742
Position 658: 0.0035455434024464065
Position 1349: 0.0034106025527657472
Position 645: 0.0029803702525201324
Position 525: 0.0028522561316236712
Position 795: 0.0026342802291321457
Position 1483: 0.00257645955355686
Position 1963: 0.0023324347964725134
Position 1636: 0.0020410481658922025
Position 615: 0.0018673608661276494
Position 531: 0.0018516498651386935
Position 1208: 0.0018445885703183573
Position 1468: 0.0018118816070753615
Position 1897: 0.0017032797085070447
Position 1666: 0.001147605532920728
Position 899: 0.0010443885292430875
Position 762: 0.0009756744369093846
Position 1008: 0.0007070826168397472
Position 1072: 0.0006923536567464654
Position 786: 0.0006634369284168463
Position 510: 0.0006011535197638723
Position 1443: 0.0005544072690548048
Position 1770: 0.0005517762712162284
Position 882: 0.0005384981004342682
Position 1773: 0.0005082369368065287
Position 1105: 0.0004733671128059552
Position 1164: 0.00044669395806193644
Position 267: 0.00038722470480992806
Position 1705: 0.00035867612097176726
Position 665: 0.00033791191673608866
Position 822: 0.0002917690267097276
Position 1485: 0.0002404449859514065
Position 1865: 0.00021756722076169985
Position 233: 0.000125834027273625
Position 939: 0.0001239212178075975
Position 1010: 0.00011035413175295033
Position 1753: 0.00010490756742273514
Position 1729: 8.468248103949033e-05
Position 1240: 7.935076188525694e-05
Position 1791: 7.793712013671696e-05
Position 1649: 6.261934021950891e-05
Position 824: 5.81238133052055e-05
Position 917: 3.73330078225639e-05
Position 287: 3.413971802108699e-05
Position 909: 3.177076364895537e-05
Position 1591: 2.7923326877507985e-05
Position 1686: 2.4440356411988735e-05
Position 976: 1.642362553685069e-05
Position 346: 1.079662625353471e-05
Position 291: 9.636298463973197e-06
Position 296: 9.231975844985312e-06
Position 293: 1.0771142252113689e-06
Position 289: 5.332932969601375e-07
Position 1017: 3.641703900958773e-07
Position 166: 2.934865571328964e-07
Position 137: 6.96995443200198e-08
Position 828: 6.062290299062179e-08
Position 771: 2.4826208087826534e-08
Position 341: 2.191380735599456e-08
Position 324: 3.969683010821034e-09
Position 305: 3.5885031542376843e-09
Position 151: 2.947681137705508e-09
Position 303: 6.503603501823979e-10
Position 120: 4.940360173692848e-10
Position 103: 4.685084889474472e-10
Position 114: 3.807334285109422e-10
