Gene = HEMK1
index = 646
Annotated 5SS: [  122  2181  2650  3057  8035  8422  8724  9775 10788 11078]
Annotated 3SS: [ 1778  2557  2962  7899  8356  8673  9668 10691 10963 11228]
SMsplice 5SS: [  122   394  8035  8422  9775 10589 10788 11078]
SMsplice 3SS: [  227  7899  8356  9668 10352 10691 10963 11228]
top_k =  500
Partition function (log Z): -5.74459331771176

Sorted 5' Splice Sites (High to Low Probability):
Position 12172: 0.9481481882040549
Position 11078: 0.7893149833770239
Position 10788: 0.774714246141745
Position 2650: 0.7338587237402181
Position 8035: 0.6785559937577527
Position 122: 0.6477241734135724
Position 9775: 0.5835644230486597
Position 3057: 0.5827298115628874
Position 8724: 0.5263030982183009
Position 394: 0.5195559514269774
Position 11677: 0.49394758441692305
Position 1654: 0.4514650565025581
Position 8422: 0.44966144887829135
Position 12567: 0.4215990480029741
Position 10589: 0.41701580932564
Position 11319: 0.3987973087957721
Position 2143: 0.32809198716721094
Position 10494: 0.3028963348940007
Position 5767: 0.263338224848387
Position 12523: 0.2565567508328475
Position 11344: 0.21205282376906448
Position 3855: 0.21039932181135093
Position 423: 0.1819699764643846
Position 11482: 0.14974259462803102
Position 1619: 0.14775985875641492
Position 398: 0.14754001741179576
Position 8569: 0.13889659335910762
Position 9787: 0.13528797799424408
Position 11581: 0.1322027385229728
Position 17768: 0.12162399153344525
Position 832: 0.11818778759329474
Position 10812: 0.084657727385741
Position 15944: 0.07820703471211936
Position 15184: 0.07610828354284326
Position 1650: 0.0756805829050397
Position 3485: 0.051774031750808386
Position 14790: 0.04923236968169632
Position 11289: 0.04599157892382099
Position 8769: 0.031999291760317884
Position 17281: 0.026538508222480835
Position 3527: 0.023162320683873333
Position 660: 0.022732998196333568
Position 9581: 0.020211842709906735
Position 16139: 0.017782330644635184
Position 4664: 0.016388439038522492
Position 2181: 0.01447625695029946
Position 11253: 0.012017051271353751
Position 487: 0.01107837328318418
Position 12203: 0.011017579306526627
Position 10869: 0.010287991583029997
Position 1077: 0.009997086420473434
Position 5806: 0.008965390666670368
Position 12168: 0.008700484014890314
Position 358: 0.007175384695887126
Position 561: 0.006754997355221242
Position 1331: 0.006612962076858764
Position 3460: 0.006457252562840839
Position 11465: 0.006370355349099007
Position 12187: 0.00620118462273104
Position 16854: 0.005438687595875106
Position 2085: 0.004021320249253726
Position 169: 0.003868812801203673
Position 3651: 0.00380693155731031
Position 3583: 0.0034195155666023585
Position 138: 0.0027507530089057705
Position 11527: 0.0024181015740768652
Position 11501: 0.002280107775924711
Position 402: 0.0018618222814635334
Position 11506: 0.0008142604244356526
Position 14801: 0.0005137148039579026
Position 436: 0.00043051421794137334
Position 521: 0.00029925151837078027
Position 10718: 0.0002793009339033609
Position 3061: 0.00026474761420455936
Position 99: 0.00025865103655542333
Position 3282: 0.0002451724551098795
Position 187: 0.0002176833438195965
Position 371: 0.0001475247539275492
Position 968: 0.00012142483308197409
Position 838: 5.465747526839746e-05
Position 842: 3.69423168191452e-05
Position 571: 2.2711456282797766e-05
Position 3766: 2.2317883082950623e-05
Position 328: 2.0508312924342245e-05
Position 45: 1.0017672070890927e-05
Position 625: 6.0115069848990085e-06
Position 230: 3.7080189055609046e-06
Position 1051: 3.15524132223321e-06
Position 546: 1.5043183261378194e-06
Position 366: 1.2972207405131301e-06
Position 502: 9.5103151639595e-07
Position 453: 7.711861462748074e-07
Position 650: 6.338706092293829e-07
Position 455: 5.172901590199506e-07
Position 816: 4.1356599077493385e-07
Position 196: 4.7849336172556634e-08
Position 282: 1.0343337249333147e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10691: 0.876216329850656
Position 12088: 0.7445379498956265
Position 11228: 0.7421822707592297
Position 9668: 0.7076263305854273
Position 7899: 0.6785559937577527
Position 10352: 0.6280592776592906
Position 10963: 0.574861801069685
Position 2557: 0.5370290961216632
Position 227: 0.5153914619810201
Position 8673: 0.5109621970934911
Position 8356: 0.4029157160414353
Position 1569: 0.3925469988010007
Position 11556: 0.38934823332202984
Position 2962: 0.3441207851859799
Position 17663: 0.3234947705128088
Position 5674: 0.27230361551505755
Position 11397: 0.2547709847173323
Position 1566: 0.20555246758666712
Position 3718: 0.19877522787343388
Position 8469: 0.18623678624423537
Position 2924: 0.1861939765115126
Position 1998: 0.16496973185444316
Position 12103: 0.1635564425240986
Position 17024: 0.15413794733263006
Position 12372: 0.14925989653446636
Position 12337: 0.14714676809482968
Position 14923: 0.1239269698456185
Position 15796: 0.1193142568900271
Position 703: 0.10118158748446937
Position 12425: 0.1007982770699227
Position 16138: 0.09796957903258553
Position 10567: 0.09791933590253632
Position 13409: 0.09103047481770282
Position 12278: 0.08896316662826888
Position 12459: 0.08539752832255573
Position 3381: 0.07901796346188669
Position 2605: 0.07300808466714111
Position 2032: 0.07034803875398851
Position 11962: 0.06752139198186474
Position 2563: 0.06464461864406841
Position 10646: 0.06154708753846951
