Gene = MUC13
index = 897
Annotated 5SS: [   91  7217 11222 12552 14515 18432 21187 21638 22645 24334 26602]
Annotated 3SS: [ 6757 11098 12444 14458 18267 21066 21507 22606 24248 26399 28005]
SMsplice 5SS: [   91  7217 12552 21187 24334 26602]
SMsplice 3SS: [ 7147 12444 21066 24248 26399 28005]
top_k =  500
Partition function (log Z): -0.4234445265543587

Sorted 5' Splice Sites (High to Low Probability):
Position 91: 0.9962492633930669
Position 12552: 0.9948139266276694
Position 24334: 0.9387905434789763
Position 21187: 0.8704555141812351
Position 7217: 0.8081703206598386
Position 14515: 0.6142198384508479
Position 26602: 0.6141873461599319
Position 17930: 0.5928001916474943
Position 26521: 0.33894169086012244
Position 21638: 0.33112754669740113
Position 7019: 0.2731486123078852
Position 22645: 0.18491910665165956
Position 18432: 0.18081318431623464
Position 5216: 0.15472151980881654
Position 26846: 0.15401898067569217
Position 14040: 0.10895250142884749
Position 1618: 0.10578971564398525
Position 13767: 0.10516344153600769
Position 1722: 0.09937278972519346
Position 25857: 0.07269238240648711
Position 11222: 0.07167580233673304
Position 7278: 0.05752044722433691
Position 27798: 0.04622431733168203
Position 17664: 0.041314975148524766
Position 27850: 0.03545151568705228
Position 28089: 0.0351427353611146
Position 18168: 0.030894661331439963
Position 7282: 0.025462133295918794
Position 7642: 0.019566438726455034
Position 7627: 0.014012954532931223
Position 14635: 0.013965370232231798
Position 11804: 0.01246192320986722
Position 22457: 0.01159130033060264
Position 1102: 0.011566073521714633
Position 9798: 0.008532352714962003
Position 1045: 0.00831358533906268
Position 24873: 0.007753184530738366
Position 24699: 0.007284139857944687
Position 16397: 0.006652206930845754
Position 14581: 0.005879358295688952
Position 4077: 0.005696321221353606
Position 5044: 0.005103392325060696
Position 5301: 0.004570091413442942
Position 16303: 0.003327586826402022
Position 1522: 0.0032494437741505456
Position 22527: 0.0032462914755328025
Position 12694: 0.002345427075324553
Position 2658: 0.002289435668828777
Position 2832: 0.0022865879551246565
Position 5800: 0.002115981609187389
Position 14002: 0.002071392297455959
Position 4800: 0.0019043807465112617
Position 895: 0.0017625815887224755
Position 5364: 0.0014648420157282113
Position 28099: 0.001436864818035246
Position 28161: 0.0013926368102477583
Position 26606: 0.0010804617236172063
Position 3867: 0.0009997659356730747
Position 1692: 0.0008943970433808781
Position 27744: 0.0008585808072959155
Position 128: 0.0007983970904826058
Position 1731: 0.0006173619884560348
Position 361: 0.0004012546946588884
Position 435: 0.00034481871136988036
Position 1260: 0.00028284132122519996
Position 4024: 0.0002397154388235364
Position 144: 0.0001926250472000727
Position 4675: 0.0001754075132925861
Position 664: 0.00017540137677452203
Position 2784: 0.00016634485939422936
Position 2969: 0.0001279603771996959
Position 519: 0.00010867435925281132
Position 14510: 7.982518091810945e-05
Position 871: 7.703970974363488e-05
Position 393: 7.148835339995407e-05
Position 876: 6.896904783806082e-05
Position 12690: 6.297718211766469e-05
Position 13367: 6.206978764466603e-05
Position 285: 5.5813331880341875e-05
Position 443: 5.2129619452375864e-05
Position 568: 4.817388897138912e-05
Position 562: 4.7041867125823076e-05
Position 1111: 4.37922634973426e-05
Position 1072: 4.2757095549667e-05
Position 81: 3.330381526165237e-05
Position 14962: 3.1572009185097556e-05
Position 883: 2.8716279269214058e-05
Position 14969: 2.836336317757871e-05
Position 761: 2.16088034135813e-05
Position 26770: 1.4380251413336418e-05
Position 794: 1.3095860490163498e-05
Position 593: 1.1281143909814733e-05
Position 1140: 9.066681173342801e-06
Position 622: 7.813980718538204e-06
Position 192: 6.45231516546788e-06
Position 998: 6.0292393451340655e-06
Position 867: 5.184622531899218e-06
Position 210: 3.5865927085035064e-06
Position 513: 3.374935783771271e-06
Position 955: 1.9923607579053715e-06
Position 1352: 1.0034534941262129e-06
Position 253: 6.143103189070464e-07
Position 282: 6.080140499808256e-07
Position 3651: 5.413317548538161e-07
Position 1504: 4.963715885762607e-07
Position 1360: 2.413037394613373e-07
Position 1932: 1.9556215350806837e-07
Position 1459: 1.8228725096056769e-07
Position 805: 1.6231185189716961e-07
Position 1299: 1.4051926794932039e-07
Position 841: 1.1583789532861907e-07
Position 1272: 9.344637189045899e-08
Position 2529: 9.137834640615902e-08
Position 1794: 7.7646324426225e-08
Position 825: 6.77491990055146e-08
Position 1002: 6.044803325698266e-08
Position 2263: 5.9518605947055284e-08
Position 1594: 5.8515792819246553e-08
Position 2448: 5.577790521978024e-08
Position 584: 1.1646396584068195e-08
Position 289: 2.5858622596135304e-11
Position 581: 2.1968282975445738e-11
Position 132: 4.531512660050347e-13
Position 135: 3.5737013746738973e-13
Position 316: 2.661722344791517e-13
Position 303: 1.8573409067789775e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 12444: 0.9725711241275713
Position 26399: 0.9664568538895144
Position 24248: 0.9391264941784906
Position 21066: 0.8704555141812352
Position 28005: 0.80776731995952
Position 7147: 0.7625368037439167
Position 14458: 0.5070397982997441
Position 17710: 0.33043619382604134
Position 6757: 0.32552541969464205
Position 21507: 0.24649275233942544
Position 1458: 0.20845808419602427
Position 17836: 0.16916998679309753
Position 26699: 0.1608543613493323
Position 5043: 0.1254692687121488
Position 22606: 0.12109456034308116
Position 13723: 0.11868167161190309
Position 18267: 0.11619991978317726
Position 14403: 0.1012928264888309
Position 28851: 0.09632161449474497
Position 27638: 0.07140249153653752
Position 11098: 0.06934968556927812
Position 13906: 0.059375708042462796
Position 18058: 0.04846444793471885
Position 25601: 0.04703830926200051
Position 22565: 0.04439859571861837
Position 17516: 0.04131497514852478
Position 17689: 0.04070858521178378
Position 27137: 0.036968609102259256
Position 5152: 0.03445963978423495
Position 17871: 0.03389264768889477
Position 18230: 0.0334060085621187
Position 21488: 0.03283191035757644
Position 7150: 0.03252957616255826
Position 7522: 0.032299151066994686
Position 22419: 0.026831200076838882
Position 26728: 0.025759111565600096
Position 25758: 0.02468012958336867
Position 21285: 0.024281461505611526
Position 7015: 0.021570326984671737
Position 14268: 0.018977830957940305
Position 12417: 0.018779867178699543
Position 17736: 0.01859398361705832
Position 21545: 0.01822232977351375
Position 27695: 0.01605524694989351
Position 24653: 0.01590825788799146
Position 13921: 0.014650524721736228
Position 11680: 0.01246192320986722
Position 18120: 0.012340305290920093
Position 6898: 0.011791586977460116
Position 13857: 0.010902018954746923
