Gene = CTH
index = 419
Annotated 5SS: [  312  4766  6761 10404 13145 18580 19123 20964 22678 23906 27555]
Annotated 3SS: [ 4683  6664 10293 13012 18521 19044 20810 22555 23852 27415 27828]
SMsplice 5SS: [  312  6583  6761 10404 13145 18580 19123 20964 23906 27555]
SMsplice 3SS: [ 6487  6664 10293 13012 18521 19044 20810 23852 27415 27828]
top_k =  500
Partition function (log Z): 2.0151282830494135

Sorted 5' Splice Sites (High to Low Probability):
Position 27555: 0.9758343615488035
Position 10404: 0.9398120881657003
Position 6761: 0.9069083423941766
Position 19123: 0.8893688001127963
Position 23906: 0.8586330733477692
Position 312: 0.8192735852927715
Position 13145: 0.811292581104136
Position 20964: 0.6581996990711325
Position 18580: 0.6460952930950286
Position 6583: 0.6419115150815748
Position 15411: 0.5462789322071342
Position 14130: 0.5373149185966449
Position 12863: 0.5254830236784858
Position 562: 0.4701090290603304
Position 4766: 0.4295672198988011
Position 22712: 0.3821710577576573
Position 24655: 0.3655936192647912
Position 22678: 0.34883045481745906
Position 2897: 0.24998035102127927
Position 6592: 0.2114327677730414
Position 10930: 0.1909879839236853
Position 13983: 0.1631428936849449
Position 23624: 0.1460440487291245
Position 385: 0.12712146958818982
Position 25484: 0.12478406359476665
Position 20951: 0.11454504804656375
Position 4599: 0.0780591044848924
Position 16098: 0.07233074423980038
Position 11682: 0.06123271858601945
Position 5264: 0.0466420515683738
Position 12752: 0.04346071811429929
Position 12001: 0.0423172435287904
Position 23608: 0.037606796922863325
Position 4948: 0.03686609873184471
Position 15928: 0.03304808240099105
Position 350: 0.03040604163808345
Position 16006: 0.024034580572482346
Position 22961: 0.02387966539875649
Position 13642: 0.018124121654108823
Position 12958: 0.016744980949026638
Position 23071: 0.01592806628176414
Position 2921: 0.01564243209709813
Position 24662: 0.014844651987458834
Position 4258: 0.014509473141305414
Position 22000: 0.013766954861512101
Position 6815: 0.011800663768814787
Position 2821: 0.010685383020122778
Position 10214: 0.01031255854047396
Position 11156: 0.010250908598396495
Position 6765: 0.009291461959084467
Position 20942: 0.008726514248786729
Position 23398: 0.008345432940817516
Position 27909: 0.007755160833622459
Position 6887: 0.007688476205479502
Position 7787: 0.007414314422208644
