Gene = RFK
index = 1134
Annotated 5SS: [ 416 2088 5952]
Annotated 3SS: [1935 5848 6975]
SMsplice 5SS: [ 416 2088 5952]
SMsplice 3SS: [1935 5848 7997]
top_k =  500
Partition function (log Z): -3.4496662309637753

Sorted 5' Splice Sites (High to Low Probability):
Position 2088: 0.9341187411562076
Position 416: 0.8649656183292056
Position 5952: 0.8364938480654603
Position 6323: 0.3275416622300687
Position 7074: 0.30373787763953386
Position 1767: 0.2490400362304635
Position 3290: 0.24639493709150706
Position 204: 0.2376456549713412
Position 6887: 0.16275935607882783
Position 5999: 0.13663006071296538
Position 139: 0.07422679860529281
Position 4434: 0.05203900420905318
Position 706: 0.023671186851054946
Position 8433: 0.019288382157223193
Position 4296: 0.01739563166573653
Position 2040: 0.015794481473763024
Position 792: 0.013171914080278641
Position 1100: 0.012597976046247046
Position 2702: 0.012168269065037318
Position 2122: 0.011376571494424656
Position 150: 0.00656613380833839
Position 6243: 0.0062991825047333866
Position 5234: 0.005232012118827841
Position 6584: 0.004503328117621465
Position 3314: 0.004409824903952167
Position 6724: 0.004357864369071939
Position 7358: 0.004088830792055223
Position 1313: 0.0038135480209925384
Position 370: 0.003048051432816062
Position 1714: 0.002778566619845793
Position 183: 0.0024735279328910523
Position 749: 0.00236733857942647
Position 7000: 0.00227510361131298
Position 642: 0.002198491634450068
Position 1730: 0.0021149897210464216
Position 6290: 0.002000871182263765
Position 1266: 0.0013121699955854008
Position 2752: 0.0010316484419152251
Position 7880: 0.0010218111430017186
Position 582: 0.0007845917053382665
Position 1223: 0.0005507957506779495
Position 6927: 0.00047927201256649726
Position 250: 0.0004435316701945787
Position 1367: 0.0003580861520588047
Position 3040: 0.0003577068002173503
Position 754: 0.0003400293916104756
Position 6855: 0.0003276514529595465
Position 842: 0.0003196479160784304
Position 1903: 0.00031502762439903975
Position 2664: 0.00022214140174341832
Position 2627: 0.00021478079268057884
Position 2261: 0.00014057155077137253
Position 1433: 0.00012888434799056747
Position 2179: 0.0001034906239661288
Position 1540: 9.717233365877153e-05
Position 3300: 8.237638085736843e-05
Position 159: 6.633623378555089e-05
Position 455: 5.634527447825736e-05
Position 367: 5.613045331791931e-05
Position 3251: 5.468198968921522e-05
Position 257: 5.2612278431988054e-05
Position 1396: 3.591077337056031e-05
Position 2109: 3.556275671420706e-05
Position 1328: 3.5298376942505475e-05
Position 192: 3.0953770243943544e-05
Position 711: 1.92236093857362e-05
Position 92: 1.1899920703461572e-05
Position 145: 7.957681819793728e-06
Position 180: 4.262832215760851e-06
Position 7428: 2.4966095953951643e-06
Position 819: 1.241936944127854e-06
Position 173: 1.0677719348321353e-06
Position 270: 8.937142361458946e-07
Position 811: 7.073913100880906e-07
Position 450: 6.072688525888714e-07
Position 785: 5.787139376448254e-07
Position 362: 5.676631967763467e-07
Position 556: 5.198826448063006e-07
Position 1520: 2.92107510391185e-07
Position 189: 1.4807719601235928e-07
Position 631: 1.9729135044535283e-08
Position 238: 2.9137120254195486e-09
Position 500: 5.627978126752394e-10
Position 436: 2.7890302092579156e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5848: 0.9594772306630351
Position 1935: 0.8893936026245705
Position 7997: 0.6998418353014211
Position 6975: 0.39340207694747914
Position 3127: 0.23522284501966745
Position 288: 0.23038608306921857
Position 6514: 0.21259929453726983
Position 1608: 0.17188810944089786
Position 6140: 0.1699059339609081
Position 6240: 0.14390835269401175
Position 1628: 0.07107700966500528
Position 2008: 0.05576071407276484
Position 6536: 0.05298998734183387
Position 4196: 0.038781016079546746
Position 4342: 0.0258609618900736
Position 8639: 0.024611844649162315
Position 8162: 0.023390256510799807
Position 7144: 0.017543909457167512
Position 1604: 0.012275123262492929
Position 6221: 0.011544071746317403
Position 3180: 0.009863789179470917
Position 7780: 0.00956014802010681
Position 6723: 0.008815682247645503
Position 2572: 0.008790073183141048
Position 5795: 0.008351147390623212
Position 8361: 0.007910443751673591
Position 6820: 0.007750857206240194
Position 7169: 0.007698537859469683
Position 924: 0.00646405678705627
Position 5160: 0.005981487286228904
Position 3158: 0.0047105743256611946
Position 8769: 0.004240199518152538
Position 8027: 0.004055399713244429
Position 5876: 0.003971365919199206
Position 6069: 0.003916066884919737
Position 1953: 0.00310477037702745
Position 6206: 0.0029887046607099664
Position 6990: 0.002838313976799771
Position 220: 0.0027786869685741218
Position 1808: 0.002491225998376841
Position 6117: 0.00244969319078766
Position 2393: 0.0023195310995702935
Position 1844: 0.0022138287023509263
Position 1167: 0.0022107081143193322
Position 8525: 0.0021472132078055456
Position 6583: 0.002098906215571271
Position 4387: 0.0020557469237781406
Position 2529: 0.0019984825661975834
Position 1032: 0.001978103227103599
Position 6436: 0.001936954343587287
Position 1971: 0.0019338978010397967
Position 6664: 0.0018525624915229565
Position 7813: 0.001843819860224663
Position 6218: 0.0018435995039203477
Position 7765: 0.0017593500316395027
Position 8183: 0.0016678292272503238
Position 6510: 0.0016442239577977335
Position 6082: 0.001475825051990321
Position 5951: 0.0014424960628067782
Position 6181: 0.0013166385622228115
Position 4291: 0.001283985037875168
Position 700: 0.0012620186402871735
Position 1884: 0.001117288809689909
Position 5614: 0.0010959335616307771
Position 1464: 0.0010139506204130692
Position 6999: 0.0009443291332968827
Position 309: 0.0009413926822855591
Position 4306: 0.0009070298800513427
Position 2438: 0.0008726471028125784
Position 4253: 0.0008448047569644801
Position 959: 0.0008088628125904561
Position 1764: 0.000798224236620022
Position 991: 0.000786741161906959
Position 568: 0.0007810821097914383
Position 297: 0.0007783004053324348
Position 6977: 0.000767586219109784
Position 523: 0.0007081721890296622
Position 3844: 0.0006408888700292551
Position 3001: 0.0006332638828349909
Position 744: 0.0005977989531869455
Position 2049: 0.000518568978577614
Position 8950: 0.00051563389825113
Position 224: 0.0005021537842485441
Position 3143: 0.0005010722109827269
Position 6035: 0.0003379905498935832
Position 4738: 0.00029968035916870647
Position 615: 0.00025187220419871126
Position 415: 0.0002488118111893913
Position 3055: 0.00023357864640047624
Position 3236: 0.0002309562778999365
Position 2812: 0.00021830870272682309
Position 6365: 0.000196792927853542
Position 841: 0.0001893462211290355
Position 963: 0.00018898690760822882
Position 1705: 0.00018596182617782706
Position 1556: 0.00017851400283049867
Position 6871: 0.0001754018233359354
Position 1210: 0.00013128192955143235
Position 1749: 0.00013035396029055814
Position 2162: 0.00011794919508992886
Position 367: 0.00011159806716564873
Position 322: 9.611966887518761e-05
Position 1514: 9.10588176950915e-05
Position 1850: 8.231835670380533e-05
Position 2878: 8.00651585359143e-05
Position 226: 7.308517323106591e-05
Position 399: 6.642315561613379e-05
Position 2596: 6.098634847660379e-05
Position 705: 5.632300563266113e-05
Position 2150: 5.5802753844152905e-05
Position 746: 5.227401983294305e-05
Position 1717: 4.92768689725987e-05
Position 587: 4.70520031304863e-05
Position 1207: 4.5867235332114445e-05
Position 6040: 4.52764714527023e-05
Position 6020: 4.520760310368806e-05
Position 672: 3.5596770514642605e-05
Position 994: 3.1127697348894194e-05
Position 1188: 2.8395418918092827e-05
Position 1640: 2.766830230331069e-05
Position 1657: 2.5899480679310615e-05
Position 5553: 2.5011597716391906e-05
Position 1252: 2.438090405244037e-05
Position 3209: 2.2581712973224658e-05
Position 2536: 1.9317519413628277e-05
Position 3098: 1.8358208805636023e-05
Position 1049: 1.6146045477304672e-05
Position 3382: 1.5497180729197274e-05
Position 525: 1.3394100308708689e-05
Position 591: 1.2893474097609824e-05
Position 396: 1.2113296614604107e-05
Position 1394: 8.062105192784588e-06
Position 2069: 6.709759168375471e-06
Position 1312: 5.422432980329336e-06
Position 4170: 3.1015760871482785e-06
Position 636: 3.093391484646024e-06
Position 937: 2.36431489683523e-06
Position 646: 2.0971006817565334e-06
Position 1332: 1.677481880873314e-06
Position 1216: 1.48232331068257e-06
Position 655: 1.4658378992625226e-06
Position 1135: 1.4328920156963564e-06
Position 2193: 1.805183749277746e-07
Position 1766: 1.5635192089634932e-07
Position 1184: 8.197705036351755e-08
Position 661: 5.73533821305465e-08
Position 3243: 4.6103413058578405e-08
Position 711: 4.607061373319414e-08
Position 527: 2.7463316619137933e-08
Position 338: 2.24469199366802e-08
Position 478: 5.3259921123364045e-09
Position 762: 4.17184220437173e-09
Position 901: 4.140885894132499e-09
Position 720: 2.474650475837226e-09
Position 471: 1.8524881713159143e-09
Position 425: 1.7402885266710042e-09
Position 163: 2.4798763659168357e-11
Position 173: 2.1798211751151628e-11
Position 469: 1.2319404148829473e-11
Position 434: 1.1639178692871237e-11
Position 462: 6.0003500136757e-12
Position 420: 8.8794280006356e-14
Position 436: 6.557757219729062e-14
Position 422: 5.12411506082776e-15
