Gene = LOR
index = 789
Annotated 5SS: [34]
Annotated 3SS: [1226]
SMsplice 5SS: [  34 1176]
SMsplice 3SS: [1086 1244]
top_k =  500
Partition function (log Z): -7.79623915938096

Sorted 5' Splice Sites (High to Low Probability):
Position 34: 0.8858395425859119
Position 1176: 0.8389146612282812
Position 832: 0.09831981529183363
Position 807: 0.03567696912877346
Position 455: 0.02233514847170451
Position 826: 0.008956908887571202
Position 947: 0.006454822295383716
Position 410: 0.003277395388564322
Position 240: 0.0026431413397678323
Position 980: 0.0023903073036216217
Position 1383: 0.002360512339632246
Position 1180: 0.0021380437814937942
Position 174: 0.001969460164147765
Position 1503: 0.0018799644201146597
Position 598: 0.0011957087731173342
Position 302: 0.001128087444254531
Position 589: 0.0008920524337020394
Position 620: 0.0008762114834296647
Position 951: 0.0008339380356537199
Position 839: 0.0008172006774595436
Position 25: 0.000608566935214504
Position 1392: 0.0005602437592472996
Position 1569: 0.000299288305479714
Position 602: 0.00021236478913163408
Position 1889: 0.00015893472420732462
Position 1419: 0.00015530739052675894
Position 487: 0.00012961203869435946
Position 1644: 0.00012627870718923497
Position 772: 0.00011097808735439654
Position 377: 0.00010895888491271392
Position 2276: 9.96995923780479e-05
Position 215: 8.764083900705062e-05
Position 224: 7.423725062698922e-05
Position 494: 7.224907536553625e-05
Position 1516: 6.610425606423731e-05
Position 2070: 6.223992796829395e-05
Position 38: 1.9997877143839866e-05
Position 791: 3.95421031207949e-06
Position 369: 1.898907409449609e-06
Position 73: 1.3771572504907396e-06
Position 40: 1.0049439549926162e-06
Position 1197: 2.1923648536845582e-07
Position 43: 1.9236598717231368e-07
Position 631: 1.543812466923442e-07
Position 669: 1.4824168296411394e-07
Position 530: 1.0654920895790614e-07
Position 347: 2.045474723989478e-08
Position 217: 1.2109592664792419e-08
Position 432: 5.637920029139676e-11
Position 333: 9.226816841362193e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1086: 0.5968072400087316
Position 1244: 0.31473452373180977
Position 1083: 0.12319115670245574
Position 1282: 0.10029496001298364
Position 1289: 0.09926277152437421
Position 1226: 0.0975323454393665
Position 924: 0.09610792543405372
Position 1641: 0.08565744347638872
Position 1566: 0.0800383511660218
Position 1885: 0.0563872745824904
Position 638: 0.04254440052822177
Position 1785: 0.030038888732222567
Position 1054: 0.024120404872732606
Position 695: 0.023453131593683153
Position 2149: 0.020815964315867744
Position 1888: 0.017901356085682614
Position 485: 0.012286709857376864
Position 1261: 0.009982455164299745
Position 2188: 0.009896031565305741
Position 669: 0.007414454076730221
Position 2390: 0.005424962075108217
Position 1711: 0.004687744929917018
Position 1335: 0.0043402619627476635
