Gene = AC096644.1
index = 19
Annotated 5SS: [ 40 341]
Annotated 3SS: [ 312 4652]
SMsplice 5SS: [805]
SMsplice 3SS: [4279]
top_k =  500
Partition function (log Z): -11.953263158898862

Sorted 5' Splice Sites (High to Low Probability):
Position 1435: 0.25830541991889505
Position 805: 0.20387103178560387
Position 685: 0.1605913926332453
Position 190: 0.13831375076292501
Position 1994: 0.10244635552740362
Position 1408: 0.10166002329615609
Position 500: 0.09859804583500001
Position 1254: 0.08657913603996606
Position 2208: 0.06337167460962494
Position 464: 0.06031782557994013
Position 341: 0.059861268689620016
Position 836: 0.057353217895431616
Position 1516: 0.054752592498234894
Position 1061: 0.04819157174282517
Position 156: 0.01712375403581341
Position 801: 0.013465586169108675
Position 924: 0.012956018100526684
Position 3814: 0.01254437529553979
Position 119: 0.010889139807696058
Position 1096: 0.0070565139452361415
Position 528: 0.005966912537128181
Position 1614: 0.003971310201091518
Position 151: 0.0016699599165714808
Position 303: 0.0010490666054747753
Position 627: 0.0007284387913972331
Position 439: 0.0006746183595461902
Position 823: 0.0002853981009630227
Position 226: 0.0002017444811842668
Position 629: 0.0001526531254195483
Position 80: 0.00014446585589247463
Position 1894: 5.4374184984638045e-05
Position 1038: 5.166244231973494e-05
Position 1065: 2.8586354955916822e-05
Position 143: 2.6522145102789025e-05
Position 1033: 1.9774141160963334e-05
Position 10: 1.7180060090683902e-05
Position 949: 3.656405839442422e-06
Position 291: 2.8775442895498985e-06
Position 504: 1.8986847595084377e-06
Position 344: 1.8673896336792197e-06
Position 284: 8.698343447996649e-07
Position 307: 7.831138702771396e-07
Position 541: 6.229166280967463e-07
Position 584: 4.944254615870304e-07
Position 66: 3.3264472216818715e-07
Position 194: 2.1995461480836347e-07
Position 83: 1.4791982326033162e-07
Position 247: 1.2003127917114441e-07
Position 431: 4.3799848817712465e-08
Position 166: 2.558738574030184e-08
Position 351: 7.734076865876053e-09
Position 180: 5.003983997527661e-10
Position 371: 2.371714980921312e-11
Position 393: 5.890410483433276e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4279: 0.5245288782085454
Position 1325: 0.2651666486111565
Position 1887: 0.15355264638101548
Position 2602: 0.11409659055145982
Position 3767: 0.08809175089672376
Position 1192: 0.07584259049427966
Position 2171: 0.051432627376557495
Position 1126: 0.04064165490182395
Position 2105: 0.030654738489571776
Position 1627: 0.02473057594118955
Position 1727: 0.024094364605659616
Position 2317: 0.020522901658985845
Position 1178: 0.01961277764006319
Position 1781: 0.017997171782811176
Position 3696: 0.016916450532504654
Position 4395: 0.015608383935147567
Position 3600: 0.015084268038157203
Position 932: 0.012872986985648482
Position 2891: 0.009659732416386103
Position 2138: 0.008926591896809149
Position 1893: 0.006654355551373205
Position 3479: 0.005970893807042145
Position 213: 0.00588673264461359
Position 1371: 0.004874442392999569
Position 1844: 0.004139139292202925
Position 684: 0.0032425226261971174
Position 2396: 0.003111345601417601
Position 1270: 0.0021698777240166307
Position 735: 0.002045090183577566
Position 2024: 0.0016496715117548996
Position 881: 0.0014593164836493387
Position 1253: 0.001308049583157368
Position 4359: 0.0012571692343910966
Position 1500: 0.0008115834685317367
Position 1276: 0.0007852973104889738
Position 503: 0.0007768740954399931
Position 1356: 0.0007067502800555077
Position 614: 0.0005953229955527455
Position 2114: 0.0005684200495726173
Position 3148: 0.000564690738435902
Position 344: 0.0005034378861386236
Position 2475: 0.00038713494644894035
Position 2759: 0.0003574262034108099
Position 1239: 0.00034756135917276486
Position 2247: 0.00030437200397251103
Position 1968: 0.0002897532268669109
Position 1077: 0.0002537352368385988
Position 598: 0.0002284957877012365
Position 1329: 0.0002113050733777936
Position 651: 0.00019852264053275931
Position 1287: 0.00017082064363568183
Position 1659: 0.00016416035547202752
Position 532: 0.0001552318458194837
Position 973: 0.00011824666251624094
Position 519: 0.00011180510663702341
Position 804: 0.0001088779387816101
Position 764: 0.00010395517994769848
Position 1868: 9.980018080152116e-05
Position 2152: 8.670610725578678e-05
Position 1406: 7.653995837210961e-05
Position 721: 6.838558232827907e-05
Position 902: 5.528099246678111e-05
Position 584: 5.1569292660949816e-05
Position 1327: 5.019007882958633e-05
Position 425: 4.0796162148622525e-05
Position 976: 4.0331176592559597e-05
Position 563: 2.13487381042576e-05
Position 857: 1.751896213460681e-05
Position 898: 1.6234910848467323e-05
Position 1082: 1.4164927796164281e-05
Position 459: 9.653898182484892e-06
Position 419: 9.439433017629154e-06
Position 757: 9.295859248851354e-06
Position 801: 6.473493925612622e-06
Position 745: 3.9103255989420814e-06
Position 936: 8.043900559067908e-07
Position 189: 1.6650205279733315e-07
