Gene = ZZZ3
index = 1628
Annotated 5SS: [    74  41137  41275  43210  50809  98142 100680 100883 101661 103132
 103885 106591 114327 116578]
Annotated 3SS: [ 41002  41211  43055  49252  98002 100531 100766 101588 103029 103788
 106437 114191 116476 116873]
SMsplice 5SS: [    74   7144  41137  60967  79237  97892  98142 100680 100883 101661
 103132 103885 106591 114327]
SMsplice 3SS: [  6968  41002  60868  79147  97828  98002 100531 100766 101588 103029
 103788 106437 114191 115634]
top_k =  500
Partition function (log Z): -63.99619672921547

Sorted 5' Splice Sites (High to Low Probability):
Position 7144: 0.7356008503170308
Position 638: 0.5079219922881443
Position 2628: 0.29087763323392773
Position 612: 0.2651581842489993
Position 367: 0.23303731721376253
Position 2851: 0.12608362078796095
Position 3749: 0.10364821343783859
Position 2650: 0.09126897626170906
Position 6018: 0.08725888044046876
Position 5581: 0.06921867423740673
Position 6510: 0.06637886996593248
Position 247: 0.0603411144532452
Position 2791: 0.03836958569393505
Position 719: 0.013973345068719957
Position 4008: 0.013860099065657357
Position 163: 0.008457397795442701
Position 1063: 0.007376699890672978
Position 7118: 0.0072506250131953295
Position 78: 0.005100781632901816
Position 6459: 0.004361957269776735
Position 6761: 0.0040825212232981
Position 581: 0.003729516236023965
Position 1293: 0.002856975208950111
Position 411: 0.0022581330911325332
Position 296: 0.0021070444507893826
Position 2007: 0.002102501868422499
Position 2044: 0.001965439096384432
Position 3320: 0.0018566012415658548
Position 81: 0.0017665028018210669
Position 398: 0.0015300917551675812
Position 529: 0.00137964028336625
Position 2187: 0.000867652917117868
Position 2201: 0.0007854404541811769
Position 113: 0.0006267896121284227
Position 1039: 0.0004730971111564077
Position 1075: 0.00033379906970913676
Position 2469: 0.00031953984753702947
Position 1370: 0.00028028972399084
Position 361: 0.00027303955171752446
Position 3651: 0.00020239130886828195
Position 37: 0.00017897642534143892
Position 3626: 0.0001787658402784284
Position 4113: 0.000177723820131477
Position 2540: 0.00015613481829020832
Position 1766: 0.00012580072438721747
Position 1772: 0.00012278982903569303
Position 869: 0.0001184896618375073
Position 4180: 0.00011317081583143086
Position 2838: 9.021407628509505e-05
Position 371: 6.585616588100614e-05
Position 441: 2.8075639335474334e-05
Position 125: 1.8651279172631753e-05
Position 264: 1.7965752033879707e-05
Position 103: 1.1537601597771235e-05
Position 423: 9.503132741412819e-06
Position 454: 4.5749263846155575e-06
Position 421: 2.4536850407461194e-06
Position 146: 2.2253558656701756e-06
Position 12: 2.0605824064632518e-06
Position 15: 1.4135648074529566e-06
Position 342: 6.525164139736249e-07
Position 493: 5.114149948221675e-07
Position 669: 4.756757644756209e-07
Position 684: 1.877606140636326e-07
Position 280: 1.4136360674315827e-07
Position 520: 1.3548407709542767e-07
Position 270: 9.768028318775238e-08
Position 542: 7.847255892661806e-08
Position 307: 5.839117765408168e-08
Position 643: 5.685271246903473e-08
Position 695: 4.572618082449918e-08
Position 631: 3.21238272768623e-08
Position 705: 3.014343643073667e-08
Position 495: 7.734225750606115e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6968: 0.78449694333116
Position 2562: 0.3189253493926296
Position 15972: 0.213629310769169
Position 7568: 0.1506531838600321
Position 5327: 0.11558333799468262
Position 441: 0.10288469470976282
Position 2740: 0.09498105399259373
Position 3603: 0.09418522566077836
Position 6360: 0.07355107451996185
Position 14017: 0.06581097630034127
Position 2715: 0.058520936825898505
Position 2507: 0.056414496629620746
Position 5908: 0.052636858530205305
Position 11228: 0.048609668255155634
Position 12717: 0.04680082377124535
Position 6159: 0.04149290051260815
Position 11299: 0.036913360522739844
Position 11276: 0.030257932548070833
Position 5935: 0.029367255696868093
Position 10081: 0.026063770106562446
