Gene = HSD17B7
index = 665
Annotated 5SS: [   90  2117  5932  7171  9192 12790 13578 14747]
Annotated 3SS: [ 1912  5838  7055  8996 12684 13520 14647 21551]
SMsplice 5SS: [   90  2117  4811  7171  9192 12204 12790 13578 14747]
SMsplice 3SS: [ 1984  4703  7055  8996 12085 12684 13520 14647 21551]
top_k =  500
Partition function (log Z): 15.795263773384058

Sorted 5' Splice Sites (High to Low Probability):
Position 9192: 0.9973704997375208
Position 12790: 0.9963534004093925
Position 14747: 0.9837791087958467
Position 7171: 0.9624044661428511
Position 2117: 0.8801579942316851
Position 4811: 0.8765967748684863
Position 13578: 0.8088361166151664
Position 90: 0.5786879739949089
Position 6842: 0.5576394095670592
Position 5932: 0.5455656725892575
Position 12204: 0.47721210513452866
Position 8821: 0.46868725131004985
Position 7796: 0.45298941908837287
Position 9518: 0.35305615280353253
Position 5380: 0.34342035072599447
Position 10746: 0.3042598625985935
Position 5098: 0.2614862548820204
Position 225: 0.24729786811950968
Position 5031: 0.239159625564761
Position 4636: 0.2377815693174821
Position 7470: 0.22346937410034534
Position 9755: 0.21052823393124528
Position 15588: 0.19233134729888612
Position 5385: 0.18618858844113997
Position 6023: 0.15458368967405892
Position 962: 0.1431301556890603
Position 16282: 0.10172200655201813
Position 6838: 0.09188457320891276
Position 6827: 0.08688029798652666
Position 7754: 0.07963183252371674
Position 955: 0.07590854364034197
Position 310: 0.07475890975880252
Position 1469: 0.07042658448349087
Position 15545: 0.06246998948015353
Position 2934: 0.06100745291778296
Position 14408: 0.057436543610951095
Position 41: 0.055277184554126155
Position 17945: 0.045960953343228375
Position 15108: 0.044641415882599254
Position 3283: 0.039877462037319934
Position 10806: 0.03956915236786828
Position 17649: 0.03632830982939011
Position 10466: 0.03526883360833416
Position 9979: 0.033735592471185814
Position 8190: 0.031416748588716015
Position 4745: 0.026655544513841962
Position 11119: 0.022284459278677317
Position 19518: 0.020104744448505622
Position 7135: 0.019720346020913097
Position 18867: 0.018849878922384718
Position 13634: 0.015545516781521971
Position 8805: 0.013834430769509189
Position 250: 0.013802555320863653
Position 1602: 0.013401831182246537
Position 64: 0.01143645155460367
Position 6822: 0.011088226714842659
Position 7544: 0.010919258808387067
Position 11151: 0.010729152099672618
Position 15819: 0.010331014483813673
Position 2212: 0.010225151786947575
Position 4235: 0.009334940011995444
Position 18955: 0.009194911172182497
Position 2888: 0.00871827757260253
Position 4269: 0.007930165512071806
Position 4918: 0.007277767015091842
Position 9607: 0.007110615734446203
Position 4146: 0.007066114731776826
Position 875: 0.0059363045568237
Position 4835: 0.0054397860042694575
Position 14194: 0.005166925319818007
Position 1565: 0.0051062805561171865
Position 5644: 0.004765042286567237
Position 10052: 0.00427613229701219
Position 4221: 0.00372533610887829
Position 4112: 0.0036022405675410207
Position 2061: 0.0035638571220431587
Position 13642: 0.0034911426625464995
Position 5461: 0.003225205067582148
Position 2811: 0.0030264094820104366
Position 5661: 0.0029700371118206886
Position 4571: 0.0029555392607613024
Position 16349: 0.0029336719522207295
Position 4988: 0.0026501384602956937
Position 360: 0.0025171521059023333
Position 3287: 0.002511992963290217
Position 1476: 0.002294227499195
Position 5475: 0.002096666075345839
Position 13623: 0.0020787864003415806
Position 9267: 0.001898968164828293
Position 13318: 0.001732456191853941
Position 9467: 0.001630808198440836
Position 466: 0.0015040427862707836
Position 15829: 0.0014207103203547214
Position 13305: 0.0013231848019866457
Position 14139: 0.0012946478362670653
Position 12713: 0.001200301930984607
Position 13604: 0.000993734237812439
Position 401: 0.0009474384116032076
Position 414: 0.0009458648013409572
Position 4098: 0.0009044573184370255
Position 6773: 0.0008842194481834619
Position 15166: 0.0008313519503284314
Position 9484: 0.0008126252091884087
Position 45: 0.0007894367230472383
Position 343: 0.0007069737544229353
Position 204: 0.0006778899073255166
Position 7220: 0.0005889429711487518
Position 6306: 0.0005711750918340963
Position 7250: 0.0005514324629122055
Position 6133: 0.0005357226910772562
Position 1473: 0.0005044759596970623
Position 6795: 0.00046294434023992853
Position 13341: 0.0003294037417412333
Position 7318: 0.0003278863573590602
Position 1044: 0.00030100249590051095
Position 1754: 0.0002995062762519789
Position 12794: 0.0002811627485983
Position 13893: 0.0002713171815268052
Position 7842: 0.0002588893070272039
Position 4893: 0.0002348402090457339
Position 13149: 0.0002230929032767225
Position 7208: 0.00018871561719560476
Position 10164: 0.0001375821091539634
Position 13156: 0.000125804298542819
Position 15325: 0.00011383092070705645
Position 14648: 9.866756045042918e-05
Position 257: 7.918892648291005e-05
Position 9997: 6.592437564465488e-05
Position 1273: 5.676620140722037e-05
Position 133: 5.377376819157802e-05
Position 624: 5.1258769250087765e-05
Position 3057: 4.931460537698447e-05
Position 7103: 4.832989638314353e-05
Position 9366: 4.5774408745071954e-05
Position 9600: 4.359933722360988e-05
Position 264: 4.1442336247171505e-05
Position 525: 3.9302063862868096e-05
Position 9449: 2.387392382122662e-05
Position 17: 1.761507208882692e-05
Position 15177: 1.2359567949710924e-05
Position 39: 1.0087212434956499e-05
Position 9528: 1.0069595024350577e-05
Position 106: 4.306341454441913e-06
Position 630: 2.44277939986735e-06
Position 14848: 1.9947572046945252e-06
Position 149: 1.5419488064824956e-06
Position 236: 9.72241804747193e-07
Position 19: 7.675796413215173e-07
Position 67: 3.935068959406227e-07
Position 9880: 1.9681995592969408e-07
Position 227: 1.9335283475887472e-07
Position 214: 1.8235884233674383e-07
Position 314: 2.314261812954635e-08
Position 329: 2.566552685651899e-09
Position 286: 9.812163497265861e-10
Position 444: 6.008895984627659e-10
Position 477: 4.78516302289702e-10
Position 321: 3.869547701649841e-10
Position 271: 3.0613875951445196e-10
Position 323: 3.045376959489471e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12684: 0.9805129913813578
Position 14647: 0.9513647303821126
Position 7055: 0.8751243429951795
Position 21551: 0.8105323057334861
Position 13520: 0.8076301160293361
Position 8996: 0.7803613113387102
Position 4703: 0.6094216793691669
Position 5281: 0.49394974965338156
Position 12085: 0.424062345106307
Position 1984: 0.40614741531302667
Position 1912: 0.39960463541177393
Position 9466: 0.3646792684376659
Position 5741: 0.3528258210084541
Position 4725: 0.30345222804989186
Position 4930: 0.2960688024257946
Position 8585: 0.2819071649950213
Position 6740: 0.2709907361403208
Position 6724: 0.2544080963257146
Position 5838: 0.25070026656361205
Position 7394: 0.24770636370248392
Position 7647: 0.2379510903770791
Position 10651: 0.21500392610903174
Position 9028: 0.20339027951295863
Position 4535: 0.20151296020975273
Position 6677: 0.19038054870808496
Position 15485: 0.1854712110736645
Position 8708: 0.18038494523485823
Position 4874: 0.17833228106547516
Position 21524: 0.11057976884120509
Position 7081: 0.10528223104832643
Position 16131: 0.10449953839322298
Position 7573: 0.09771881352263186
Position 10602: 0.08330177252353384
Position 903: 0.07910914718860394
Position 7684: 0.0765091961336316
Position 9411: 0.07288296814042843
Position 5931: 0.07039498731060126
Position 9648: 0.0544832308178667
Position 17685: 0.05420642148634358
Position 1877: 0.05317734079717833
Position 12112: 0.05314976002822146
Position 2810: 0.05223060040204316
Position 7715: 0.05192569268395762
Position 1357: 0.05021695552157831
Position 9389: 0.04600557495234229
Position 15463: 0.04096177386631267
Position 17507: 0.03978072371055245
Position 9898: 0.03794005567199991
Position 10258: 0.037857717539437195
Position 1432: 0.03725346067083764
Position 769: 0.036838502680334353
Position 822: 0.03397932362824594
Position 3155: 0.03390872755249993
Position 14278: 0.03357850239000763
Position 10983: 0.03301361137834994
Position 10677: 0.03287888416201829
Position 5252: 0.031242735696368294
Position 14980: 0.029784474657214316
Position 8001: 0.02879313171814644
Position 15452: 0.027089250486306428
Position 4551: 0.024878557530954887
Position 203: 0.022670598515527867
Position 19385: 0.02220791992600357
Position 7627: 0.021369890274356068
Position 18707: 0.02053300570950111
Position 7579: 0.020439400876422417
Position 8661: 0.020266277650932668
Position 6698: 0.01905345832136779
Position 4977: 0.016087577449412974
Position 12712: 0.015927007176417228
Position 15767: 0.015804125634238157
Position 9699: 0.0154630821239026
Position 4604: 0.01520660506711749
Position 3961: 0.014972767201759688
Position 5757: 0.01495071517018447
Position 2060: 0.014478373366234922
Position 113: 0.014269350874952267
Position 6745: 0.014006831770276697
Position 1937: 0.013125206024540682
Position 14167: 0.012234460990453883
Position 15070: 0.011915171994471641
Position 20552: 0.0112938967609465
Position 4097: 0.011102236631831932
Position 14668: 0.01079247564488694
Position 14612: 0.010776615530119752
Position 4912: 0.010729268310129433
Position 9543: 0.010687395149325778
