Gene = DESI2
index = 440
Annotated 5SS: [  421 33735 36408 39086]
Annotated 3SS: [33661 36313 38943 52620]
SMsplice 5SS: [  421  2759  5026 33735 39086 46256]
SMsplice 3SS: [ 2619  4910 33661 38943 46056 46372]
top_k =  500
Partition function (log Z): -30.562115472692465

Sorted 5' Splice Sites (High to Low Probability):
Position 421: 0.854822970986941
Position 5026: 0.710886687142658
Position 2759: 0.5534981355921395
Position 6734: 0.3899699544290027
Position 6418: 0.2482189206040826
Position 4993: 0.20624672472132938
Position 1739: 0.15778147842457202
Position 2308: 0.1398200248366879
Position 2843: 0.0888493590478591
Position 3482: 0.08599952445706874
Position 1244: 0.06300100511318873
Position 1103: 0.058324545077700095
Position 3655: 0.04759778633777833
Position 310: 0.041524810422836636
Position 1091: 0.040649251532045585
Position 938: 0.040429123904096816
Position 15: 0.024879372132891403
Position 11580: 0.024761215866023593
Position 4785: 0.021690606048854033
Position 5037: 0.02012652522711364
Position 6468: 0.015777813244021985
Position 266: 0.015583141036946671
Position 6118: 0.013704134583320529
Position 411: 0.009658301697833764
Position 3790: 0.00912099822178669
Position 6635: 0.008950148956817991
Position 5606: 0.007138469236360293
Position 8529: 0.005339083710716215
Position 173: 0.0044508412623381005
Position 646: 0.004146079006616038
Position 393: 0.003368332329329675
Position 2181: 0.0028766102376047618
Position 1366: 0.0025393971653668913
Position 2277: 0.0018265543252912015
Position 1280: 0.0014664904469499564
Position 145: 0.0014389529471430598
Position 898: 0.0013261670721516346
Position 912: 0.0007797987314294622
Position 607: 0.0006352354967679251
Position 425: 0.000478108963159568
Position 2038: 0.0003366522382547681
Position 555: 0.00024314958451906606
Position 3404: 0.00022634541058854626
Position 7: 0.00019311960859718941
Position 2264: 0.0001301019964012693
Position 839: 4.56613976674915e-05
Position 517: 2.864087658186261e-05
Position 889: 2.1020889446001973e-05
Position 51: 2.0848417173900135e-05
Position 125: 1.7231760693333673e-05
Position 967: 9.32109369671334e-06
Position 400: 7.98229536579037e-06
Position 127: 4.1620612823318805e-06
Position 477: 2.7364998926489767e-06
Position 1198: 2.087182275260596e-06
Position 567: 1.5726944457965994e-06
Position 409: 1.4552956887337932e-06
Position 183: 1.4194972660620678e-06
Position 201: 6.669283466218627e-07
Position 616: 6.35636153747565e-07
Position 628: 1.2395941926933545e-08
Position 275: 1.1210152074689493e-10
Position 722: 3.9751516895528396e-11
Position 397: 8.206957472381092e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4910: 0.8798314573251597
Position 2619: 0.6365382416240378
Position 6337: 0.36942090548070067
Position 6573: 0.30827980370603386
Position 11872: 0.26889506054000034
Position 8643: 0.11299564146913427
Position 11420: 0.10383689101391358
Position 2138: 0.10178645714340069
Position 3360: 0.09075880841894769
Position 1599: 0.08315757177789497
Position 6255: 0.08035050244162854
Position 6624: 0.06290012748600032
Position 977: 0.06162772521113522
Position 4949: 0.05732923417750409
Position 6543: 0.04986623139278134
Position 12154: 0.04415552149015567
Position 13002: 0.04201550256163514
Position 7264: 0.039458086300817034
Position 14681: 0.03567684191577197
Position 8421: 0.029380527015390245
Position 1090: 0.02903451296387342
Position 3527: 0.028703434424439973
Position 6590: 0.026723997388288342
Position 817: 0.025808542676901355
Position 4603: 0.024143165719646795
Position 1961: 0.0234593013587179
Position 1078: 0.023125691719463427
Position 3316: 0.020391577934925808
Position 9584: 0.018953162200045965
Position 8748: 0.016012100681975616
Position 1570: 0.01524150294724961
